Boar Stud.x,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,key,Boar Stud.y,ID,DESCR
SPGVA,8746D,SPG120,CULLED,2020-02-03,2021-01-18,54,97.68628099122212,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8760F,SPG110,CULLED,2020-05-18,2021-02-22,45,119.20568379250554,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,8856D,SPG110,CULLED,2020-02-03,2021-01-18,54,102.82619086627761,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8863B,SPG240,CULLED,2019-11-25,2021-02-22,45,98.5097826014784,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,8943B,SPG240,CULLED,2019-11-25,2020-12-14,54,94.65168993100116,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8972T,SPG120,CULLED,2019-12-30,2020-12-14,54,89.76530633838199,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8984F,SPG240,CULLED,2020-05-18,2021-02-22,45,94.6606049365811,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,9052B,SPG110,CULLED,2019-11-25,2021-01-18,54,103.9638027946185,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,9175E,SPG110,CULLED,2020-04-13,2021-02-22,45,112.1245038155403,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,9293G,SPG120,CULLED,2020-08-31,2021-01-18,45,103.25425576833373,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,9302E,SPG120,CULLED,2020-04-13,2021-02-22,54,94.70616207922164,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,9335H,SPG110,CULLED,2020-11-10,2021-02-22,45,117.89279072862344,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,9389E,SPG110,CULLED,2020-04-13,2020-12-14,45,101.68699770184134,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,9396E,SPG110,CULLED,2020-04-13,2021-02-22,54,105.32928284506797,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,9422A,SPG240,CULLED,2019-09-16,2021-02-22,54,97.5256092889906,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,9435E,SPG120,CULLED,2020-04-13,2021-01-18,45,100.60381692259533,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,9466E,SPG110,CULLED,2020-04-13,2021-02-22,54,106.71132032295701,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,9594E,SPG120,CULLED,2020-04-13,2021-01-18,45,103.87622785016852,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,9645G,SPG120,CULLED,2020-08-31,2020-12-14,54,100.12126343460268,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,9763F,SPG110,CULLED,2020-06-22,2021-02-22,54,97.28110507327727,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,9942A,SPG240,CULLED,2019-09-16,2020-12-14,46,115.61881047482814,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,9990H,SPG110,CULLED,2020-11-10,2021-02-22,45,112.76845962583181,SPGVA 45,SPGVA,45,GENETIC SERVICES
