Boar Stud.x,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,key,Boar Stud.y,ID,DESCR
SPGNC,4642E,SPG110,CULLED,2020-03-23,2021-02-01,3,108.21000912564008,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,4746F,SPG110,CULLED,2020-04-27,2021-02-01,3,106.59272411097608,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,4833E,SPG240,CULLED,2020-02-17,2020-12-28,68,97.80079255249272,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,5189H,SPG240,CULLED,2020-10-19,2021-03-08,3,98.17701395899229,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,5290H,SPG240,CULLED,2020-10-19,2020-12-28,68,84.4376475652958,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,5451G,SPG110,CULLED,2020-08-10,2021-02-01,3,110.27894462098268,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,5511E,SPG240,CULLED,2020-02-17,2021-03-08,4,109.19950607792362,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,5535F,SPG240,CULLED,2020-06-01,2021-03-08,4,110.86914799999872,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,5573G,SPG240,CULLED,2020-11-23,2021-03-08,68,91.37211218799779,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,5594G,SPG240,CULLED,2020-10-19,2021-03-08,68,89.44131554433514,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,5801B,SPG120,CULLED,2019-07-22,2021-02-01,3,101.46817221676552,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,6015F,SPG240,CULLED,2020-07-06,2020-12-28,68,95.3188243564748,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,6165G,SPG240,CULLED,2020-11-23,2021-03-08,68,92.73142898359606,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,6337E,SPG240,CULLED,2020-03-23,2020-12-28,4,91.01425809524603,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,6407L,SPG110,CULLED,2018-11-12,2021-02-01,3,107.31139360618498,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,6576D,SPG120,CULLED,2019-11-04,2021-02-01,4,105.33764320617996,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,6606D,SPG110,CULLED,2019-12-09,2021-02-01,3,104.65591242350547,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,665J8,SPG120,CULLED,2019-01-21,2021-03-08,4,99.74249187542748,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,6743D,SPG110,CULLED,2019-12-09,2020-12-28,68,96.63008335836994,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,6843F,SPG240,CULLED,2020-08-10,2020-12-28,68,93.0528353235436,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,6846A,SPG240,DEAD,2019-07-22,2021-02-15,1,96.48621676231804,SPGNC 1,SPGNC,1,DIED
SPGNC,7215F,SPG120,CULLED,2020-06-01,2021-03-08,68,94.66098555113398,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,7359G,SPG240,CULLED,2020-08-10,2021-02-01,4,107.70272681835745,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,7695H,SPG110,CULLED,2020-11-23,2020-12-28,68,100.67594943664793,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,775K6,SPG120,CULLED,2019-04-08,2020-12-28,68,94.36516288305705,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,7876F,SPG120,CULLED,2020-06-01,2021-03-08,4,107.5212061596855,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,7893G,SPG110,CULLED,2020-09-14,2021-02-01,3,101.58121602400239,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,8182G,SPG110,CULLED,2020-10-19,2020-12-28,68,97.22664571174438,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,8192F,SPG110,CULLED,2020-07-06,2020-12-28,4,114.05599606956935,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,8354G,SPG240,CULLED,2020-09-14,2020-12-28,68,93.6412457453154,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,8357C,SPG240,CULLED,2020-02-17,2021-03-08,68,95.21746719271697,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,8493G,SPG110,CULLED,2020-11-23,2021-03-08,68,104.00469334908856,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,8594J,SPG240,CULLED,2020-12-28,2021-02-01,4,120.63530596285116,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,8600F,SPG110,CULLED,2020-04-27,2021-02-01,3,103.42176218609801,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,8608D,SPG110,CULLED,2020-01-13,2021-02-01,3,111.1180417244558,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,8650A,SPG240,CULLED,2019-06-17,2021-02-01,3,96.24228847687279,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,8673H,SPG110,CULLED,2020-09-14,2020-12-28,68,100.812453932249,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,8683H,SPG120,CULLED,2020-09-14,2021-03-08,68,94.60594249115113,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,8758J,SPG240,DEAD,2020-12-28,2021-01-04,1,100.59259565615938,SPGNC 1,SPGNC,1,DIED
SPGNC,8783D,SPG120,CULLED,2020-01-13,2020-12-28,68,90.57512041132036,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,8833G,SPG110,CULLED,2020-08-10,2020-12-28,68,98.94318063032074,SPGNC 68,SPGNC,68,LOW INDEX
SPGNC,8892G,SPG110,CULLED,2020-08-10,2020-12-28,4,125.28803223453419,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,8956G,SPG110,CULLED,2020-08-10,2021-02-01,3,108.64797028455544,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,9001J,SPG110,CULLED,2021-02-01,2021-03-08,4,117.7820327560076,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,9046G,SPG110,CULLED,2020-08-10,2021-02-01,3,105.15182623951634,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,9458H,SPG110,CULLED,2020-09-14,2021-02-01,3,100.51946345030284,SPGNC 3,SPGNC,3,GENETIC SERVICES
SPGNC,9470C,SPG120,CULLED,2019-09-30,2020-12-28,4,111.21629587564306,SPGNC 4,SPGNC,4,SEMEN QUALITY
SPGNC,9575G,SPG120,CULLED,2020-08-10,2020-12-28,68,94.30034468320643,SPGNC 68,SPGNC,68,LOW INDEX
SPGTX,1004Y,SPG240,DEAD,2020-05-12,2021-01-12,28,103.06921585992156,SPGTX 28,SPGTX,28,FEETANDLEGS
SPGTX,1100X,SPG110,CULLED,2020-05-12,2021-02-21,30,105.49039940126669,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,1111Y,SPG110,CULLED,2020-05-12,2020-12-15,33,110.67945240430738,SPGTX 33,SPGTX,33,SEMEN QUALITY
SPGTX,1298X,SPG240,CULLED,2020-05-12,2021-02-21,30,110.8456901125429,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,1303V,SPG120,CULLED,2020-01-24,2021-02-21,30,97.28365586654607,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,2143W,SPG240,CULLED,2020-03-02,2021-02-21,30,101.46681419955732,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,2337U,SPG110,DEAD,2019-12-16,2021-01-13,27,100.65274985670264,SPGTX 27,SPGTX,27,DIED
SPGTX,2370N,SPG240,CULLED,2019-06-07,2021-02-21,30,100.9805364370231,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,2416V,SPG120,CULLED,2020-03-02,2021-02-21,30,105.78273299480186,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,2567Y,SPG120,CULLED,2020-06-19,2021-02-21,30,107.58439811443726,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,2642Y,SPG120,CULLED,2020-06-19,2021-02-21,30,107.91291458394527,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,2711X,SPG110,CULLED,2020-05-12,2021-02-21,30,98.91543935652939,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,2913V,SPG110,CULLED,2020-01-24,2021-02-21,30,104.33331957588717,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3014T,SPG110,CULLED,2019-12-16,2021-02-21,30,103.08538835209667,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3056W,SPG240,DEAD,2020-03-02,2021-01-17,27,95.10310588475788,SPGTX 27,SPGTX,27,DIED
SPGTX,3176Y,SPG110,CULLED,2020-06-19,2021-02-21,30,98.1356318544353,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3391Y,SPG240,CULLED,2020-06-19,2021-02-21,30,108.65748984166814,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3403T,SPG110,CULLED,2019-12-16,2021-02-21,30,97.76815917214361,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3411X,SPG120,CULLED,2020-05-12,2021-02-21,30,119.6360268980469,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3529W,SPG240,CULLED,2020-03-02,2021-02-21,30,99.27396505127189,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3616U,SPG110,CULLED,2019-12-16,2021-02-21,30,94.92470256484506,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3693Y,SPG120,CULLED,2020-06-19,2021-02-21,30,113.55630155632122,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,3916Y,SPG240,CULLED,2020-06-19,2021-02-21,30,101.57576138426494,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4151V,SPG120,CULLED,2020-01-24,2021-02-21,30,107.90464186988703,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4381R,SPG110,CULLED,2019-10-16,2021-02-21,30,108.96158104586051,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4460V,SPG110,CULLED,2020-01-24,2021-02-21,30,111.34109753961984,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4574Y,SPG120,CULLED,2020-06-19,2021-02-21,30,99.98569239808715,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4719X,SPG120,CULLED,2020-05-12,2021-02-21,30,86.44927626467758,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4759U,SPG120,CULLED,2019-12-16,2021-02-21,30,99.2003331386655,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4801P,SPG110,CULLED,2019-08-14,2021-02-21,30,108.79341360021796,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4812Y,SPG110,CULLED,2020-06-19,2021-02-21,30,110.7751231751548,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4873X,SPG120,CULLED,2020-05-12,2021-02-21,30,97.5786850072767,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,4987Y,SPG110,CULLED,2020-06-19,2021-02-21,30,112.26908521233723,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,5001Y,SPG110,CULLED,2020-06-19,2021-02-21,30,108.424087154455,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,5112U,SPG110,CULLED,2020-01-24,2021-02-21,30,101.60600909707934,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,5210X,SPG110,CULLED,2020-05-12,2021-02-21,30,108.45276860240874,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,5366P,SPG120,CULLED,2019-08-14,2021-02-21,30,102.09331822882938,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,5510Y,SPG120,CULLED,2020-06-19,2021-02-21,30,112.05016022752726,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,5635V,SPG110,CULLED,2020-01-24,2021-02-21,30,110.64875722254997,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,5889W,SPG120,CULLED,2020-03-02,2021-02-21,30,108.38584953693359,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,6364W,SPG120,CULLED,2020-03-02,2021-02-21,30,110.54176009808259,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,6471X,SPG120,CULLED,2020-05-12,2021-02-21,30,109.85135251950325,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,6536V,SPG110,CULLED,2020-03-02,2021-02-21,30,110.77605632395179,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,6600V,SPG240,CULLED,2020-01-24,2021-02-21,30,82.95949424013146,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,6603N,SPG110,CULLED,2019-06-07,2021-02-21,30,106.88880582623453,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,6640X,SPG120,CULLED,2020-05-12,2021-02-21,30,98.8167956677748,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,6861W,SPG240,DEAD,2020-03-02,2021-01-17,27,107.0982315277233,SPGTX 27,SPGTX,27,DIED
SPGTX,6892V,SPG240,DEAD,2020-01-24,2021-01-29,28,103.53308376871806,SPGTX 28,SPGTX,28,FEETANDLEGS
SPGTX,7025R,SPG110,CULLED,2019-12-16,2021-02-21,30,107.83558950771652,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,7054U,SPG110,CULLED,2020-01-24,2021-02-21,30,95.61413804901616,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,7509X,SPG240,DEAD,2020-05-12,2020-12-14,28,123.94754365016361,SPGTX 28,SPGTX,28,FEETANDLEGS
SPGTX,7598T,SPG110,CULLED,2019-12-16,2021-02-21,30,100.98008761041955,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,7602W,SPG120,CULLED,2020-03-02,2021-02-21,30,101.85891821422516,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,7758V,SPG110,CULLED,2020-01-24,2021-02-21,30,97.48719352814041,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,7892V,SPG110,CULLED,2020-03-02,2021-02-21,30,105.6770337245969,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,8002N,SPG240,CULLED,2019-06-07,2021-02-21,30,101.69510169032614,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,8229X,SPG120,CULLED,2020-05-12,2021-02-21,30,110.10946205806938,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,8318W,SPG120,CULLED,2020-03-02,2021-02-21,30,105.47254061559785,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,8460U,SPG120,CULLED,2020-01-24,2021-02-21,30,102.19988961879308,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,8653T,SPG120,DEAD,2019-12-16,2021-02-21,27,103.44441066524315,SPGTX 27,SPGTX,27,DIED
SPGTX,8716V,SPG240,CULLED,2020-01-24,2021-02-21,30,103.0074796008581,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,8750X,SPG120,CULLED,2020-05-12,2021-02-21,30,104.0380567276237,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,9352X,SPG110,DEAD,2020-05-12,2021-02-11,28,101.07568631819217,SPGTX 28,SPGTX,28,FEETANDLEGS
SPGTX,9416U,SPG110,CULLED,2020-01-24,2021-02-21,30,106.86812517512041,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,9466V,SPG110,CULLED,2020-03-02,2021-02-21,30,99.92752220975306,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,9477T,SPG110,CULLED,2019-12-16,2021-02-21,30,104.29306576403143,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,9644V,SPG110,CULLED,2020-03-02,2021-02-21,30,102.30000019787157,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGTX,9761R,SPG110,CULLED,2019-10-16,2021-02-21,30,104.2861558589987,SPGTX 30,SPGTX,30,GENETIC SERVICES
SPGVA,1178T,SPG120,CULLED,2019-12-30,2021-02-22,44,113.4221250712227,SPGVA 44,SPGVA,44,FEET AND LEGS
SPGVA,1396B,SPG110,CULLED,2019-10-21,2020-12-14,45,98.34234256285288,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,1444U,SPG110,CULLED,2019-12-30,2021-02-22,54,106.75897387707148,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,1567H,SPG240,CULLED,2021-01-18,2021-02-22,44,114.47727978022745,SPGVA 44,SPGVA,44,FEET AND LEGS
SPGVA,170K3,SPG240,CULLED,2019-03-18,2021-02-22,44,97.14126997372057,SPGVA 44,SPGVA,44,FEET AND LEGS
SPGVA,1825J,SPG240,CULLED,2021-01-18,2021-02-22,54,95.34431938024338,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,1998E,SPG110,CULLED,2020-03-09,2021-01-18,45,109.41976782164372,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,2004037,SPG240,CULLED,2021-01-18,2021-02-22,44,101.54465862854832,SPGVA 44,SPGVA,44,FEET AND LEGS
SPGVA,2080F,SPG110,CULLED,2020-05-18,2021-01-18,45,109.79924756038037,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,2163F,SPG110,CULLED,2020-05-18,2021-02-22,54,95.37102533661728,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,2316E,SPG110,CULLED,2020-03-09,2020-12-14,54,102.63626528629932,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,2319E,SPG110,CULLED,2020-03-09,2021-01-18,45,108.85767632128669,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,2343F,SPG120,CULLED,2020-05-18,2020-12-14,54,91.58134623030551,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,2385F,SPG110,CULLED,2020-05-18,2021-02-22,45,110.3487545838403,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,2499E,SPG110,CULLED,2020-03-09,2020-12-14,45,108.16882208517612,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,2602A,SPG240,CULLED,2019-04-22,2020-12-14,46,105.43982969038491,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,2718F,SPG240,CULLED,2020-04-13,2021-02-22,54,92.99178657810533,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,2811U,SPG110,CULLED,2019-12-30,2021-01-18,45,103.4310896520364,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,2856H,SPG110,CULLED,2020-08-31,2021-02-22,45,110.14796088572356,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,2892H,SPG110,CULLED,2020-08-31,2021-01-18,54,99.58803729873699,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,2904H,SPG110,CULLED,2020-08-31,2021-01-18,54,98.52183456783554,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,2950E,SPG240,CULLED,2020-02-03,2021-01-18,54,93.85904692857756,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,3168E,SPG110,CULLED,2020-02-03,2020-12-14,45,103.50203912885715,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,3186F,SPG240,CULLED,2020-05-18,2021-02-22,45,98.47718969743286,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,3419P,SPG240,CULLED,2019-08-12,2021-02-22,54,97.41894816014806,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,3616F,SPG240,CULLED,2020-06-22,2020-12-14,46,108.2572499215028,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,3661G,SPG110,CULLED,2020-07-27,2020-12-14,54,95.59896969147638,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,3790G,SPG110,CULLED,2020-07-27,2021-01-18,45,103.48552866213389,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,3958E,SPG240,CULLED,2020-02-03,2020-12-14,54,93.31216936323399,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,3964G,SPG110,CULLED,2020-07-27,2021-02-22,45,112.956577082659,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,4033H,SPG240,CULLED,2020-08-31,2021-02-22,54,83.4813929387853,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,4095G,SPG240,CULLED,2020-06-22,2021-01-18,54,92.42620000611399,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,4251G,SPG110,CULLED,2020-06-22,2020-12-14,54,98.4814376732278,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,4280G,SPG240,CULLED,2020-06-22,2021-01-18,54,82.49165769019159,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,4301G,SPG240,CULLED,2020-06-22,2020-12-14,46,102.82909028686821,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,4666B,SPG240,CULLED,2019-10-21,2020-12-14,54,95.01763243274786,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,470H4,SPG120,CULLED,2018-12-06,2020-12-14,46,119.48049643395429,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,4728F,SPG240,CULLED,2020-04-13,2021-02-22,54,96.09685744945331,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,4741F,SPG110,CULLED,2020-04-13,2021-01-18,45,109.4241529883652,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,4896G,SPG240,CULLED,2020-07-27,2020-12-14,46,107.68550885358935,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,4946E,SPG240,CULLED,2020-03-09,2020-12-14,46,102.68928891179537,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,5386U,SPG120,CULLED,2019-12-30,2020-12-14,54,100.65354385995302,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,5584G,SPG240,CULLED,2020-11-10,2021-02-22,54,85.91384013723739,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,5712F,SPG240,CULLED,2020-06-22,2021-02-22,45,98.88296302440041,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,58020,PICL02,CULLED,2020-10-07,2020-12-14,47,NA,SPGVA 47,SPGVA,47,ANATOMY
SPGVA,58034,PICL02,CULLED,2020-12-14,2021-02-22,48,NA,SPGVA 48,SPGVA,48,WILL NO TRAIN
SPGVA,58036,PICL02,CULLED,2020-12-14,2021-02-22,48,NA,SPGVA 48,SPGVA,48,WILL NO TRAIN
SPGVA,58038,PICL02,CULLED,2020-12-14,2021-02-22,48,NA,SPGVA 48,SPGVA,48,WILL NO TRAIN
SPGVA,58045,PICL02,CULLED,2020-12-14,2021-02-22,48,NA,SPGVA 48,SPGVA,48,WILL NO TRAIN
SPGVA,58049,PICL02,CULLED,2020-12-14,2021-02-22,48,NA,SPGVA 48,SPGVA,48,WILL NO TRAIN
SPGVA,58052,PICL02,CULLED,2020-12-14,2021-02-22,48,NA,SPGVA 48,SPGVA,48,WILL NO TRAIN
SPGVA,58058,PICL02,DEAD,2020-12-14,2020-12-22,43,NA,SPGVA 43,SPGVA,43,DIED
SPGVA,58061,PICL02,CULLED,2020-12-14,2021-02-22,48,NA,SPGVA 48,SPGVA,48,WILL NO TRAIN
SPGVA,58062,PICL02,CULLED,2020-12-14,2021-02-22,48,NA,SPGVA 48,SPGVA,48,WILL NO TRAIN
SPGVA,5946F,SPG240,CULLED,2020-06-22,2020-12-14,46,108.90824772050087,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,5979F,SPG240,CULLED,2020-07-27,2021-02-22,54,98.80843898676142,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,6044F,SPG240,DEAD,2020-07-27,2021-01-18,43,114.53055766075971,SPGVA 43,SPGVA,43,DIED
SPGVA,6052C,SPG240,CULLED,2019-09-16,2021-02-22,45,98.63073458093642,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,6401C,SPG110,CULLED,2019-09-16,2021-02-22,45,114.41395526251183,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,6461U,SPG120,CULLED,2019-12-30,2021-02-22,46,112.55252838493347,SPGVA 46,SPGVA,46,SEMEN QUALITY
SPGVA,6506D,SPG120,CULLED,2019-11-25,2021-01-18,54,97.42602229556479,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,666K4,SPG240,CULLED,2019-03-18,2021-02-22,44,98.44315152692052,SPGVA 44,SPGVA,44,FEET AND LEGS
SPGVA,6785F,SPG240,CULLED,2020-08-31,2020-12-14,54,89.27818706448723,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,6916D,SPG110,CULLED,2019-11-25,2020-12-14,54,100.81966343041742,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,6918D,SPG110,CULLED,2019-11-25,2021-01-18,45,105.66385336524007,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,6955E,SPG240,CULLED,2020-04-13,2021-01-18,54,90.34380247923174,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,7176G,SPG240,CULLED,2020-07-27,2021-02-22,54,88.33258942368987,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,7288G,SPG240,CULLED,2020-07-27,2021-01-18,44,119.07438155857828,SPGVA 44,SPGVA,44,FEET AND LEGS
SPGVA,7456G,SPG110,CULLED,2020-08-31,2021-01-18,54,98.52545037196103,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,7618H,SPG110,CULLED,2020-11-15,2021-02-22,45,114.58326228462809,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,7638F,SPG120,CULLED,2020-05-18,2021-01-18,45,100.79714646635834,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,7695F,SPG110,CULLED,2020-06-22,2021-02-22,54,100.22193821938848,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,7923A,SPG120,CULLED,2019-05-28,2020-12-14,54,100.3744189475031,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,7927H,SPG120,CULLED,2020-11-10,2021-01-18,45,109.75603428519243,SPGVA 45,SPGVA,45,GENETIC SERVICES
SPGVA,8016C,SPG240,CULLED,2020-02-03,2020-12-14,54,93.580722722108,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8040C,SPG240,CULLED,2020-02-03,2021-02-22,54,92.5881634359999,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8040G,SPG110,CULLED,2020-08-31,2021-02-22,54,102.60486503757909,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8068F,SPG120,DEAD,2020-06-22,2021-01-15,43,96.97478118077368,SPGVA 43,SPGVA,43,DIED
SPGVA,8076C,SPG240,CULLED,2020-02-03,2021-02-22,44,111.46885732987354,SPGVA 44,SPGVA,44,FEET AND LEGS
SPGVA,8138F,SPG110,CULLED,2020-06-22,2020-12-14,54,97.57749952677216,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8330F,SPG110,CULLED,2020-07-27,2020-12-14,54,92.25652404899274,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8460G,SPG240,CULLED,2020-08-31,2021-01-18,54,95.50936283702372,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8627E,SPG120,CULLED,2020-03-09,2020-12-14,54,94.9498089106259,SPGVA 54,SPGVA,54,LOW INDEX
SPGVA,8645E,SPG120,CULLED,2020-03-09,2021-01-18,54,96.25842883661454,SPGVA 54,SPGVA,54,LOW INDEX
