Boar Stud.x,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,Boar Stud.y,Collnum,Col_Date,Tech,Ext_Name,Tot_Ext_Vol,Used_Doses,Dose_Actual,Collection Status,Sperm_Conc,Tot_Sperm,Sem_Vol_Used,TRCODE,Motility,Ext_Batch_Num,EBV,date,rest,stay
Norson,EX_JJ3097,OTHER,CULLED,2006-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-14,NA,5382
Prestage MS,193K9,SPG110,NONWORKING,2019-06-06,NA,NA,109.79560632798272,Prestage MS,20001163382,2021-02-05,LS,GEDIL,0,14.8,14.92,US,0.373,37.3,100,NA,88.3,NA,236.819,2021-03-11,34,644
Prestage MS,193K9,SPG110,NONWORKING,2019-06-06,NA,NA,109.79560632798272,Prestage MS,20001163383,2021-02-05,LS,GEDIL,0,26.7,26.86,US,0.373,67.14,180,NA,88.3,NA,236.819,2021-03-11,34,644
Prestage MS,2028E,SPG120,WORKING,2020-03-18,NA,NA,104.03680621774572,Prestage MS,20001163578,2021-02-14,BH,GEDIL,0,30.5,30.58,US,0.11,30.58,278,NA,87.2,NA,243.039,2021-03-11,25,358
Prestage MS,2409E,SPG110,NONWORKING,2020-04-10,NA,NA,93.57570280087428,Prestage MS,20001163512,2021-02-12,LC,GEDIL,0,18.7,18.8,US,0.746,46.99,63,NA,75,NA,240.509,2021-03-11,27,335
Prestage MS,2616G,SPG110,NONWORKING,2020-07-28,NA,NA,97.33862672913506,Prestage MS,20001163387,2021-02-05,RW,GEDIL,NA,0,0,TR,0.46,71.3,155,17,58,NA,243.009,2021-03-11,34,226
Prestage MS,2617G,SPG110,NONWORKING,2020-07-28,NA,NA,91.17914660098197,Prestage MS,20001163513,2021-02-12,LS,GEDIL,0,34.2,34.38,US,0.272,85.95,316,NA,86,NA,243.13,2021-03-11,27,226
Prestage MS,3137C,SPG110,NONWORKING,2019-10-22,NA,NA,111.63917498528058,Prestage MS,20001160354,2020-09-18,LS,GEDIL,0,50.5,50.6,US,0.472,126.489,268,NA,76.9,NA,235.69,2021-03-11,174,506
Prestage MS,3329C,SPG120,WORKING,2019-10-22,NA,NA,94.99925792361887,Prestage MS,20001163576,2021-02-14,BH,GEDIL,0,76.3,76.35,US,0.252,76.35,303,NA,90.3,NA,236.55,2021-03-11,25,506
Prestage MS,3359C,SPG120,WORKING,2019-10-22,NA,NA,102.07735183336703,Prestage MS,20001163533,2021-02-12,LS,GEDIL,0,73.4,73.44,US,0.306,73.44,240,NA,88.6,NA,238.19,2021-03-11,27,506
Prestage MS,3600C,SPG120,WORKING,2019-10-22,NA,NA,92.8056545223923,Prestage MS,20001163534,2021-02-12,LS,GEDIL,0,93.5,93.69,US,0.236,93.69,397,NA,83,NA,237.93,2021-03-11,27,506
Prestage MS,3615C,SPG120,WORKING,2019-10-22,NA,NA,94.27120099511566,Prestage MS,20001163407,2021-02-05,LS,GEDIL,NA,0,0,TR,0.356,122.819,345,18,59,NA,240.28,2021-03-11,34,506
Prestage MS,3783G,SPG110,NONWORKING,2020-07-28,NA,NA,91.93899972280299,Prestage MS,20001163511,2021-02-12,RW,GEDIL,0,22.2,22.28,US,0.306,55.69,182,NA,73,NA,242.55,2021-03-11,27,226
Prestage MS,3903C,SPG120,WORKING,2019-10-22,NA,NA,101.75210603840532,Prestage MS,20001163409,2021-02-05,LS,GEDIL,NA,0,0,TR,0.247,65.7,266,18,59,NA,233.66,2021-03-11,34,506
Prestage MS,3951G,SPG110,NONWORKING,2020-07-28,NA,NA,107.44970295609063,Prestage MS,20001163418,2021-02-08,RW,GEDIL,0,26.5,26.56,US,0.458,66.41,145,NA,94.9,NA,241.169,2021-03-11,31,226
Prestage MS,3990G,SPG110,NONWORKING,2020-08-31,NA,NA,88.34070651792936,Prestage MS,20001163472,2021-02-10,RW,GEDIL,0,17.3,17.48,US,0.267,34.97,131,NA,90,NA,97.63,2021-03-11,29,192
Prestage MS,488K9,SPG110,NONWORKING,2019-06-06,NA,NA,96.71570296805817,Prestage MS,20001163471,2021-02-10,LC,GEDIL,0,9.3,9.49,US,0.719,23.72,33,NA,92,NA,239.88,2021-03-11,29,644
Prestage MS,519J7,SPG110,NONWORKING,2019-02-05,NA,NA,83.01158632119456,Prestage MS,20001163416,2021-02-08,LS,GEDIL,0,44.4,44.47,US,0.418,111.18,266,NA,66.4,NA,233.069,2021-03-11,31,765
Prestage MS,5802C,SPG240,NONWORKING,2019-10-22,NA,NA,99.30642945838055,Prestage MS,20001163488,2021-02-11,LS,GEDIL,0,55.7,55.75,US,0.45,100.349,223,NA,67.1,NA,126.44,2021-03-11,28,506
Prestage MS,5864C,SPG240,NONWORKING,2019-10-22,NA,NA,114.99088576013986,Prestage MS,20001161775,2020-11-17,CI,GEDIL,NA,0,0,TR,0.423,114.63,271,17,83,NA,124.76,2021-03-11,114,506
Prestage MS,597J7,SPG120,WORKING,2019-03-05,NA,NA,95.7366657726378,Prestage MS,20001163570,2021-02-14,BH,GEDIL,0,31.2,31.33,US,0.152,56.39,371,NA,80.8,NA,234.389,2021-03-11,25,737
Prestage MS,6332F,SPG240,NONWORKING,2020-07-28,NA,NA,98.43442408042546,Prestage MS,20001163457,2021-02-09,RW,GEDIL,NA,0,0,TR,0.138,18.49,134,17,83,NA,126.48,2021-03-11,30,226
Prestage MS,6338F,SPG240,NONWORKING,2020-07-28,NA,NA,100.92981723053886,Prestage MS,20001163634,2021-02-18,BH,GEDIL,NA,0,0,TR,0,0,130,27,0,NA,129,2021-03-11,21,226
Prestage MS,6387C,SPG110,NONWORKING,2019-09-30,NA,NA,98.71466885441934,Prestage MS,20001163414,2021-02-08,LS,GEDIL,NA,0,0,TR,0.3,54,180,17,67,NA,240.65,2021-03-11,31,528
Prestage MS,6882C,SPG110,NONWORKING,2019-09-30,NA,NA,108.7273081479301,Prestage MS,20001160708,2020-10-02,CI,GEDIL,0,16.1,16.11,US,0.294,40.27,137,NA,90,NA,229.639,2021-03-11,160,528
Prestage MS,7014A,SPG120,WORKING,2019-07-03,NA,NA,91.26571932866037,Prestage MS,20001156442,2020-04-09,LS,GEDIL,0,43.2,43.34,US,0.44,86.68,197,NA,83.9,NA,229.539,2021-03-11,336,617
Prestage MS,702K6,SPG110,NONWORKING,2019-06-06,NA,NA,78.73815630686121,Prestage MS,20001163381,2021-02-05,LC,GEDIL,0,32.5,32.58,US,0.506,81.46,161,NA,81.4,NA,236,2021-03-11,34,644
Prestage MS,7489A,SPG120,WORKING,2019-06-06,NA,NA,92.677917625697,Prestage MS,20001163538,2021-02-12,LC,GEDIL,0,40.9,40.91,US,0.354,73.63,208,NA,89,NA,240.819,2021-03-11,27,644
Prestage MS,7607A,SPG120,WORKING,2019-07-03,NA,NA,80.46592689513093,Prestage MS,20001156585,2020-04-15,RW,GEDIL,0,38.4,38.41,US,0.359,76.82,214,NA,77,NA,227.53,2021-03-11,330,617
Prestage MS,799J7,SPG120,WORKING,2019-03-05,NA,NA,84.02010815476129,Prestage MS,20001163579,2021-02-14,BH,GEDIL,0,153.5,153.5,US,0.307,153.5,500,NA,75.7,NA,230.86,2021-03-11,25,737
Prestage MS,8322F,SPG120,WORKING,2020-08-31,NA,NA,102.01834281624157,Prestage MS,20001163581,2021-02-14,LC,GEDIL,NA,0,0,TR,0.534,59.27,111,19,57,NA,113.11,2021-03-11,25,192
Prestage MS,838H3,SPG120,WORKING,2018-10-25,NA,NA,89.3609498487402,Prestage MS,20001163572,2021-02-14,BH,GEDIL,0,17.8,17.91,US,0.248,32.24,130,NA,81.3,NA,234.84,2021-03-11,25,868
Prestage MS,838H3,SPG120,WORKING,2018-10-25,NA,NA,89.3609498487402,Prestage MS,20001163573,2021-02-14,BH,GEDIL,0,69.4,69.44,US,0.248,69.44,280,NA,81.3,NA,234.84,2021-03-11,25,868
Prestage MS,849H7,SPG240,NONWORKING,2019-03-05,NA,NA,109.6714828845294,Prestage MS,20001163529,2021-02-12,LS,GEDIL,NA,0,0,TR,0.595,208.25,350,18,83,NA,123.65,2021-03-11,27,737
Prestage MS,8566G,SPG120,NONWORKING,2020-08-31,NA,NA,99.24247603817861,Prestage MS,20001163377,2021-02-04,RW,GEDIL,NA,0,0,TR,0.417,68.38,164,18,31,NA,104.349,2021-03-11,35,192
Prestage MS,8677G,SPG110,NONWORKING,2020-08-31,NA,NA,104.90516591932187,Prestage MS,20001163415,2021-02-08,RW,GEDIL,0,27.7,27.74,US,0.408,69.36,170,NA,82.9,NA,112.52,2021-03-11,31,192
Prestage MS,8820E,SPG110,NONWORKING,2020-04-10,NA,NA,113.08887654183016,Prestage MS,20001163417,2021-02-08,LC,GEDIL,0,36.5,36.6,US,0.61,91.5,150,NA,82.1,NA,243.259,2021-03-11,31,335
Prestage MS,882H3,SPG120,WORKING,2018-11-19,NA,NA,108.1446208067836,Prestage MS,20001163571,2021-02-14,BH,GEDIL,0,79.5,79.58,US,0.382,143.25,375,NA,87.9,NA,234.069,2021-03-11,25,843
Prestage MS,887H3,SPG120,WORKING,2018-10-25,NA,NA,86.55825264670463,Prestage MS,20001163577,2021-02-14,LS,GEDIL,0,79.9,79.98,US,0.258,79.98,310,NA,77.7,NA,223.819,2021-03-11,25,868
Prestage MS,8892E,SPG120,WORKING,2020-03-18,NA,NA,111.87366419495862,Prestage MS,20001163298,2021-02-01,LS,GEDIL,NA,0,0,TR,0.296,66,223,17,84,NA,242.069,2021-03-11,38,358
Prestage MS,8911E,SPG110,NONWORKING,2020-04-10,NA,NA,95.61844803024898,Prestage MS,20001163413,2021-02-08,LC,GEDIL,0,23.7,23.84,US,0.435,59.59,137,NA,83.5,NA,247.81,2021-03-11,31,335
Prestage MS,EX_23,OTHER,WORKING,2020-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-11,NA,119
Prestage MS,EX_51,OTHER,NONWORKING,2020-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-11,NA,119
Prestage MS,EX_59,OTHER,WORKING,2020-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-11,NA,119
Skyline Boar Stud,5327F,SPG240,NONWORKING,2020-06-12,NA,NA,86.36346426614607,Skyline Boar Stud,20000411378,2021-01-09,W,3D 2B PCAI XP,1614,49,49.18,US,0.156,93.44,599,NA,80,NA,87.64,2021-03-14,64,275
Skyline Boar Stud,6823G,SPG240,NONWORKING,2021-01-03,NA,NA,98.11082708364542,Skyline Boar Stud,20000411285,2021-01-08,V,3D 2B PCAI XP,NA,0,0,TR,0.111,22.2,200,68,50,NA,98.35,2021-03-14,65,70
Skyline Boar Stud,6857G,SPG240,NONWORKING,2021-01-03,NA,NA,97.72946180717783,Skyline Boar Stud,20000412313,2021-02-07,A,NA,NA,0,0,NC,0,0,0,NA,0,NA,96.98,2021-03-14,35,70
Skyline Boar Stud,7842G,SPG240,NONWORKING,2020-09-06,NA,NA,89.32651930068258,Skyline Boar Stud,20000411367,2021-01-09,S,3D 2B PCAI XP,1459,48.2,48.21,US,0.129,91.59,710,NA,80,NA,88.02,2021-03-14,64,189
Skyline Boar Stud,7852G,SPG240,NONWORKING,2020-09-06,NA,NA,91.68452553911429,Skyline Boar Stud,20000411487,2021-01-11,S,3D 2B PCAI XP,1574,47.2,47.32,US,0.162,89.91,555,NA,80,NA,91.28,2021-03-14,62,189
Skyline Boar Stud,7969G,SPG240,NONWORKING,2020-09-06,NA,NA,91.66561347326567,Skyline Boar Stud,20000411314,2021-01-08,W,3D 2B PCAI XP,1387,41.5,41.69,US,0.162,79.21,489,NA,80,NA,91.36,2021-03-14,65,189
Skyline Boar Stud,8991F,SPG240,NONWORKING,2020-06-13,NA,NA,96.95512742873665,Skyline Boar Stud,20000412075,2021-01-31,A,3D 2B PCAI XP,NA,0,0,TR,0,65.69,811,68,80,NA,97.94,2021-03-14,42,274
SPGTX,3135Y,SPG110,NONWORKING,2020-06-19,NA,NA,99.55215520286274,SPGTX,20001111912,2021-01-20,JP,5D 3B TRAD PX,1258,23.5,23.54,US,0.166,64.74,390,NA,80,NA,100.709,2021-02-22,33,248
SPGVA,8046H,SPG110,NONWORKING,2020-11-10,NA,NA,123.60526408723578,SPGVA,20001174660,2021-02-18,MY,5D 2.4B PCAI PX,NA,0,0,TR,0,47.98,516,53,80,NA,124.209,2021-03-14,24,124
