StudID,Index Trend
GCM7-4,-0.03392478465720643
High Desert,0.7713492489707717
MB 7081,1.0389397195561088
MB 7082,2.0392707614644756
MB 7092,1.5673702949811763
MB 7093,1.0670011132282489
MB 7094,0.7285784747232634
MBW Cimarron,0.5813609003846658
MBW Cyclone,0.8250265939006846
MBW Illinois,5.118200866257401
MBW Yuma,1.0134696149242017
Norson,1.787402790479216
Princeton,1.4316076791695904
Skyline Boar Stud,3.253172620129393
SPGNC,1.7714999901809863
SPGTX,0.8577662150614241
SPGVA,1.168590515539018
