Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,89.78048780487805,89.78048780487805,0,2022-04-04
High Desert,DNA990,NA,NA,NA,2022-04-04
High Desert,SPG240,98.3065957736286,98.3065957736286,0,2022-04-04
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,90.04878048780488,90.04878048780488,0,2022-04-11
High Desert,DNA990,NA,NA,NA,2022-04-11
High Desert,SPG240,101.44818082681839,101.52393627554797,0.07575544872958062,2022-04-11
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,90.04878048780488,90.04878048780488,0,2022-04-18
High Desert,DNA990,NA,NA,NA,2022-04-18
High Desert,SPG240,97.87298588297305,97.87298588297305,0,2022-04-18
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,88.85365853658537,88.85365853658537,0,2022-04-25
High Desert,DNA990,NA,NA,NA,2022-04-25
High Desert,SPG240,97.56336532326887,97.56336532326887,0,2022-04-25
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,88.92682926829268,88.92682926829268,0,2022-05-02
High Desert,DNA990,NA,NA,NA,2022-05-02
High Desert,SPG240,97.34429252539387,97.34429252539387,0,2022-05-02
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,88.8,88.8,0,2022-05-09
High Desert,DNA990,NA,NA,NA,2022-05-09
High Desert,SPG240,101.3252984266713,101.3252984266713,0,2022-05-09
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,88.525,88.525,0,2022-05-16
High Desert,DNA990,NA,NA,NA,2022-05-16
High Desert,SPG240,99.5187414747411,99.5187414747411,0,2022-05-16
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,87.975,87.975,0,2022-05-23
High Desert,DNA990,NA,NA,NA,2022-05-23
High Desert,SPG240,99.51727946868213,99.51727946868213,0,2022-05-23
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,89.52777777777777,89.52777777777777,0,2022-05-30
High Desert,DNA990,NA,NA,NA,2022-05-30
High Desert,SPG240,101.86045254194482,102.02602250220926,0.1655699602644347,2022-05-30
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,88.15384615384616,88.15384615384616,0,2022-06-06
High Desert,DNA990,NA,NA,NA,2022-06-06
High Desert,SPG240,103.46458222754998,103.70566033080115,0.2410781032511693,2022-06-06
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,87.6842105263158,87.6842105263158,0,2022-06-13
High Desert,DNA990,NA,NA,NA,2022-06-13
High Desert,SPG240,99.08554017400236,99.08554017400236,0,2022-06-13
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,88.13513513513513,88.13513513513513,0,2022-06-20
High Desert,DNA990,NA,NA,NA,2022-06-20
High Desert,SPG240,106.15265138311136,109.11952493777666,2.9668735546652982,2022-06-20
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,87.55263157894737,87.55263157894737,0,2022-06-27
High Desert,DNA990,NA,NA,NA,2022-06-27
High Desert,SPG240,0,0,0,2022-06-27
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,87.6842105263158,87.6842105263158,0,2022-06-27
High Desert,DNA990,NA,NA,NA,2022-06-27
High Desert,SPG240,0,0,0,2022-06-27
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,87.55263157894737,87.55263157894737,0,2022-07-04
High Desert,DNA990,NA,NA,NA,2022-07-04
High Desert,SPG240,0,0,0,2022-07-04
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,86.35135135135135,86.35135135135135,0,2022-07-11
High Desert,DNA990,NA,NA,NA,2022-07-11
High Desert,SPG240,98.85746228190771,98.85746228190771,0,2022-07-11
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,86.35135135135135,86.35135135135135,0,2022-07-11
High Desert,DNA990,NA,NA,NA,2022-07-11
High Desert,SPG240,98.85746228190771,98.85746228190771,0,2022-07-11
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,86.21621621621621,86.21621621621621,0,2022-07-18
High Desert,DNA990,NA,NA,NA,2022-07-18
High Desert,SPG240,0,0,0,2022-07-18
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,86.05405405405405,86.05405405405405,0,2022-07-25
High Desert,DNA990,NA,NA,NA,2022-07-25
High Desert,SPG240,0,0,0,2022-07-25
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,85.24324324324324,85.24324324324324,0,2022-08-01
High Desert,DNA990,NA,NA,NA,2022-08-01
High Desert,SPG240,0,0,0,2022-08-01
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,85.24324324324324,85.24324324324324,0,2022-08-08
High Desert,DNA990,NA,NA,NA,2022-08-08
High Desert,SPG240,98.63131252530984,98.63131252530984,0,2022-08-08
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,84.94594594594595,84.94594594594595,0,2022-08-15
High Desert,DNA990,NA,NA,NA,2022-08-15
High Desert,SPG240,0,0,0,2022-08-15
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,86.37837837837837,86.37837837837837,0,2022-08-22
High Desert,DNA990,NA,NA,NA,2022-08-22
High Desert,SPG240,0,0,0,2022-08-22
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,85.70270270270271,85.70270270270271,0,2022-08-29
High Desert,DNA990,NA,NA,NA,2022-08-29
High Desert,SPG240,0,0,0,2022-08-29
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,86.68571428571428,86.68571428571428,0,2022-09-05
High Desert,DNA990,NA,NA,NA,2022-09-05
High Desert,SPG240,98.22719459602231,98.22719459602231,0,2022-09-05
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,86.22857142857143,86.22857142857143,0,2022-09-12
High Desert,DNA990,NA,NA,NA,2022-09-12
High Desert,SPG240,0,0,0,2022-09-12
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,81.44117647058823,81.44117647058823,0,2022-09-19
High Desert,DNA990,NA,NA,NA,2022-09-19
High Desert,SPG240,0,0,0,2022-09-19
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,81.72727272727273,81.72727272727273,0,2022-09-26
High Desert,DNA990,NA,NA,NA,2022-09-26
High Desert,SPG240,0,0,0,2022-09-26
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,DNA400,84.24242424242425,84.24242424242425,0,2022-10-03
High Desert,DNA990,NA,NA,NA,2022-10-03
High Desert,SPG240,97.09211470795583,97.09211470795583,0,2022-10-03
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-10-10
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-10-17
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-10-24
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,96.59842986954087,96.59842986954087,0,2022-10-31
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-11-07
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-11-14
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-11-21
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,97.15530366987149,97.15530366987149,0,2022-11-28
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-12-05
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-12-12
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-12-12
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
High Desert,SPG240,0,0,0,2022-12-19
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
Boar Stud,Breed.x,actual,target,Missed Index,WeekCommencing
