Boar Stud,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,rank,rankp
Skyline Boar Stud,2031900,SPG240,WORKING,2022-04-24,NA,NA,90.45310070820243,234,0.0888045540796964
Skyline Boar Stud,2031907,SPG240,NONWORKING,2022-04-24,NA,NA,88.74173148432554,176,0.0667931688804554
Skyline Boar Stud,2031922,SPG240,WORKING,2022-04-24,NA,NA,88.17365388299181,154,0.05844402277039848
Skyline Boar Stud,2032052,SPG240,WORKING,2022-04-24,NA,NA,76.5345789770533,6,0.0022770398481973433
Skyline Boar Stud,2084711,SPG240,WORKING,2023-06-18,NA,NA,84.02923083979483,58,0.022011385199240986
Skyline Boar Stud,2084835,SPG240,WORKING,2023-06-18,NA,NA,82.79512413610878,44,0.01669829222011385
Skyline Boar Stud,2085173,SPG240,WORKING,2023-06-18,NA,NA,80.29495094129328,18,0.00683111954459203
Skyline Boar Stud,2085174,SPG240,WORKING,2023-06-18,NA,NA,87.97853026817401,149,0.056546489563567365
Skyline Boar Stud,2085257,SPG240,WORKING,2023-06-18,NA,NA,90.08619318484477,221,0.08387096774193549
Skyline Boar Stud,2085303,SPG240,WORKING,2023-06-18,NA,NA,77.47691114723928,8,0.0030360531309297912
Skyline Boar Stud,2085332,SPG240,WORKING,2023-06-18,NA,NA,83.11714917386315,48,0.018216318785578747
Skyline Boar Stud,2085348,SPG240,WORKING,2023-06-18,NA,NA,87.94863952341802,147,0.05578747628083491
Skyline Boar Stud,2760F,SPG240,WORKING,2020-06-13,NA,NA,84.50786401118783,62,0.023529411764705882
Skyline Boar Stud,28003,DNA400,WORKING,2022-11-06,NA,NA,74,3,0.04411764705882353
Skyline Boar Stud,28008,DNA400,WORKING,2022-11-06,NA,NA,65,1,0.014705882352941176
Skyline Boar Stud,28015,DNA400,WORKING,2022-11-06,NA,NA,69,2,0.029411764705882353
Skyline Boar Stud,28019,DNA400,WORKING,2022-11-06,NA,NA,77,4,0.058823529411764705
Skyline Boar Stud,28020,DNA400,WORKING,2022-11-06,NA,NA,83,6,0.08823529411764706
Skyline Boar Stud,28054,TNLR,WORKING,2023-05-14,NA,NA,101,2,0.015625
Skyline Boar Stud,28056,TNLR,WORKING,2023-05-14,NA,NA,111,12,0.09375
Skyline Boar Stud,28058,TNLR,WORKING,2023-05-14,NA,NA,106,7,0.0546875
Skyline Boar Stud,28062,TNLR,WORKING,2023-05-14,NA,NA,105,6,0.046875
Skyline Boar Stud,28063,TNLR,WORKING,2023-05-14,NA,NA,107,10,0.078125
Skyline Boar Stud,28064,TNLR,WORKING,2023-05-14,NA,NA,104,4,0.03125
Skyline Boar Stud,28065,TNLR,WORKING,2023-05-14,NA,NA,96,1,0.0078125
Skyline Boar Stud,28067,TNLR,WORKING,2023-05-14,NA,NA,104,5,0.0390625
Skyline Boar Stud,28078,TNLR,WORKING,2024-02-18,NA,NA,106,8,0.0625
Skyline Boar Stud,28084,TNLR,WORKING,2024-02-18,NA,NA,110,11,0.0859375
Skyline Boar Stud,28089,TNLR,WORKING,2024-02-18,NA,NA,106,9,0.0703125
Skyline Boar Stud,28095,TNLR,WORKING,2024-02-18,NA,NA,103,3,0.0234375
Skyline Boar Stud,2949F,SPG240,WORKING,2020-06-12,NA,NA,88.50673421936398,169,0.06413662239089184
Skyline Boar Stud,3057F,SPG240,NONWORKING,2020-06-13,NA,NA,86.21850457295399,94,0.03567362428842505
Skyline Boar Stud,3080F,SPG240,WORKING,2020-06-12,NA,NA,89.68079596069937,208,0.07893738140417457
Skyline Boar Stud,5324F,SPG240,NONWORKING,2020-06-12,NA,NA,80.47663396677558,22,0.008349146110056925
Skyline Boar Stud,6953G,SPG240,NONWORKING,2021-01-03,NA,NA,73.77127598212905,4,0.0015180265654648956
Skyline Boar Stud,7715G,SPG240,NONWORKING,2020-09-06,NA,NA,68.94007816545408,1,3.795066413662239e-4
SPGNC,2111205,SPG120,WORKING,2024-02-06,NA,NA,90.63145178154447,5,0.08928571428571429
SPGNC,2111867,SPG110,WORKING,2024-04-16,NA,NA,102.47265919334184,1,0.05555555555555555
SPGNC,2111998,SPG120,WORKING,2024-03-12,NA,NA,87.74119043887491,4,0.07142857142857142
SPGNC,2115022,SPG120,WORKING,2024-03-12,NA,NA,78.26828776287618,1,0.017857142857142856
SPGNC,2115642,SPG120,WORKING,2024-04-16,NA,NA,84.05108015383388,2,0.03571428571428571
SPGNC,2115882,SPG120,WORKING,2024-04-16,NA,NA,86.36513451261214,3,0.05357142857142857
SPGVA,58074,PICL02,WORKING,2023-10-09,NA,NA,114,17,0.08994708994708994
SPGVA,58151,PICL02,WORKING,2021-06-29,NA,NA,113,14,0.07407407407407407
SPGVA,58246,PICL02,WORKING,2022-08-16,NA,NA,113,15,0.07936507936507936
SPGVA,58249,PICL02,WORKING,2022-08-16,NA,NA,114,18,0.09523809523809523
SPGVA,58417,PICL02,WORKING,2023-03-14,NA,NA,105,2,0.010582010582010581
SPGVA,58488,PICL02,WORKING,2023-10-09,NA,NA,100,1,0.005291005291005291
SPGVA,58495,PICL02,WORKING,2023-10-09,NA,NA,112,11,0.0582010582010582
