Boar Stud.x,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,Boar Stud.y,Collnum,Col_Date,Tech,Ext_Name,Tot_Ext_Vol,Used_Doses,Dose_Actual,Collection Status,Sperm_Conc,Tot_Sperm,Sem_Vol_Used,TRCODE,Motility,Ext_Batch_Num,EBV,Boar Stud
MB 7092,2116529,SPG240,WORKING,2024-02-26,NA,NA,108.82527363422314,MB 7092,20001407523,2024-04-09,FM,3D 2B PCAI  PX,507,17.1,17.13,US,0.146,38.54,264,NA,90,17.5_207_7.0,108.87,MB 7092
MB 7092,2116529,SPG240,WORKING,2024-02-26,NA,NA,108.82527363422314,MB 7092,20001407123,2024-04-03,IT,3D 2B PCAI  PX,501,16.1,16.12,US,0.162,36.28,224,NA,85,17.4_205_7.1,109.14,MB 7092
MB 7092,2116529,SPG240,WORKING,2024-02-26,NA,NA,108.82527363422314,MB 7092,20001406247,2024-03-20,FM,3D 2B PCAI  PX,601,18.2,18.21,US,0.188,40.98,218,NA,85,17.6_207_8.8,108.66,MB 7092
MB 7092,2116529,SPG240,WORKING,2024-02-26,NA,NA,108.82527363422314,MB 7092,20001406613,2024-03-26,SW,3D 2B PCAI  PX,480,17,17.03,US,0.134,38.32,286,NA,85,17.7_205_8.0,109.37,MB 7092
MB 7092,2116529,SPG240,WORKING,2024-02-26,NA,NA,108.82527363422314,MB 7092,20001405880,2024-03-14,MS,5D 2B PCAI PX,NA,0,0,TR,0,28.91,366,30,80,16.1_205_9.1,108.47,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001405946,2024-03-15,FM,5D 2B PCAI PX,738,23.6,23.61,US,0.164,53.13,324,NA,85,16.4_205_8.9,105.099,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001405611,2024-03-10,IT,3D 2B PCAI  PX,715,23.5,23.54,US,0.154,52.97,344,NA,85,17.5_207_8.7,105.09,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001406667,2024-03-27,IT,3D 2B PCAI  PX,693,24.1,24.16,US,0.138,54.37,394,NA,90,17.7_205_8.0,105.54,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001406328,2024-03-21,FM,5D 2B PCAI PX,676,24.5,24.54,US,0.129,55.21,428,NA,85,17.8_209_8.8,104.819,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001407195,2024-04-04,EJ,5D 2B PCAI PX,568,22.7,22.8,US,0.112,51.29,458,NA,85,17.4_207_8.4,105.51,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001407615,2024-04-10,MS,3D 2B PCAI  PX,534,20.2,20.22,US,0.121,45.49,376,NA,85,17.6_209_8.0,104.58,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001408047,2024-04-18,SW,5D 2B PCAI PX,450,15.1,15.27,US,0.145,34.36,237,NA,85,17.5_209_8.4,105.01,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001408492,2024-04-25,MS,5D 2B PCAI PX,749,25.2,25.39,US,0.145,57.13,394,NA,85,17.6_203_8.7,104.84,MB 7092
MB 7092,2116530,SPG240,WORKING,2024-02-26,NA,NA,104.83790054383076,MB 7092,20001405028,2024-03-01,FM,5D 2B PCAI PX,NA,0,0,TR,0.2,78.8,394,30,80,17.3_207_8.4,105.59,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001404916,2024-02-29,FM,5D 2B PCAI PX,NA,0,0,TR,0,3.7,74,29,1,17.5_107_8.4,104.73,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001405482,2024-03-08,MS,5D 2B PCAI PX,NA,0,0,TR,0,8.18,124,29,0,17.5_207_8.7,105.22,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001408518,2024-04-25,MS,5D 2B PCAI PX,NA,0,0,TR,0.16,43.68,273,30,70,17.6_203_8.7,103.16,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001408067,2024-04-18,EJ,5D 2B PCAI PX,NA,0,0,TR,0,26.42,362,18,1,17.5_209_8.4,103.17,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001407710,2024-04-12,SW,5D 2B PCAI PX,NA,0,0,TR,0.101,32.11,318,30,5,17.5_209_8.2,103.59,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001407206,2024-04-04,MS,5D 2B PCAI PX,NA,0,0,TR,0,0.43,86,29,0,17.4_207_8.4,104,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001406425,2024-03-22,FM,5D 2B PCAI PX,NA,0,0,TR,0,4.64,108,29,0,17.6_207_9.0,104.39,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001406753,2024-03-28,SW,5D 2B PCAI PX,NA,0,0,TR,0,11,220,29,0,17.5_207_8.3,104.459,MB 7092
MB 7092,2116535,SPG240,WORKING,2024-02-26,NA,NA,103.16066212075039,MB 7092,20001405905,2024-03-14,FM,5D 2B PCAI PX,NA,0,0,TR,0.001,0.12,120,29,0,16.1_205_9.1,105.08,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001405846,2024-03-14,MS,5D 2B PCAI PX,657,22.5,22.53,US,0.142,50.69,357,NA,85,16.1_205_9.1,107.58,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001406743,2024-03-28,SW,5D 2B PCAI PX,1082,33.2,33.28,US,0.18,74.88,416,NA,90,17.5_207_8.3,107.84,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001406373,2024-03-22,FM,5D 2B PCAI PX,864,29.2,29.2,US,0.146,65.7,450,NA,85,17.6_207_9.0,107.94,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001407131,2024-04-03,IT,3D 2B PCAI  PX,1088,30.1,30.13,US,0.253,67.8,268,NA,85,17.4_205_7.1,107.76,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001407657,2024-04-11,ZM,5D 2B PCAI PX,1344,36.4,36.44,US,0.277,81.99,296,NA,85,17.7_209_7.9,107.25,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001408011,2024-04-17,ZM,3D 2B PCAI  PX,726,26.7,26.76,US,0.126,60.22,478,NA,85,17.7_209_8.5,107.65,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001408374,2024-04-23,IT,3D 2B PCAI  PX,NA,0,0,TR,0.161,73.73,458,30,80,17.6_209_9.1,107.55,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001405417,2024-03-07,FM,5D 2B PCAI PX,803,30,30.07,US,0.123,67.65,550,NA,85,17.3_207_8.4,107.58,MB 7092
MB 7092,2116539,SPG240,WORKING,2024-02-26,NA,NA,107.5455533546581,MB 7092,20001405013,2024-03-01,YH,5D 2B PCAI PX,884,27.2,27.2,US,0.18,61.2,340,NA,90,17.3_207_8.4,107.41,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001404912,2024-02-29,FM,5D 2B PCAI PX,729,26.2,26.2,US,0.131,58.95,450,NA,85,17.5_107_8.4,107.4,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001405459,2024-03-08,FM,5D 2B PCAI PX,707,25.1,25.18,US,0.133,56.65,426,NA,90,17.5_207_8.7,107.02,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001408435,2024-04-24,FM,3D 2B PCAI  PX,1622,48.2,48.22,US,0.198,108.5,548,NA,90,17.6_209_9.1,107.14,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001408036,2024-04-18,MS,5D 2B PCAI PX,1233,39.2,39.31,US,0.165,88.44,536,NA,85,17.5_209_8.4,106.64,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001407577,2024-04-10,RR,3D 2B PCAI  PX,1115,35.7,35.85,US,0.162,80.67,498,NA,85,17.6_209_8.0,106.099,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001407147,2024-04-03,MS,3D 2B PCAI  PX,378,15.1,15.29,US,0.111,34.41,310,NA,85,17.4_205_7.1,106.9,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001406400,2024-03-22,EJ,5D 2B PCAI PX,981,29.7,29.75,US,0.187,66.94,358,NA,90,17.6_207_9.0,107.23,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001406728,2024-03-28,SW,5D 2B PCAI PX,1219,40.2,40.25,US,0.153,90.57,592,NA,85,17.5_207_8.3,107.22,MB 7092
MB 7092,2116540,SPG240,WORKING,2024-02-26,NA,NA,107.14325332571676,MB 7092,20001405891,2024-03-14,FM,5D 2B PCAI PX,703,22.6,22.6,US,0.162,50.86,314,NA,85,16.1_205_9.1,107.12,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001406092,2024-03-18,FM,3D 2B PCAI  PX,605,24.6,24.64,US,0.11,55.44,504,NA,85,17.5_207_8.0,117.319,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001405643,2024-03-11,EJ,3D 2B PCAI  PX,327,11,11.08,US,0.145,24.94,172,NA,85,17.5_207_8.7,117.22,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001406547,2024-03-25,FM,3D 2B PCAI  PX,692,21.7,21.73,US,0.171,48.9,286,NA,85,17.7_207_8.2,117.39,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001407002,2024-04-01,MS,3D 2B PCAI  PX,378,15,15.07,US,0.113,33.9,300,NA,85,17.7_205_8.3,117.04,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001407442,2024-04-08,EJ,3D 2B PCAI  PX,NA,0,0,TR,0.001,0,94,29,80,17.6_209_8.6,116.319,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001408306,2024-04-22,MS,3D 2B PCAI  PX,423,14.1,14.2,US,0.148,31.96,216,NA,85,17.6_209_8.7,115.62,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001407867,2024-04-15,RR,3D 2B PCAI  PX,343,12.3,12.34,US,0.131,27.77,212,NA,80,17.6_203_8.9,115.51,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001404886,2024-02-29,EJ,5D 2B PCAI PX,618,20.7,20.89,US,0.146,47.01,322,NA,90,17.5_107_8.4,117.66,MB 7092
MB 7092,2116615,SPG240,WORKING,2024-02-26,NA,NA,115.62044028852537,MB 7092,20001405280,2024-03-06,EJ,3D 2B PCAI  PX,345,13.6,13.76,US,0.113,30.96,274,NA,85,17.4_207_8.8,117.319,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001404756,2024-02-27,FM,3D 2B PCAI  PX,NA,0,0,TR,0.222,46.62,210,28,90,17.3_104_8.7,107.98,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001405443,2024-03-08,MS,5D 2B PCAI PX,622,21.2,21.33,US,0.142,47.99,338,NA,85,17.5_207_8.7,107.98,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001408013,2024-04-17,ZM,3D 2B PCAI  PX,729,24.8,24.91,US,0.143,56.05,392,NA,85,17.7_209_8.5,107.459,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001407654,2024-04-11,ZM,5D 2B PCAI PX,714,26,26.05,US,0.128,58.62,458,NA,85,17.7_209_7.9,107.69,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001407129,2024-04-03,IT,3D 2B PCAI  PX,536,17.7,17.86,US,0.15,40.19,268,NA,85,17.4_205_7.1,108.12,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001408376,2024-04-23,IT,3D 2B PCAI  PX,808,25.2,25.21,US,0.174,56.72,326,NA,85,17.6_209_9.1,107.53,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001406730,2024-03-28,SW,5D 2B PCAI PX,432,17.7,17.73,US,0.109,39.89,366,NA,85,17.5_207_8.3,108.55,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001406378,2024-03-22,FM,5D 2B PCAI PX,990,32,32,US,0.16,72,450,NA,85,17.6_207_9.0,108.02,MB 7092
MB 7092,2116618,SPG240,WORKING,2024-02-26,NA,NA,107.53427481252633,MB 7092,20001405883,2024-03-14,FM,5D 2B PCAI PX,550,18,18.05,US,0.155,40.61,262,NA,85,16.1_205_9.1,107.75,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001405933,2024-03-15,FM,5D 2B PCAI PX,864,25.6,25.69,US,0.198,57.81,292,NA,90,16.4_205_8.9,106.66,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001405600,2024-03-10,YC,3D 2B PCAI  PX,1102,32.9,32.93,US,0.195,74.1,380,NA,85,17.5_207_8.7,106.69,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001406298,2024-03-21,FM,5D 2B PCAI PX,690,24.7,24.8,US,0.131,55.8,426,NA,90,17.8_209_8.8,106.63,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001406658,2024-03-27,FM,3D 2B PCAI  PX,784,23.7,23.77,US,0.187,53.48,286,NA,90,17.7_205_8.0,106.569,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001408455,2024-04-24,ZM,3D 2B PCAI  PX,1280,39.7,39.73,US,0.176,89.4,508,NA,85,17.6_209_9.1,105.959,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001407189,2024-04-04,IT,5D 2B PCAI PX,684,26.7,26.7,US,0.116,60.08,518,NA,85,17.4_207_8.4,106.33,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001407610,2024-04-10,ZM,3D 2B PCAI  PX,NA,0,0,TR,0.235,80.83,344,30,85,17.6_209_8.0,105.93,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001408066,2024-04-18,ZM,5D 2B PCAI PX,1578,46.7,46.76,US,0.2,105.2,526,NA,90,17.5_209_8.4,105.75,MB 7092
MB 7092,2116625,SPG240,WORKING,2024-02-26,NA,NA,105.95910648104636,MB 7092,20001405008,2024-03-01,FM,5D 2B PCAI PX,1169,31.5,31.58,US,0.282,71.06,252,NA,85,17.3_207_8.4,107.38,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001404893,2024-02-29,EJ,5D 2B PCAI PX,NA,0,0,TR,0,2.3,46,29,90,17.5_107_8.4,112.97,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001405447,2024-03-08,FM,5D 2B PCAI PX,1063,35.7,35.8,US,0.147,80.55,548,NA,90,17.5_207_8.7,112.92,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001407893,2024-04-15,RR,3D 2B PCAI  PX,NA,0,0,TR,0.197,9.85,50,29,90,17.6_203_8.9,111.86,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001407512,2024-04-09,RR,3D 2B PCAI  PX,NA,0,0,TR,0.1,3.5,35,29,80,17.5_207_7.0,112.76,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001407130,2024-04-03,EJ,3D 2B PCAI  PX,348,13.3,13.42,US,0.118,30.2,256,NA,85,17.4_205_7.1,113.4,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001408336,2024-04-22,MS,3D 2B PCAI  PX,604,21.5,21.52,US,0.133,48.41,364,NA,85,17.6_209_8.7,112.14,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001406601,2024-03-26,FM,3D 2B PCAI  PX,NA,0,0,TR,0.155,15.19,98,29,85,17.7_205_8.0,113.31,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001406230,2024-03-20,SW,3D 2B PCAI  PX,NA,0,0,TR,0.1,16.2,162,29,80,17.6_207_8.8,113.08,MB 7092
MB 7092,2116635,SPG240,WORKING,2024-02-26,NA,NA,112.13547624954901,MB 7092,20001405854,2024-03-14,MS,5D 2B PCAI PX,NA,0,0,TR,0.127,16.76,132,29,85,16.1_205_9.1,112.739,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001405659,2024-03-11,EJ,3D 2B PCAI  PX,NA,0,0,TR,0.175,26.95,154,28,80,17.5_207_8.7,115.55,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001406210,2024-03-20,SW,3D 2B PCAI  PX,878,27.5,27.52,US,0.172,61.91,360,NA,85,17.6_207_8.8,115.04,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001406583,2024-03-26,SW,3D 2B PCAI  PX,603,18.5,18.56,US,0.18,41.76,232,NA,90,17.7_205_8.0,114.84,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001407019,2024-04-01,SW,3D 2B PCAI  PX,957,26.7,26.78,US,0.243,60.26,248,NA,90,17.7_205_8.3,114.94,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001408314,2024-04-22,MS,3D 2B PCAI  PX,1128,32.2,32.36,US,0.222,72.81,328,NA,85,17.6_209_8.7,114.39,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001407469,2024-04-08,YH,3D 2B PCAI  PX,973,30,30.06,US,0.178,67.64,380,NA,90,17.6_209_8.6,114.76,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001407875,2024-04-15,RR,3D 2B PCAI  PX,NA,0,0,TR,0.296,7.69,26,29,80,17.6_203_8.9,114.77,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001404878,2024-02-29,FM,5D 2B PCAI PX,766,24.6,24.62,US,0.162,55.4,342,NA,90,17.5_107_8.4,116.12,MB 7092
MB 7092,2116637,SPG240,WORKING,2024-02-26,NA,NA,114.39370948926964,MB 7092,20001405296,2024-03-06,EJ,3D 2B PCAI  PX,NA,0,0,TR,0,1.8,36,29,80,17.4_207_8.8,116.04,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001405221,2024-03-05,EJ,3D 2B PCAI  PX,NA,0,0,TR,0,2.32,31,29,80,17.4_207_8.5,116.23,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001404806,2024-02-28,EJ,3D 2B PCAI  PX,NA,0,0,TR,0,1.3,26,29,80,17.3_104_7.1,116.22,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001407888,2024-04-15,ZM,3D 2B PCAI  PX,653,21.7,21.85,US,0.149,49.16,330,NA,85,17.6_203_8.9,115.64,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001408305,2024-04-22,ZM,3D 2B PCAI  PX,993,28.5,28.55,US,0.22,64.23,292,NA,90,17.6_209_8.7,115.37,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001407456,2024-04-08,MS,3D 2B PCAI  PX,472,20.8,20.98,US,0.1,47.2,472,NA,85,17.6_209_8.6,115.3,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001407009,2024-04-01,IT,3D 2B PCAI  PX,628,18.3,18.49,US,0.204,41.61,204,NA,90,17.7_205_8.3,116.05,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001406555,2024-03-25,IT,3D 2B PCAI  PX,788,21.3,21.43,US,0.274,48.22,176,NA,85,17.7_207_8.2,115.88,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001405637,2024-03-11,IT,3D 2B PCAI  PX,NA,0,0,TR,0.12,19.68,164,29,85,17.5_207_8.7,115.58,MB 7092
MB 7092,2116639,SPG240,WORKING,2024-02-26,NA,NA,115.36559965532471,MB 7092,20001406078,2024-03-18,YC,3D 2B PCAI  PX,759,31.2,31.39,US,0.108,70.63,654,NA,90,17.5_207_8.0,115.67,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001406088,2024-03-18,FM,3D 2B PCAI  PX,900,30,30,US,0.15,67.5,450,NA,90,17.5_207_8.0,116.489,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001405641,2024-03-11,EJ,3D 2B PCAI  PX,454,15.1,15.13,US,0.15,34.04,227,NA,85,17.5_207_8.7,118.11,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001406566,2024-03-25,FM,3D 2B PCAI  PX,814,24.7,24.88,US,0.183,55.99,306,NA,85,17.7_207_8.2,117.09,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001407011,2024-04-01,SW,3D 2B PCAI  PX,625,23.2,23.4,US,0.123,52.64,428,NA,90,17.7_205_8.3,117.03,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001407455,2024-04-08,RR,3D 2B PCAI  PX,644,20.7,20.75,US,0.161,46.69,290,NA,90,17.6_209_8.6,116.67,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001407887,2024-04-15,SW,3D 2B PCAI  PX,NA,0,0,TR,0.139,16.95,122,29,85,17.6_203_8.9,116.75,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001408315,2024-04-22,FM,3D 2B PCAI  PX,NA,0,0,TR,0.134,34.84,260,28,85,17.6_209_8.7,117.03,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001404872,2024-02-29,FM,5D 2B PCAI PX,580,21.6,21.6,US,0.124,48.6,392,NA,90,17.5_107_8.4,117.69,MB 7092
MB 7092,2116663,SPG240,WORKING,2024-02-26,NA,NA,117.03199395832391,MB 7092,20001405279,2024-03-06,EJ,3D 2B PCAI  PX,NA,0,0,TR,0,39.34,474,30,70,17.4_207_8.8,118.28,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001405333,2024-03-07,FM,5D 2B PCAI PX,NA,0,0,TR,0.108,37.79,350,30,80,17.3_207_8.4,123.66,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001404966,2024-03-01,FM,5D 2B PCAI PX,NA,0,0,TR,0.137,66.3,484,30,85,17.3_207_8.4,122.56,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001407863,2024-04-15,SW,3D 2B PCAI  PX,760,25.2,25.33,US,0.15,57,380,NA,85,17.6_203_8.9,122.75,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001408294,2024-04-22,FM,3D 2B PCAI  PX,921,29,29.01,US,0.17,65.28,384,NA,85,17.6_209_8.7,123.069,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001407439,2024-04-08,RR,3D 2B PCAI  PX,849,26.2,26.24,US,0.178,59.04,332,NA,80,17.6_209_8.6,123.5,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001406995,2024-04-01,SW,3D 2B PCAI  PX,618,21.2,21.2,US,0.142,47.71,336,NA,90,17.7_205_8.3,123.34,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001406533,2024-03-25,FM,3D 2B PCAI  PX,606,17,17.06,US,0.237,38.39,162,NA,85,17.7_207_8.2,123.36,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001405704,2024-03-12,FM,3D 2B PCAI  PX,538,21.1,21.16,US,0.115,47.61,414,NA,85,16.0_205_7.7,123.28,MB 7092
MB 7092,2116697,SPG240,WORKING,2024-02-26,NA,NA,123.07472121343238,MB 7092,20001406068,2024-03-18,FM,3D 2B PCAI  PX,545,23.5,23.53,US,0.103,52.94,514,NA,85,17.5_207_8.0,122.95,MB 7092
MB 7092,2116698,SPG240,DEAD,2024-02-26,2024-03-22,2,117.7238440417415,MB 7092,20001405723,2024-03-12,EJ,3D 2B PCAI  PX,NA,0,0,TR,0,2.9,58,29,80,16.0_205_7.7,118.099,MB 7092
