Boar Stud,BoarID,Breed.x,Boar Status,Collnum,Col_Date,Collected,Collection Status,Distributed,Index
MB 7092,8789A,SPG240,WORKING,20001336860,2021-02-26,YES,US,YES,100.7276393577943
MB 7092,1617J,SPG240,WORKING,20001336578,2021-02-22,YES,US,YES,100.61736711818344
MB 7092,5439B,SPG240,WORKING,20001336758,2021-02-25,YES,TR,NO,100.59844021674375
MB 7092,8371G,SPG240,WORKING,20001336904,2021-02-28,YES,US,YES,100.5267941495677
MB 7092,1110J,SPG240,WORKING,20001336851,2021-02-26,YES,US,YES,100.49113075101405
MB 7092,8796A,SPG240,WORKING,20001336849,2021-02-26,YES,US,YES,100.47511597517466
MB 7092,1044J,SPG240,WORKING,20001336862,2021-02-26,YES,US,YES,100.47266474889858
MB 7092,2004801,SPG240,WORKING,20001336601,2021-02-22,YES,US,YES,100.37766594994417
MB 7092,2004787,SPG240,WORKING,20001336907,2021-02-28,YES,US,YES,100.32158906766753
MB 7092,2337G,SPG240,WORKING,20001336597,2021-02-22,YES,US,YES,100.14314865869551
MB 7092,545G7,SPG240,WORKING,20001336895,2021-02-28,YES,US,YES,99.98188781182692
MB 7092,5807G,SPG240,WORKING,20001336933,2021-02-28,YES,US,YES,99.87908124748938
MB 7092,9800J,SPG240,WORKING,20001336918,2021-02-28,YES,US,YES,99.87699819724457
MB 7092,454E5,SPG240,WORKING,20001336778,2021-02-25,YES,US,YES,99.84136939154811
MB 7092,5512F,SPG240,WORKING,20001336923,2021-02-28,YES,US,YES,99.82310676318038
MB 7092,775K1,SPG240,WORKING,20001336681,2021-02-24,YES,US,YES,99.7734844482604
MB 7092,4893G,SPG240,WORKING,20001336792,2021-02-25,YES,US,YES,99.62437938721513
MB 7092,1672J,SPG240,WORKING,20001336905,2021-02-28,YES,US,YES,99.61563295916908
MB 7092,2054G,SPG240,WORKING,20001336900,2021-02-28,YES,US,YES,99.5792629153814
MB 7092,8947J,SPG240,WORKING,20001336886,2021-02-28,YES,TR,NO,99.53383821086379
MB 7092,2004647,SPG240,WORKING,20001336781,2021-02-25,YES,US,YES,99.46308869614549
MB 7092,1420H,SPG240,WORKING,20001336914,2021-02-28,YES,TR,NO,99.33434423419051
MB 7092,586H5,SPG240,WORKING,20001336925,2021-02-28,YES,US,YES,99.25526372622942
MB 7092,2004483,SPG240,WORKING,20001336908,2021-02-28,YES,US,YES,99.2498875008554
MB 7092,7670G,SPG240,WORKING,20001336939,2021-02-28,YES,US,YES,99.21361900754833
MB 7092,1872J,SPG240,NONWORKING,20001336652,2021-02-23,YES,TR,NO,99.096937131078
MB 7092,6796E,SPG240,WORKING,20001336701,2021-02-24,YES,US,YES,98.99897238032744
MB 7092,8627A,SPG240,WORKING,20001336653,2021-02-23,YES,TR,NO,98.98036489870731
MB 7092,3848F,SPG240,WORKING,20001336645,2021-02-23,YES,US,YES,98.7431884690772
MB 7092,1117C,SPG240,WORKING,20001336912,2021-02-28,YES,US,YES,98.67513161686082
MB 7092,677H9,SPG240,WORKING,20001336650,2021-02-23,YES,US,YES,98.65847574942734
MB 7092,2314G,SPG240,WORKING,20001336626,2021-02-23,YES,US,YES,98.56022810792722
MB 7092,5142B,SPG240,WORKING,20001336935,2021-02-28,YES,US,YES,98.51548547393276
MB 7092,5425B,SPG240,WORKING,20001336702,2021-02-24,YES,TR,NO,98.49245070857052
MB 7092,6986E,SPG240,WORKING,20001336777,2021-02-25,YES,US,YES,98.48194848066315
MB 7092,2454H,SPG240,WORKING,20001336926,2021-02-28,YES,US,YES,98.44111996362699
MB 7092,7J504,SPG240,WORKING,20001336794,2021-02-25,YES,US,YES,98.44000205837473
MB 7092,9799J,SPG240,WORKING,20001336924,2021-02-28,YES,US,YES,98.43314764246465
MB 7092,6835E,SPG240,WORKING,20001336946,2021-02-28,YES,US,YES,98.42896217672427
MB 7092,2202C,SPG240,WORKING,20001336780,2021-02-25,YES,US,YES,98.40618447435882
MB 7092,6810E,SPG240,WORKING,20001336940,2021-02-28,YES,TR,NO,98.00059610859215
MB 7092,1979H,SPG240,WORKING,20001336932,2021-02-28,YES,US,YES,97.99624423382677
MB 7092,1130C,SPG240,WORKING,20001336791,2021-02-25,YES,US,YES,97.83679211671041
MB 7092,7114C,SPG240,WORKING,20001336793,2021-02-25,YES,TR,NO,97.66309586212114
MB 7092,2482C,SPG240,WORKING,20001336772,2021-02-25,YES,US,YES,97.66157700375513
MB 7092,4212B,SPG240,WORKING,20001336703,2021-02-24,YES,TR,NO,97.58449595529292
MB 7092,5095F,SPG240,WORKING,20001336787,2021-02-25,YES,US,YES,97.56690233055593
MB 7092,4270G,SPG240,WORKING,20001336938,2021-02-28,YES,US,YES,97.44208009544928
MB 7092,5581E,SPG240,WORKING,20001336611,2021-02-22,YES,TR,NO,97.32500295303296
MB 7092,4335F,SPG240,WORKING,20001336775,2021-02-25,YES,US,YES,97.30761516815821
MB 7092,2495C,SPG240,WORKING,20001336705,2021-02-24,YES,US,NO,97.08321381749205
MB 7092,6947F,SPG240,WORKING,20001336782,2021-02-25,YES,US,YES,96.96466414571859
MB 7092,4674G,SPG240,WORKING,20001336796,2021-02-25,YES,US,YES,96.70439443033916
MB 7092,6081G,SPG240,WORKING,20001336719,2021-02-25,YES,TR,NO,96.6084396572526
MB 7092,8839A,SPG240,WORKING,20001336788,2021-02-25,YES,TR,NO,96.34078645455772
MB 7092,6222G,SPG240,WORKING,20001336795,2021-02-25,YES,US,YES,96.10829881278242
MB 7092,6222G,SPG240,WORKING,20001336941,2021-02-28,YES,US,YES,96.10829881278242
MB 7092,6454G,SPG240,NONWORKING,20001336658,2021-02-23,YES,TR,NO,95.91900376921683
MB 7092,4282F,SPG240,WORKING,20001336790,2021-02-25,YES,US,YES,95.79208924222411
MB 7092,6444F,SPG240,WORKING,20001336709,2021-02-24,YES,TR,NO,95.74085616887444
MB 7092,5670E,SPG240,WORKING,20001336610,2021-02-22,YES,US,NO,95.59603298722709
MB 7092,8747A,SPG240,WORKING,20001336654,2021-02-23,YES,US,NO,95.49944074567063
MB 7092,6161F,SPG240,WORKING,20001336921,2021-02-28,YES,US,YES,95.37061235855467
MB 7092,7155C,SPG240,WORKING,20001336662,2021-02-23,YES,TR,NO,95.31250996293876
MB 7092,2449J,SPG240,WORKING,20001336936,2021-02-28,YES,US,YES,95.27561540578175
MB 7092,8339C,SPG240,WORKING,20001336771,2021-02-25,YES,US,YES,95.10824308819859
MB 7092,4251B,SPG240,WORKING,20001336651,2021-02-23,YES,US,NO,94.94780255916778
MB 7092,5453B,SPG240,WORKING,20001336826,2021-02-26,YES,TR,NO,94.74417552960902
MB 7092,1402J,SPG240,NONWORKING,20001336922,2021-02-28,YES,TR,NO,94.6775196654151
MB 7092,3412F,SPG240,WORKING,20001336717,2021-02-25,YES,TR,NO,94.41491040950287
MB 7092,2113H,SPG240,WORKING,20001336649,2021-02-23,YES,TR,NO,94.27479670903189
MB 7092,8664A,SPG240,WORKING,20001336706,2021-02-24,YES,TR,NO,94.04317889965012
MB 7092,673J6,SPG240,WORKING,20001336728,2021-02-25,YES,TR,NO,93.79857920537614
MB 7092,566H5,SPG240,WORKING,20001336661,2021-02-23,YES,TR,NO,93.73624819826789
MB 7092,1083G,SPG240,WORKING,20001336712,2021-02-24,YES,US,NO,93.2757673799729
MB 7092,2607F,SPG240,WORKING,20001336708,2021-02-24,YES,US,NO,92.15258202466343
MB 7092,1294C,SPG240,WORKING,20001336612,2021-02-22,YES,US,NO,91.58299952231711
MB 7092,4011B,SPG240,WORKING,20001336707,2021-02-24,YES,US,NO,91.29675479720838
MB 7092,5975F,SPG240,WORKING,20001336710,2021-02-24,YES,US,NO,91.17399428030612
MB 7092,1414H,SPG240,WORKING,20001336944,2021-02-28,YES,TR,NO,91.09608574499785
MB 7092,6363E,SPG240,WORKING,20001336842,2021-02-26,YES,TR,NO,90.6029905117392
MB 7092,1628G,SPG240,NONWORKING,20001336656,2021-02-23,YES,TR,NO,90.34950235167284
MB 7092,2494C,SPG240,WORKING,20001336919,2021-02-28,YES,US,YES,90.2477785022778
MB 7092,1109J,SPG240,WORKING,NA,NA,NO,NA,NO,90.06214173165621
MB 7092,8441G,SPG240,WORKING,20001336746,2021-02-25,YES,TR,NO,89.70848543665068
MB 7092,488E5,SPG240,WORKING,20001336704,2021-02-24,YES,TR,NO,88.31079260715525
MB 7092,1148H,SPG240,WORKING,20001336800,2021-02-26,YES,TR,NO,87.74499935779515
MB 7092,6650G,SPG240,WORKING,20001336819,2021-02-26,YES,TR,NO,86.13029472145831
MB 7092,1507H,SPG240,WORKING,20001336785,2021-02-25,YES,TR,NO,85.44104105864123
MB 7092,9985F,SPG240,WORKING,20001336729,2021-02-25,YES,TR,NO,82.18608838175857
MB 7092,1683J,SPG240,WORKING,20001336711,2021-02-24,YES,TR,NO,75.86019843524262
SPGNC,8298G,SPG110,WORKING,20001148589,2021-02-23,YES,US,YES,122.01406146241598
SPGNC,9944H,SPG110,WORKING,20001148588,2021-02-23,YES,US,YES,121.07432097004433
SPGNC,1311J,SPG110,WORKING,20001148590,2021-02-23,YES,US,YES,119.91860865578766
SPGNC,8062H,SPG110,WORKING,20001148638,2021-02-24,YES,US,NO,119.66775897292608
SPGNC,9398H,SPG110,WORKING,20001148636,2021-02-24,YES,US,NO,117.75665591436484
SPGNC,9332H,SPG110,WORKING,20001148581,2021-02-22,YES,US,NO,117.19084235439038
SPGNC,7657F,SPG110,WORKING,20001148616,2021-02-23,YES,US,NO,114.78437982073619
SPGNC,7527G,SPG110,WORKING,20001148631,2021-02-24,YES,US,NO,114.70771536734772
SPGNC,4654H,SPG110,WORKING,20001148627,2021-02-24,YES,US,NO,114.32980913304986
SPGNC,9770E,SPG110,WORKING,20001148634,2021-02-24,YES,US,NO,114.03947456204706
SPGNC,8353D,SPG110,WORKING,20001148618,2021-02-23,YES,US,NO,113.28392639908759
SPGNC,8281H,SPG110,WORKING,20001148583,2021-02-22,YES,US,NO,112.89507552747416
SPGNC,8784G,SPG110,WORKING,20001148582,2021-02-22,YES,US,NO,111.52584361161904
SPGNC,7781H,SPG110,WORKING,20001148632,2021-02-24,YES,US,NO,110.44343343586888
SPGNC,9456D,SPG110,WORKING,20001148635,2021-02-24,YES,US,NO,110.07098160684714
SPGNC,1489J,SPG110,WORKING,20001148714,2021-02-25,YES,US,NO,109.76800715301074
SPGNC,9368H,SPG110,WORKING,20001148614,2021-02-23,YES,US,NO,109.38221792013233
SPGNC,3395G,SPG110,WORKING,20001148637,2021-02-24,YES,US,NO,108.74804145043171
SPGNC,7313H,SPG110,WORKING,20001148630,2021-02-24,YES,US,NO,108.42231711507488
SPGNC,7755G,SPG110,WORKING,20001148629,2021-02-24,YES,US,NO,107.64215465811805
SPGNC,5219H,SPG110,WORKING,20001148713,2021-02-25,YES,US,NO,107.19203088699501
SPGNC,9114F,SPG110,WORKING,20001148613,2021-02-23,YES,US,NO,105.93124208161176
SPGNC,7163D,SPG110,WORKING,20001148628,2021-02-24,YES,US,NO,104.8064333888365
SPGNC,8493G,SPG110,WORKING,20001148617,2021-02-23,YES,US,NO,104.4944102484012
SPGNC,1512J,SPG110,WORKING,20001148633,2021-02-24,YES,US,NO,103.28721329480759
SPGNC,9786G,SPG120,WORKING,20001148694,2021-02-25,YES,TR,NO,118.97505073448839
SPGNC,8721D,SPG120,WORKING,20001148641,2021-02-24,YES,US,NO,110.91936351250762
SPGNC,5991D,SPG120,WORKING,20001148640,2021-02-24,YES,US,NO,109.69904948629953
SPGNC,6327D,SPG120,WORKING,20001148643,2021-02-24,YES,US,NO,108.93616933985707
SPGNC,443H1,SPG120,WORKING,20001148642,2021-02-24,YES,US,NO,108.78378847831797
SPGNC,7644A,SPG120,WORKING,20001148645,2021-02-24,YES,US,NO,108.31413622355399
SPGNC,8187D,SPG120,WORKING,20001148639,2021-02-24,YES,US,NO,107.59216192655913
SPGNC,9188C,SPG120,WORKING,20001148579,2021-02-22,YES,US,NO,103.28255143150281
SPGNC,666J4,SPG120,WORKING,20001148576,2021-02-22,YES,US,NO,103.04919197519288
SPGNC,8950H,SPG120,WORKING,20001148648,2021-02-24,YES,US,NO,102.83410910472948
SPGNC,665J8,SPG120,WORKING,20001148644,2021-02-24,YES,US,NO,102.64722578934185
SPGNC,2821G,SPG120,WORKING,20001148623,2021-02-23,YES,US,NO,102.52446163377529
SPGNC,8623D,SPG120,WORKING,20001148649,2021-02-24,YES,US,NO,101.52802613503559
SPGNC,9117H,SPG120,WORKING,20001148578,2021-02-22,YES,US,NO,101.10822249077415
SPGNC,2596R,SPG120,WORKING,20001148622,2021-02-23,YES,US,NO,100.11521298709823
SPGNC,8704D,SPG120,WORKING,20001148577,2021-02-22,YES,US,NO,99.30250425669466
SPGNC,3967C,SPG120,WORKING,20001148620,2021-02-23,YES,US,NO,98.66609827365215
SPGNC,719G9,SPG120,WORKING,20001148646,2021-02-24,YES,US,NO,98.14461332430638
SPGNC,9368G,SPG120,WORKING,20001148624,2021-02-23,YES,US,NO,98.08545947234863
SPGNC,9028C,SPG120,WORKING,20001148619,2021-02-23,YES,US,NO,96.10573052857711
SPGNC,7215F,SPG120,WORKING,20001148647,2021-02-24,YES,US,NO,95.83068091063261
SPGNC,2344F,SPG120,WORKING,20001148621,2021-02-23,YES,US,NO,95.67353744168996
SPGNC,8683H,SPG120,WORKING,20001148580,2021-02-22,YES,US,NO,95.18355610815513
SPGNC,161K9,SPG120,WORKING,20001148715,2021-02-25,YES,US,NO,94.92003174205786
SPGNC,1261G,SPG240,WORKING,20001148729,2021-02-28,YES,US,YES,131.11962455358287
SPGNC,9503J,SPG240,WORKING,20001148722,2021-02-28,YES,TR,NO,124.90307120103147
SPGNC,2269G,SPG240,WORKING,20001148766,2021-02-28,YES,TR,NO,122.568584150393
SPGNC,2339G,SPG240,WORKING,20001148730,2021-02-28,YES,US,YES,120.96598918698014
SPGNC,1354H,SPG240,WORKING,20001148678,2021-02-25,YES,US,YES,120.72290151034838
SPGNC,5052H,SPG240,WORKING,20001148594,2021-02-23,YES,US,YES,118.61382895077432
SPGNC,5188H,SPG240,WORKING,20001148681,2021-02-25,YES,US,YES,117.80079477636288
SPGNC,4895H,SPG240,WORKING,20001148682,2021-02-25,YES,US,YES,117.27290375035821
SPGNC,4516F,SPG240,WORKING,20001148683,2021-02-25,YES,US,YES,117.13212459986639
SPGNC,3629F,SPG240,WORKING,20001148684,2021-02-25,YES,US,YES,116.25423588376711
SPGNC,1797J,SPG240,WORKING,20001148734,2021-02-28,YES,US,NO,115.17201054833784
SPGNC,3158D,SPG240,WORKING,20001148685,2021-02-25,YES,US,YES,114.43147048533856
SPGNC,1658G,SPG240,WORKING,20001148690,2021-02-25,YES,US,YES,113.91819020648396
SPGNC,2417G,SPG240,WORKING,20001148691,2021-02-25,YES,US,YES,112.74146091473632
SPGNC,8358C,SPG240,WORKING,20001148687,2021-02-25,YES,US,YES,112.32380258928332
SPGNC,6655G,SPG240,WORKING,20001148686,2021-02-25,YES,US,YES,111.90089175533977
SPGNC,2176J,SPG240,WORKING,20001148689,2021-02-25,YES,US,YES,111.7034586784686
SPGNC,7073G,SPG240,WORKING,20001148688,2021-02-25,YES,US,YES,111.66181382493016
SPGNC,1357H,SPG240,WORKING,20001148736,2021-02-28,YES,US,NO,111.12468505778946
SPGNC,5535F,SPG240,WORKING,20001148601,2021-02-23,YES,TR,NO,110.38292801288902
SPGNC,5511E,SPG240,WORKING,20001148739,2021-02-28,YES,TR,NO,109.79279901611005
SPGNC,9606B,SPG240,WORKING,20001148596,2021-02-23,YES,US,YES,109.7891938550716
SPGNC,4116F,SPG240,WORKING,20001148597,2021-02-23,YES,US,YES,109.36800665866909
SPGNC,5544F,SPG240,WORKING,20001148692,2021-02-25,YES,TR,NO,108.78178872059604
SPGNC,6857F,SPG240,WORKING,20001148598,2021-02-23,YES,US,YES,108.68020567874431
SPGNC,293H7,SPG240,WORKING,20001148768,2021-02-28,YES,TR,NO,108.57467908415296
SPGNC,5976F,SPG240,WORKING,20001148740,2021-02-28,YES,US,YES,108.01625167572877
SPGNC,6314E,SPG240,WORKING,20001148747,2021-02-28,YES,US,YES,107.5116535622926
SPGNC,7611C,SPG240,WORKING,20001148742,2021-02-28,YES,US,YES,107.13854733066468
SPGNC,2341C,SPG240,WORKING,20001148743,2021-02-28,YES,US,YES,107.10504666774504
SPGNC,2100C,SPG240,WORKING,20001148748,2021-02-28,YES,TR,NO,106.84854189497871
SPGNC,6024E,SPG240,WORKING,20001148744,2021-02-28,YES,US,YES,106.61131748243061
SPGNC,2328G,SPG240,WORKING,20001148745,2021-02-28,YES,US,YES,106.50187067551082
SPGNC,5898G,SPG240,WORKING,20001148750,2021-02-28,YES,US,YES,105.94177755273392
SPGNC,2209C,SPG240,WORKING,20001148746,2021-02-28,YES,US,YES,105.44776352191478
SPGNC,5566E,SPG240,WORKING,20001148600,2021-02-23,YES,US,YES,104.62337251176827
SPGNC,2934F,SPG240,WORKING,20001148599,2021-02-23,YES,US,YES,104.15579208216069
SPGNC,2918F,SPG240,WORKING,20001148602,2021-02-23,YES,US,YES,103.58823520019405
SPGNC,2004505,SPG240,WORKING,20001148680,2021-02-25,YES,US,YES,103.4071182229829
SPGNC,4205B,SPG240,WORKING,20001148767,2021-02-28,YES,TR,NO,103.3327897224759
SPGNC,6875F,SPG240,WORKING,20001148749,2021-02-28,YES,US,YES,102.6411701879447
SPGNC,5641E,SPG240,WORKING,20001148693,2021-02-25,YES,TR,NO,102.50774313230025
SPGNC,3795F,SPG240,WORKING,20001148604,2021-02-23,YES,US,NO,101.32715841413145
SPGNC,1961J,SPG240,WORKING,20001148608,2021-02-23,YES,US,NO,100.72555615941242
SPGNC,5668F,SPG240,WORKING,20001148605,2021-02-23,YES,US,NO,100.69326220743173
SPGNC,9609A,SPG240,WORKING,20001148603,2021-02-23,YES,US,NO,100.19494380783512
SPGNC,9911F,SPG240,WORKING,20001148612,2021-02-23,YES,US,NO,99.96207780302757
SPGNC,4029G,SPG240,WORKING,20001148567,2021-02-22,YES,US,NO,99.68600088396096
SPGNC,2136G,SPG240,WORKING,20001148571,2021-02-22,YES,US,NO,99.45712063262185
SPGNC,2846F,SPG240,WORKING,20001148568,2021-02-22,YES,US,NO,98.88029400966194
SPGNC,5189H,SPG240,WORKING,20001148609,2021-02-23,YES,US,NO,98.4545104800545
SPGNC,2004676,SPG240,WORKING,20001148675,2021-02-25,YES,TR,NO,98.33973758528217
SPGNC,8269C,SPG240,WORKING,20001148654,2021-02-24,YES,US,NO,98.20243463798396
SPGNC,5472H,SPG240,WORKING,20001148650,2021-02-24,YES,US,NO,98.12072167656638
SPGNC,1095H,SPG240,WORKING,20001148735,2021-02-28,YES,US,NO,97.94572499188835
SPGNC,4527G,SPG240,WORKING,20001148585,2021-02-22,YES,US,NO,97.87723092729998
SPGNC,7131C,SPG240,WORKING,20001148657,2021-02-24,YES,US,NO,97.85869025329865
SPGNC,6096F,SPG240,WORKING,20001148655,2021-02-24,YES,US,NO,97.45853851771514
SPGNC,5774E,SPG240,WORKING,20001148607,2021-02-23,YES,US,NO,97.422064742643
SPGNC,5494H,SPG240,WORKING,20001148711,2021-02-25,YES,US,NO,97.01861261922033
SPGNC,7002C,SPG240,WORKING,20001148656,2021-02-24,YES,US,NO,96.89037254630308
SPGNC,5080E,SPG240,WORKING,20001148709,2021-02-25,YES,US,NO,96.79540886626499
SPGNC,2450C,SPG240,WORKING,20001148570,2021-02-22,YES,US,NO,96.59245137808564
SPGNC,6933F,SPG240,WORKING,20001148712,2021-02-25,YES,US,NO,96.55108949692216
SPGNC,1767G,SPG240,WORKING,20001148708,2021-02-25,YES,US,NO,96.37706192011112
SPGNC,5031B,SPG240,WORKING,20001148652,2021-02-24,YES,US,NO,96.18874707204704
SPGNC,5184B,SPG240,WORKING,20001148569,2021-02-22,YES,US,NO,96.18291836223764
SPGNC,1391H,SPG240,WORKING,20001148733,2021-02-28,YES,US,NO,95.57252837703156
SPGNC,8357C,SPG240,WORKING,20001148611,2021-02-23,YES,US,NO,94.54700836208045
SPGNC,4425F,SPG240,WORKING,20001148584,2021-02-22,YES,US,NO,94.53287133156448
SPGNC,1G102,SPG240,WORKING,20001148710,2021-02-25,YES,US,NO,94.52029302760461
SPGNC,6165G,SPG240,WORKING,20001148606,2021-02-23,YES,US,NO,91.15752619906513
SPGNC,5573G,SPG240,WORKING,20001148610,2021-02-23,YES,US,NO,91.06824052131432
