Boar Stud,BoarID.x,Breed.x.x,Boar Status.x,Col_Date.x,Collected.x,Collection Status.x,Distributed.x,Index.x,Target.x,Included.x,Needed,Actual
SPGVA,7760G,SPG110,WORKING,2021-03-09,YES,US,NO,113.91837467861143,NA,YES,NA,NA
SPGNC,4654H,SPG110,WORKING,2021-03-10,YES,US,NO,113.8655246832194,NA,YES,0,NA
SPGNC,8281H,SPG110,WORKING,2021-03-08,YES,US,NO,113.22239476718055,NA,YES,0,NA
SPGNC,1814J,SPG110,WORKING,2021-03-08,YES,US,NO,113.09249552529354,NA,YES,0,NA
SPGNC,9770E,SPG110,WORKING,2021-03-10,YES,US,NO,112.87113048537738,NA,YES,0,NA
SPGNC,8353D,SPG110,WORKING,2021-03-09,YES,US,NO,112.67410890071724,NA,YES,0,NA
SPGNC,9456D,SPG110,WORKING,2021-03-10,YES,US,NO,112.59084234375636,NA,YES,0,NA
SPGVA,5386T,SPG110,WORKING,2021-03-09,YES,US,NO,112.33018848386772,NA,YES,NA,NA
SPGNC,9922J,SPG110,WORKING,2021-03-14,YES,TR,NO,111.89437032653974,Nucleus,YES,0,0
SPGNC,9662J,SPG110,WORKING,2021-03-11,YES,TR,NO,111.55733806986402,Nucleus,YES,0,0
SPGNC,1489J,SPG110,WORKING,2021-03-10,YES,US,NO,111.12130437654513,NA,YES,0,NA
SPGVA,9075F,SPG110,WORKING,2021-03-09,YES,US,NO,110.83487527316808,NA,YES,NA,NA
SPGNC,8784G,SPG110,WORKING,2021-03-08,YES,US,NO,110.57869227840216,NA,YES,0,NA
SPGVA,5456H,SPG110,WORKING,2021-03-09,YES,US,NO,110.45598191975084,NA,YES,NA,NA
SPGVA,7089F,SPG110,WORKING,2021-03-09,YES,US,NO,110.38751473342693,NA,YES,NA,NA
SPGNC,7781H,SPG110,WORKING,2021-03-10,YES,US,NO,110.17540340268108,NA,YES,0,NA
SPGNC,9368H,SPG110,WORKING,2021-03-09,YES,US,NO,109.70706237580502,NA,YES,0,NA
SPGNC,7755G,SPG110,WORKING,2021-03-10,YES,US,NO,108.86162300924575,NA,YES,0,NA
SPGNC,7313H,SPG110,WORKING,2021-03-10,YES,US,NO,108.71696154021497,NA,YES,0,NA
SPGVA,9928G,SPG110,WORKING,2021-03-09,YES,US,NO,108.42118992727134,NA,YES,NA,NA
SPGVA,5214G,SPG110,WORKING,2021-03-09,YES,US,NO,108.34103493900311,NA,YES,NA,NA
SPGVA,4931G,SPG110,WORKING,2021-03-09,YES,US,NO,107.32340800897474,NA,YES,NA,NA
SPGNC,3395G,SPG110,WORKING,2021-03-10,YES,US,NO,107.02636640391599,NA,YES,0,NA
SPGNC,7163D,SPG110,WORKING,2021-03-10,YES,US,NO,106.48050316544867,NA,YES,0,NA
SPGNC,5219H,SPG110,WORKING,2021-03-10,YES,US,NO,106.10680812074231,NA,YES,0,NA
SPGNC,9114F,SPG110,WORKING,2021-03-09,YES,US,NO,105.70878852018214,NA,YES,0,NA
SPGNC,9188H,SPG110,WORKING,2021-03-10,YES,US,NO,105.14342817360323,NA,YES,0,NA
SPGVA,4791H,SPG110,WORKING,2021-03-09,YES,US,NO,103.06841924617798,NA,YES,NA,NA
SPGVA,5441H,SPG110,WORKING,2021-03-09,YES,US,NO,99.005801453468,NA,YES,NA,NA
SPGVA,7653H,SPG120,WORKING,2021-03-09,YES,US,YES,120.47239370293623,CTH,YES,11,1
SPGVA,8905D,SPG120,WORKING,2021-03-09,YES,US,YES,120.37366003591563,CTH,YES,11,1
SPGVA,2610H,SPG120,WORKING,2021-03-11,YES,US,YES,117.89505343003184,CTH,YES,11,1
SPGVA,2304F,SPG120,WORKING,2021-03-11,YES,US,YES,117.68320917382874,CTH,YES,11,1
SPGVA,8880E,SPG120,WORKING,2021-03-11,YES,US,YES,115.90784919235475,CTH,YES,11,1
SPGVA,9643G,SPG120,WORKING,2021-03-14,YES,US,YES,112.38569818459084,CTH,YES,11,1
SPGNC,8721D,SPG120,WORKING,2021-03-10,YES,US,NO,110.49491864956372,NA,YES,NA,NA
SPGVA,1103E,SPG120,WORKING,2021-03-14,YES,US,YES,110.40700601357905,CTH,YES,11,1
SPGVA,5845D,SPG120,WORKING,2021-03-14,YES,US,YES,109.83485725510685,CTH,YES,11,1
SPGNC,5991D,SPG120,WORKING,2021-03-10,YES,US,NO,109.14243022848385,NA,YES,NA,NA
SPGNC,443H1,SPG120,WORKING,2021-03-10,YES,US,NO,108.99185450668152,NA,YES,NA,NA
SPGNC,6327D,SPG120,WORKING,2021-03-10,YES,US,NO,108.52613309663407,NA,YES,NA,NA
SPGVA,3745G,SPG120,WORKING,2021-03-09,YES,US,NO,107.76315581415487,NA,YES,11,NA
SPGNC,7644A,SPG120,WORKING,2021-03-10,YES,US,NO,107.46046649421888,NA,YES,NA,NA
SPGNC,8187D,SPG120,WORKING,2021-03-10,YES,US,NO,106.82714451241398,NA,YES,NA,NA
SPGVA,2832H,SPG120,WORKING,2021-03-09,YES,US,NO,106.49579164285038,NA,YES,11,NA
SPGVA,9407E,SPG120,WORKING,2021-03-14,YES,US,YES,106.16977690972297,CTH,YES,11,1
SPGVA,2435E,SPG120,WORKING,2021-03-14,YES,US,YES,104.56427773390624,CTH,YES,11,1
SPGVA,3635C,SPG120,WORKING,2021-03-14,YES,US,YES,104.38157716579391,CTH,YES,11,1
SPGVA,9265G,SPG120,WORKING,2021-03-14,YES,US,NO,104.01896441577868,CTH,YES,11,NA
SPGNC,9188C,SPG120,WORKING,2021-03-08,YES,US,NO,103.02432820768284,NA,YES,NA,NA
SPGVA,3084G,SPG120,WORKING,2021-03-09,YES,US,NO,102.6894645943414,NA,YES,11,NA
SPGNC,8950H,SPG120,WORKING,2021-03-10,YES,US,NO,102.56615715412511,NA,YES,NA,NA
SPGNC,666J4,SPG120,WORKING,2021-03-08,YES,US,NO,102.49397156099579,NA,YES,NA,NA
SPGNC,8623D,SPG120,WORKING,2021-03-10,YES,US,NO,101.33976670934463,NA,YES,NA,NA
SPGNC,2821G,SPG120,WORKING,2021-03-09,YES,US,NO,101.25204756199437,NA,YES,NA,NA
SPGNC,9117H,SPG120,WORKING,2021-03-08,YES,US,NO,101.06790371199426,NA,YES,NA,NA
SPGVA,9416D,SPG120,WORKING,2021-03-08,YES,US,NO,100.17113441349929,NA,YES,11,NA
SPGNC,2596R,SPG120,WORKING,2021-03-09,YES,US,NO,100.0122870525756,NA,YES,NA,NA
SPGNC,3967C,SPG120,WORKING,2021-03-09,YES,US,NO,98.37980409512784,NA,YES,NA,NA
SPGNC,8704D,SPG120,WORKING,2021-03-08,YES,US,NO,98.36782929853109,NA,YES,NA,NA
SPGNC,719G9,SPG120,WORKING,2021-03-10,YES,US,NO,97.88005752956182,NA,YES,NA,NA
SPGNC,9368G,SPG120,WORKING,2021-03-09,YES,US,NO,97.22037666275267,NA,YES,NA,NA
SPGNC,9028C,SPG120,WORKING,2021-03-09,YES,US,NO,94.73259143977369,NA,YES,NA,NA
SPGVA,7817H,SPG120,WORKING,2021-03-09,YES,US,NO,80.48266294538352,NA,YES,11,NA
MB 7092,761G7,SPG240,WORKING,2021-03-08,YES,US,YES,144.28653648166238,NA,YES,184,1
SPGNC,1261G,SPG240,WORKING,2021-03-08,YES,US,NO,131.99985734841675,Nucleus,NO,44,NA
SPGNC,1261G,SPG240,WORKING,2021-03-14,YES,US,YES,131.99985734841675,Nucleus,YES,44,1
MB 7092,4714F,SPG240,WORKING,2021-03-09,YES,US,YES,131.96528671681236,NA,YES,184,1
SPGVA,2004770,SPG240,WORKING,2021-03-09,YES,TR,NO,128.04694020201077,CTH-Semen Test,NO,43,NA
SPGNC,1758G,SPG240,WORKING,2021-03-14,YES,US,YES,127.16742804430521,Nuc/CTH,YES,44,1
SPGVA,8259G,SPG240,WORKING,2021-03-09,YES,US,YES,126.2924969089432,NA,YES,43,1
SPGNC,9503J,SPG240,WORKING,2021-03-11,YES,TR,NO,125.00302400427788,Nuc/CTH,YES,44,1
SPGVA,9502J,SPG240,WORKING,2021-03-14,YES,TR,NO,123.93834562919065,Nuc/CTH,YES,43,1
SPGVA,2349H,SPG240,WORKING,2021-03-09,YES,TR,NO,122.3368610189665,CTH,YES,43,1
SPGNC,2269G,SPG240,WORKING,2021-03-14,YES,US,YES,122.07865302609707,NA,YES,44,1
SPGNC,2269G,SPG240,WORKING,2021-03-08,YES,US,NO,122.07865302609707,NA,NO,44,NA
SPGNC,1149G,SPG240,WORKING,2021-03-08,YES,US,NO,121.82332263954697,NA,NO,44,NA
SPGNC,1149G,SPG240,WORKING,2021-03-14,YES,US,YES,121.82332263954697,NA,YES,44,1
SPGVA,2004820,SPG240,WORKING,2021-03-14,YES,TR,NO,121.79096231989115,Nuc/CTH,YES,43,1
SPGVA,6775G,SPG240,WORKING,2021-03-11,YES,TR,NO,121.66263530486717,Nuc/CTH,YES,43,1
MB 7092,8768A,SPG240,WORKING,2021-03-12,YES,TR,NO,121.64256415109904,NA,YES,184,1
MB 7092,4173F,SPG240,WORKING,2021-03-08,YES,US,YES,121.05327403714801,NA,YES,184,1
SPGNC,1354H,SPG240,WORKING,2021-03-08,YES,US,NO,120.88596992126052,West Trial,NO,44,NA
SPGNC,1354H,SPG240,WORKING,2021-03-14,YES,US,YES,120.88596992126052,West Trial,YES,44,1
SPGVA,2005284,SPG240,WORKING,2021-03-09,YES,TR,NO,120.86765450917511,CTH-Semen Test,NO,43,NA
MB 7092,2004735,SPG240,WORKING,2021-03-08,YES,US,YES,120.66930458857698,NA,YES,184,1
SPGVA,2004027,SPG240,WORKING,2021-03-09,YES,TR,NO,120.37824081076626,CTH-Semen Test,NO,43,NA
MB 7092,8747F,SPG240,WORKING,2021-03-09,YES,US,YES,119.86346413681994,NA,YES,184,1
SPGNC,1806G,SPG240,WORKING,2021-03-09,YES,US,YES,119.68849887090866,NA,YES,44,1
SPGVA,5007E,SPG240,WORKING,2021-03-09,YES,TR,NO,119.26869327500894,NA,YES,43,1
MB 7092,510D9,SPG240,WORKING,2021-03-08,YES,US,YES,119.14127334261988,NA,YES,184,1
SPGVA,5816G,SPG240,WORKING,2021-03-09,YES,US,YES,119.11715660257529,NA,YES,43,1
SPGNC,6350G,SPG240,WORKING,2021-03-11,YES,US,YES,118.60200242642868,NA,YES,44,1
SPGNC,5052H,SPG240,WORKING,2021-03-11,YES,US,NO,118.1683387885009,NA,YES,44,NA
SPGNC,5052H,SPG240,WORKING,2021-03-09,YES,US,YES,118.1683387885009,NA,NO,44,NA
MB 7092,8285C,SPG240,WORKING,2021-03-08,YES,US,YES,117.57065938864666,NA,YES,184,1
SPGNC,4895H,SPG240,WORKING,2021-03-11,YES,US,YES,117.51043937781581,West Trial,YES,44,1
MB 7092,2474C,SPG240,WORKING,2021-03-08,YES,US,YES,117.13968908707051,NA,YES,184,1
MB 7092,2004668,SPG240,WORKING,2021-03-11,YES,US,YES,117.03441632525775,NA,YES,184,1
SPGNC,4516F,SPG240,WORKING,2021-03-11,YES,US,YES,116.87105057830593,West Trial,YES,44,1
SPGVA,2320H,SPG240,WORKING,2021-03-09,YES,TR,NO,116.77891723354571,CTH-Semen Test,NO,43,NA
MB 7092,4478F,SPG240,WORKING,2021-03-14,YES,US,YES,116.75197997325552,NA,YES,184,1
MB 7092,3969F,SPG240,WORKING,2021-03-09,YES,TR,NO,116.55639338826572,NA,YES,184,1
SPGNC,5188H,SPG240,WORKING,2021-03-11,YES,US,YES,116.28622725414802,West Trial,YES,44,1
MB 7092,180K4,SPG240,WORKING,2021-03-09,YES,US,YES,116.17907887948053,NA,YES,184,1
MB 7092,9966A,SPG240,WORKING,2021-03-10,YES,US,YES,115.84020167078128,NA,YES,184,1
SPGNC,3629F,SPG240,WORKING,2021-03-08,YES,US,NO,115.57571010574001,West Trial,NO,44,NA
SPGNC,3629F,SPG240,WORKING,2021-03-14,YES,US,YES,115.57571010574001,West Trial,YES,44,1
MB 7092,2004771,SPG240,WORKING,2021-03-08,YES,TR,NO,115.28427618650524,NA,YES,184,1
MB 7092,1145C,SPG240,WORKING,2021-03-09,YES,US,YES,115.09260129738105,NA,YES,184,1
SPGVA,1338H,SPG240,WORKING,2021-03-11,YES,US,YES,114.91825399397818,CTH,YES,43,1
SPGVA,1338H,SPG240,WORKING,2021-03-08,YES,US,NO,114.91825399397818,CTH,NO,43,NA
SPGVA,9187F,SPG240,WORKING,2021-03-09,YES,US,YES,114.9064251216046,NA,YES,43,1
SPGNC,3158D,SPG240,WORKING,2021-03-11,YES,US,YES,114.88492668794463,West Trial,YES,44,1
SPGVA,9811J,SPG240,WORKING,2021-03-09,YES,TR,NO,114.71033025618372,CTH-Semen Test,NO,43,NA
MB 7092,2358H,SPG240,WORKING,2021-03-14,YES,US,YES,114.69581459640396,NA,YES,184,1
SPGNC,1658G,SPG240,WORKING,2021-03-11,YES,US,YES,114.67133945512995,NA,YES,44,1
MB 7092,2354J,SPG240,WORKING,2021-03-12,YES,US,YES,114.6631770352584,NA,YES,184,1
SPGNC,4843B,SPG240,WORKING,2021-03-11,YES,US,YES,114.2077686659621,CTH,YES,44,1
MB 7092,2204C,SPG240,WORKING,2021-03-10,YES,US,YES,114.19692267870862,NA,YES,184,1
MB 7092,2350C,SPG240,WORKING,2021-03-09,YES,US,YES,114.17626592461369,NA,YES,184,1
MB 7092,1170H,SPG240,WORKING,2021-03-09,YES,US,YES,114.1665232082245,NA,YES,184,1
SPGVA,1389G,SPG240,WORKING,2021-03-09,YES,US,YES,114.16089783842115,NA,YES,43,1
MB 7092,5848F,SPG240,WORKING,2021-03-09,YES,US,YES,114.0779923606308,NA,YES,184,1
MB 7092,523J6,SPG240,WORKING,2021-03-11,YES,US,YES,113.85898793952627,NA,YES,184,1
MB 7092,4385F,SPG240,WORKING,2021-03-09,YES,US,YES,113.78637126580496,NA,YES,184,1
MB 7092,2178J,SPG240,WORKING,2021-03-09,YES,US,YES,113.77242892269794,NA,YES,184,1
SPGVA,2669F,SPG240,WORKING,2021-03-09,YES,US,YES,112.6875986657606,NA,YES,43,1
MB 7092,9794F,SPG240,WORKING,2021-03-08,YES,US,YES,112.66348565499274,NA,YES,184,1
MB 7092,4575F,SPG240,WORKING,2021-03-10,YES,US,YES,112.30931736255727,NA,YES,184,1
SPGVA,9221J,SPG240,WORKING,2021-03-11,YES,TR,NO,111.91012420011785,CTH,YES,43,1
SPGVA,9221J,SPG240,WORKING,2021-03-08,YES,US,NO,111.91012420011785,CTH,NO,43,NA
MB 7092,4479F,SPG240,NONWORKING,2021-03-08,YES,TR,NO,111.90078413503119,NA,NO,184,NA
SPGVA,9974F,SPG240,WORKING,2021-03-09,YES,US,YES,111.75801508475391,NA,YES,43,1
SPGNC,8358C,SPG240,WORKING,2021-03-11,YES,US,YES,111.6776834569172,West Trial,YES,44,1
SPGVA,4520F,SPG240,WORKING,2021-03-09,YES,TR,NO,111.49502574480904,NA,YES,43,1
SPGNC,7324C,SPG240,WORKING,2021-03-11,YES,US,YES,111.35931068389851,NA,YES,44,1
MB 7092,5009F,SPG240,WORKING,2021-03-11,YES,US,YES,111.3097056051719,NA,YES,184,1
MB 7092,2252C,SPG240,WORKING,2021-03-08,YES,US,YES,111.27544383225967,NA,YES,184,1
MB 7092,6230F,SPG240,WORKING,2021-03-12,YES,US,YES,111.22849564574307,NA,YES,184,1
MB 7092,4409F,SPG240,WORKING,2021-03-11,YES,US,YES,111.20306248244411,NA,YES,184,1
MB 7092,8303C,SPG240,WORKING,2021-03-12,YES,US,YES,111.18038003487158,NA,YES,184,1
MB 7092,4043B,SPG240,WORKING,2021-03-10,YES,TR,NO,111.16102403536611,NA,YES,184,1
MB 7092,2305C,SPG240,WORKING,2021-03-12,YES,US,YES,111.1164401746881,NA,YES,184,1
SPGNC,6655G,SPG240,WORKING,2021-03-14,YES,US,YES,111.03622325836137,West Trial,YES,44,1
MB 7092,9795F,SPG240,WORKING,2021-03-14,YES,US,YES,110.82251033102396,NA,YES,184,1
SPGNC,9403B,SPG240,WORKING,2021-03-14,YES,US,YES,110.82026856496282,NA,YES,44,1
MB 7092,1109C,SPG240,WORKING,2021-03-14,YES,US,YES,110.74356126752012,NA,YES,184,1
MB 7092,181K4,SPG240,WORKING,2021-03-09,YES,US,YES,110.70412948402848,NA,YES,184,1
SPGNC,6246F,SPG240,WORKING,2021-03-14,YES,US,YES,110.4158218431635,West Trial,YES,44,1
SPGNC,2176J,SPG240,WORKING,2021-03-14,YES,US,YES,110.36023787536858,West Trial,YES,44,1
MB 7092,2169J,SPG240,WORKING,2021-03-11,YES,TR,NO,110.16479277622408,NA,YES,184,1
MB 7092,2004779,SPG240,WORKING,2021-03-11,YES,US,YES,110.10455822197056,NA,YES,184,1
MB 7092,8299C,SPG240,WORKING,2021-03-11,YES,US,YES,109.95969241115117,NA,YES,184,1
SPGVA,3628F,SPG240,WORKING,2021-03-09,YES,US,YES,109.81396811040754,NA,YES,43,1
MB 7092,616J6,SPG240,WORKING,2021-03-11,YES,US,YES,109.70056806082931,NA,YES,184,1
SPGNC,9606B,SPG240,WORKING,2021-03-09,YES,US,YES,109.64591863337667,NA,YES,44,1
SPGVA,7638G,SPG240,WORKING,2021-03-09,YES,US,YES,109.6125342002561,NA,YES,43,1
MB 7092,3207A,SPG240,WORKING,2021-03-08,YES,US,YES,109.52246888870674,NA,YES,184,1
MB 7092,2520F,SPG240,WORKING,2021-03-11,YES,US,YES,109.4843146863757,NA,YES,184,1
SPGNC,7073G,SPG240,WORKING,2021-03-14,YES,US,YES,109.48208886904047,West Trial,YES,44,1
MB 7092,8712A,SPG240,WORKING,2021-03-11,YES,US,YES,109.4762790185594,NA,YES,184,1
MB 7092,5601E,SPG240,WORKING,2021-03-11,YES,US,YES,109.46858255855136,NA,YES,184,1
SPGVA,5850F,SPG240,WORKING,2021-03-09,YES,US,YES,109.39632953476202,NA,YES,43,1
MB 7092,4176B,SPG240,WORKING,2021-03-09,YES,US,YES,109.38878625814742,NA,YES,184,1
SPGVA,9499A,SPG240,WORKING,2021-03-11,YES,TR,NO,109.3236654218833,CTH,YES,43,1
MB 7092,2986F,SPG240,WORKING,2021-03-10,YES,US,YES,109.09571307716182,NA,YES,184,1
SPGVA,3808F,SPG240,WORKING,2021-03-09,YES,US,YES,109.08512039621648,NA,YES,43,1
SPGNC,293H7,SPG240,WORKING,2021-03-09,YES,TR,NO,109.00502272229838,NA,YES,44,1
SPGNC,6857F,SPG240,WORKING,2021-03-09,YES,US,YES,108.982335455218,NA,YES,44,1
MB 7092,4075B,SPG240,WORKING,2021-03-08,YES,US,YES,108.9554471487438,NA,YES,184,1
MB 7092,816J6,SPG240,WORKING,2021-03-11,YES,US,YES,108.91379255222657,NA,YES,184,1
MB 7092,3983F,SPG240,WORKING,2021-03-11,YES,US,YES,108.56848036282057,NA,YES,184,1
SPGVA,8356C,SPG240,WORKING,2021-03-09,YES,US,YES,108.30790445184847,NA,YES,43,1
MB 7092,7007C,SPG240,WORKING,2021-03-11,YES,US,YES,108.29030763049455,NA,YES,184,1
MB 7092,2606F,SPG240,WORKING,2021-03-11,YES,US,YES,108.20767165080876,NA,YES,184,1
MB 7092,1853J,SPG240,NONWORKING,2021-03-08,YES,TR,NO,108.20366310676658,NA,NO,184,NA
MB 7092,2456H,SPG240,WORKING,2021-03-14,YES,US,YES,108.18629912580319,NA,YES,184,1
SPGNC,6314E,SPG240,WORKING,2021-03-14,YES,US,YES,108.17954370662798,NA,YES,44,1
MB 7092,2371G,SPG240,WORKING,2021-03-11,YES,US,YES,108.14332275296924,NA,YES,184,1
SPGNC,4116F,SPG240,WORKING,2021-03-09,YES,US,YES,108.1062977306879,NA,YES,44,1
MB 7092,5617E,SPG240,NONWORKING,2021-03-14,YES,TR,NO,108.05680886617877,NA,NO,184,NA
MB 7092,6695E,SPG240,WORKING,2021-03-12,YES,US,YES,108.0393783058084,NA,YES,184,1
SPGVA,6650F,SPG240,WORKING,2021-03-11,YES,US,YES,107.94709088078181,NA,YES,43,1
SPGVA,5627F,SPG240,WORKING,2021-03-11,YES,TR,NO,107.90884154087871,NA,YES,43,1
SPGVA,3049F,SPG240,WORKING,2021-03-11,YES,TR,NO,107.90381537062845,NA,YES,43,1
MB 7092,156K4,SPG240,WORKING,2021-03-14,YES,US,YES,107.85221615575826,NA,YES,184,1
SPGNC,7611C,SPG240,WORKING,2021-03-14,YES,US,YES,107.85021235885652,NA,YES,44,1
MB 7092,7076C,SPG240,WORKING,2021-03-09,YES,US,YES,107.75757558631008,NA,YES,184,1
MB 7092,2252G,SPG240,WORKING,2021-03-14,YES,US,YES,107.73542971903326,NA,YES,184,1
MB 7092,6928E,SPG240,WORKING,2021-03-11,YES,US,YES,107.62879546515114,NA,YES,184,1
MB 7092,625K1,SPG240,WORKING,2021-03-10,YES,US,YES,107.60227378453128,NA,YES,184,1
MB 7092,2004782,SPG240,WORKING,2021-03-11,YES,US,YES,107.59297611172849,NA,YES,184,1
SPGVA,2789F,SPG240,WORKING,2021-03-11,YES,US,YES,107.54106868416734,NA,YES,43,1
SPGNC,5544F,SPG240,WORKING,2021-03-11,YES,US,YES,107.53873892447443,NA,YES,44,1
MB 7092,8355C,SPG240,WORKING,2021-03-09,YES,US,YES,107.44937711678571,NA,YES,184,1
MB 7092,635J6,SPG240,WORKING,2021-03-14,YES,US,YES,107.40282213953579,NA,YES,184,1
MB 7092,2004741,SPG240,WORKING,2021-03-09,YES,US,YES,107.1937820772563,NA,YES,184,1
MB 7092,582J6,SPG240,WORKING,2021-03-09,YES,US,YES,107.13830277131161,NA,YES,184,1
MB 7092,5437B,SPG240,WORKING,2021-03-11,YES,US,YES,107.08753899260984,NA,YES,184,1
MB 7092,2004780,SPG240,WORKING,2021-03-14,YES,US,YES,107.02444726107005,NA,YES,184,1
MB 7092,5575G,SPG240,WORKING,2021-03-14,YES,US,YES,107.01941039312818,NA,YES,184,1
MB 7092,4283F,SPG240,WORKING,2021-03-11,YES,US,YES,107.00556315116668,NA,YES,184,1
SPGNC,5976F,SPG240,WORKING,2021-03-14,YES,US,YES,106.98146196580214,NA,YES,44,1
MB 7092,8765A,SPG240,WORKING,2021-03-14,YES,US,YES,106.93869052905947,NA,YES,184,1
SPGVA,1168G,SPG240,WORKING,2021-03-11,YES,US,YES,106.90022417901336,NA,YES,43,1
MB 7092,2004769,SPG240,NONWORKING,2021-03-11,YES,TR,NO,106.89336636766097,NA,NO,184,NA
MB 7092,2937F,SPG240,WORKING,2021-03-09,YES,US,YES,106.83778829090937,NA,YES,184,1
MB 7092,2254C,SPG240,WORKING,2021-03-11,YES,US,YES,106.81942359935039,NA,YES,184,1
MB 7092,2004652,SPG240,WORKING,2021-03-14,YES,US,YES,106.75022902519643,NA,YES,184,1
SPGNC,6024E,SPG240,WORKING,2021-03-14,YES,US,YES,106.62407012254823,NA,YES,44,1
MB 7092,9045J,SPG240,WORKING,2021-03-12,YES,US,YES,106.55862252441639,NA,YES,184,1
MB 7092,4565F,SPG240,WORKING,2021-03-08,YES,US,YES,106.53682510522464,NA,YES,184,1
SPGNC,5898G,SPG240,WORKING,2021-03-14,YES,TR,NO,106.48837007742206,CTH,YES,44,1
MB 7092,770E0,SPG240,WORKING,2021-03-11,YES,US,YES,106.48564574052631,NA,YES,184,1
MB 7092,1212H,SPG240,WORKING,2021-03-10,YES,US,YES,106.41542284131675,NA,YES,184,1
MB 7092,7195G,SPG240,WORKING,2021-03-10,YES,US,YES,106.4080184868214,NA,YES,184,1
SPGNC,5566E,SPG240,WORKING,2021-03-11,YES,US,YES,106.33288532720789,NA,YES,44,1
MB 7092,170J8,SPG240,WORKING,2021-03-11,YES,US,YES,106.28172522350488,NA,YES,184,1
MB 7092,2177J,SPG240,WORKING,2021-03-09,YES,US,YES,106.23903081704059,NA,YES,184,1
MB 7092,8761A,SPG240,WORKING,2021-03-11,YES,US,YES,106.18881193265429,NA,YES,184,1
SPGVA,5743F,SPG240,WORKING,2021-03-11,YES,US,YES,105.9792679403145,NA,YES,43,1
SPGVA,1669J,SPG240,WORKING,2021-03-11,YES,US,YES,105.9755089428655,NA,YES,43,1
SPGVA,5390E,SPG240,WORKING,2021-03-11,YES,US,YES,105.95855259980297,NA,YES,43,1
MB 7092,2845F,SPG240,WORKING,2021-03-10,YES,US,YES,105.78928065513749,NA,YES,184,1
MB 7092,1323C,SPG240,WORKING,2021-03-11,YES,US,YES,105.73150117702582,NA,YES,184,1
MB 7092,4112B,SPG240,WORKING,2021-03-14,YES,US,YES,105.56507911847142,NA,YES,184,1
SPGNC,2209C,SPG240,WORKING,2021-03-14,YES,US,YES,105.34403816562728,NA,YES,44,1
SPGNC,2328G,SPG240,WORKING,2021-03-14,YES,US,YES,105.31539336574694,NA,YES,44,1
MB 7092,2426G,SPG240,WORKING,2021-03-11,YES,US,YES,105.29496655565431,NA,YES,184,1
MB 7092,2157J,SPG240,WORKING,2021-03-08,YES,US,YES,105.29442506040546,NA,YES,184,1
MB 7092,4069B,SPG240,WORKING,2021-03-14,YES,US,YES,105.1343397191998,NA,YES,184,1
MB 7092,182C1,SPG240,WORKING,2021-03-14,YES,US,YES,105.11842824167297,NA,YES,184,1
MB 7092,1295C,SPG240,WORKING,2021-03-11,YES,US,YES,105.0947847074642,NA,YES,184,1
SPGVA,3430F,SPG240,WORKING,2021-03-11,YES,TR,NO,105.0826518474573,NA,YES,43,1
MB 7092,2927F,SPG240,WORKING,2021-03-11,YES,US,YES,105.01432918897429,NA,YES,184,1
MB 7092,106H9,SPG240,WORKING,2021-03-14,YES,US,YES,104.98490063018546,NA,YES,184,1
MB 7092,740H5,SPG240,WORKING,2021-03-12,YES,US,YES,104.96515208850732,NA,YES,184,1
SPGVA,3113F,SPG240,WORKING,2021-03-11,YES,US,YES,104.92984320625474,NA,YES,43,1
MB 7092,2237C,SPG240,WORKING,2021-03-11,YES,US,YES,104.84118479442155,NA,YES,184,1
SPGNC,2934F,SPG240,WORKING,2021-03-11,YES,US,YES,104.82371928508643,NA,YES,44,1
MB 7092,3032F,SPG240,WORKING,2021-03-14,YES,US,YES,104.73522070347141,NA,YES,184,1
