Boar Stud,BoarID.x,Breed.x.x,Boar Status.x,Col_Date.x,Collected.x,Collection Status.x,Distributed.x,Index.x,Included.x,Needed,Actual
MB 7093,2098285,SPG240,WORKING,2024-04-25,YES,US,YES,103.92612044830864,YES,377,1
MBW Cimarron,2109310,SPG240,WORKING,2024-04-25,YES,US,YES,103.91356378231795,YES,158,1
Skyline Boar Stud,2085540,SPG240,WORKING,2024-04-25,YES,US,YES,103.91020374961452,YES,57,1
MBW Yuma,2105848,SPG240,WORKING,2024-04-26,YES,US,YES,103.90626253856145,YES,79,1
MBW Cyclone,2086077,SPG240,WORKING,2024-04-24,YES,US,YES,103.903669163461,YES,172,1
MB 7094,2065250,SPG240,WORKING,2024-04-25,YES,US,YES,103.89230937505633,YES,298,1
MB 7093,2088103,SPG240,WORKING,2024-04-25,YES,US,YES,103.87523252348315,YES,377,1
MB 7093,2105207,SPG240,WORKING,2024-04-25,YES,TR,NO,103.86948478718907,YES,377,1
MBW Cimarron,2109512,SPG240,WORKING,2024-04-25,YES,TR,NO,103.86640132713984,YES,158,1
MB 7082,2093608,SPG240,WORKING,2024-04-22,YES,US,YES,103.84957347815126,YES,77,1
MB 7092,2071217,SPG240,WORKING,2024-04-26,YES,US,YES,103.84916313684903,YES,366,1
MB 7092,2098655,SPG240,WORKING,2024-04-26,YES,US,YES,103.83921369187686,YES,366,1
MBW Cimarron,2052534,SPG240,WORKING,2024-04-25,YES,US,YES,103.81618408526288,YES,158,1
MBW Cimarron,2015481,SPG240,WORKING,2024-04-25,YES,US,YES,103.80924025222838,YES,158,1
MB 7093,2089923,SPG240,WORKING,2024-04-25,YES,US,YES,103.80014718958483,YES,377,1
MB 7081,2080214,SPG240,WORKING,2024-04-26,YES,US,YES,103.79031848311338,YES,94,1
MBW Yuma,2112332,SPG240,WORKING,2024-04-26,YES,TR,NO,103.7880063795492,YES,79,1
MBW Cyclone,2110311,SPG240,WORKING,2024-04-25,YES,TR,NO,103.78534258213404,YES,172,1
MB 7092,2098827,SPG240,WORKING,2024-04-25,YES,US,YES,103.78261132654913,YES,366,1
MB 7092,2097680,SPG240,WORKING,2024-04-25,YES,US,YES,103.76802743964792,YES,366,1
Skyline Boar Stud,2096958,SPG240,WORKING,2024-04-26,YES,US,YES,103.76379163104428,YES,57,1
MB 7093,2089715,SPG240,WORKING,2024-04-25,YES,US,YES,103.75249660300669,YES,377,1
MB 7094,2099251,SPG240,WORKING,2024-04-25,YES,US,YES,103.7337532687881,YES,298,1
MB 7093,2089822,SPG240,WORKING,2024-04-25,YES,US,YES,103.73294444664847,YES,377,1
SPGVA,2117507,SPG240,WORKING,2024-04-23,YES,TR,NO,103.71337001274877,YES,135,1
MB 7093,2113539,SPG240,WORKING,2024-04-25,YES,US,YES,103.71279608150469,YES,377,1
MBW Cimarron,2109183,SPG240,WORKING,2024-04-25,YES,US,YES,103.70115859162551,YES,158,1
MB 7092,2087914,SPG240,WORKING,2024-04-25,YES,US,YES,103.69860818946974,YES,366,1
MB 7094,2080991,SPG240,WORKING,2024-04-25,YES,US,YES,103.69734250018183,YES,298,1
MBW Cimarron,2109424,SPG240,WORKING,2024-04-25,YES,TR,NO,103.6927430646279,YES,158,1
MB 7094,2107087,SPG240,WORKING,2024-04-25,YES,US,YES,103.69167947983333,YES,298,1
Skyline Boar Stud,2103261,SPG240,WORKING,2024-04-25,YES,US,YES,103.68305120595878,YES,57,1
MB 7094,2065618,SPG240,WORKING,2024-04-25,YES,US,YES,103.6662069688856,YES,298,1
MBW Cyclone,2103749,SPG240,WORKING,2024-04-25,YES,US,YES,103.63871689037926,YES,172,1
MB 7093,2106472,SPG240,WORKING,2024-04-25,YES,US,YES,103.63639485433744,YES,377,1
Skyline Boar Stud,2085545,SPG240,NONWORKING,2024-04-26,YES,TR,NO,103.63368408879867,NO,57,NA
MB 7093,2088157,SPG240,WORKING,2024-04-25,YES,US,YES,103.62767007979447,YES,377,1
MB 7081,2109852,SPG240,WORKING,2024-04-26,YES,US,YES,103.62259384877478,YES,94,1
MBW Cyclone,2103738,SPG240,WORKING,2024-04-24,YES,US,YES,103.6187485755677,YES,172,1
MB 7082,2104417,SPG240,WORKING,2024-04-22,YES,US,YES,103.59230689601377,YES,77,1
MB 7092,2084845,SPG240,WORKING,2024-04-25,YES,US,YES,103.59158613119475,YES,366,1
MBW Cyclone,2113520,SPG240,WORKING,2024-04-25,YES,TR,NO,103.58559450177773,YES,172,1
MB 7081,2088893,SPG240,WORKING,2024-04-26,YES,US,YES,103.582170449881,YES,94,1
MB 7092,2104974,SPG240,WORKING,2024-04-25,YES,US,YES,103.57962973678781,YES,366,1
MBW Cyclone,2103641,SPG240,WORKING,2024-04-22,YES,US,YES,103.5654330085069,YES,172,1
MB 7094,2065703,SPG240,WORKING,2024-04-24,YES,US,YES,103.56522787643308,YES,298,1
MBW Cimarron,2104049,SPG240,WORKING,2024-04-25,YES,TR,NO,103.54527151625953,YES,158,1
MB 7092,2112098,SPG240,WORKING,2024-04-25,YES,US,YES,103.54396781289208,YES,366,1
MB 7093,2106476,SPG240,WORKING,2024-04-25,YES,US,YES,103.53080063306204,YES,377,1
MBW Cyclone,2096503,SPG240,WORKING,2024-04-26,YES,US,YES,103.5282909918794,YES,172,1
MBW Yuma,2097247,SPG240,WORKING,2024-04-26,YES,US,YES,103.48674022219485,YES,79,1
MBW Cyclone,2096734,SPG240,WORKING,2024-04-24,YES,TR,NO,103.46557287276323,YES,172,1
MB 7093,2098474,SPG240,WORKING,2024-04-25,YES,US,YES,103.45713466132842,YES,377,1
MB 7094,2064226,SPG240,WORKING,2024-04-25,YES,US,YES,103.42924525853759,YES,298,1
MBW Cyclone,2054618,SPG240,WORKING,2024-04-25,YES,US,YES,103.41787842509211,YES,172,1
MBW Cimarron,2074274,SPG240,WORKING,2024-04-25,YES,TR,NO,103.40918430770216,YES,158,1
MB 7094,2107202,SPG240,WORKING,2024-04-25,YES,US,YES,103.40756806339449,YES,298,1
MB 7092,2104891,SPG240,WORKING,2024-04-25,YES,US,YES,103.40529005923705,YES,366,1
MBW Cyclone,2103639,SPG240,WORKING,2024-04-24,YES,US,YES,103.37751297804287,YES,172,1
SPGVA,2085989,SPG240,WORKING,2024-04-26,YES,US,YES,103.37710602896985,YES,135,1
MBW Cimarron,2105637,SPG240,WORKING,2024-04-25,YES,US,YES,103.35953195090897,YES,158,1
SPGNC,2112392,SPG240,WORKING,2024-04-26,YES,US,YES,103.34814591257701,YES,122,1
MB 7092,2098765,SPG240,WORKING,2024-04-26,YES,US,YES,103.34800850630215,YES,366,1
MBW Cyclone,2086092,SPG240,WORKING,2024-04-25,YES,US,YES,103.33150597199466,YES,172,1
MBW Cimarron,2052587,SPG240,WORKING,2024-04-25,YES,US,YES,103.31792384243408,YES,158,1
MBW Cyclone,2096687,SPG240,WORKING,2024-04-26,YES,US,YES,103.30446049988336,YES,172,1
MB 7081,2109773,SPG240,WORKING,2024-04-26,YES,US,YES,103.29223013146569,YES,94,1
MBW Cyclone,2110229,SPG240,WORKING,2024-04-22,YES,US,YES,103.28248131405323,YES,172,1
MB 7093,2089105,SPG240,WORKING,2024-04-25,YES,US,YES,103.26804511083546,YES,377,1
MBW Cimarron,2105857,SPG240,WORKING,2024-04-25,YES,US,YES,103.26152091356118,YES,158,1
MB 7093,2089477,SPG240,WORKING,2024-04-25,YES,US,YES,103.25794458126472,YES,377,1
MBW Cimarron,2073723,SPG240,NONWORKING,NA,NO,NA,NO,103.25600285778233,NO,158,NA
MBW Yuma,2096994,SPG240,WORKING,2024-04-26,YES,US,YES,103.25144707788823,YES,79,1
MB 7092,2027852,SPG240,WORKING,2024-04-26,YES,US,YES,103.24513808996662,YES,366,1
Skyline Boar Stud,2103030,SPG240,WORKING,2024-04-25,YES,US,YES,103.2415307149875,YES,57,1
MB 7094,2069843,SPG240,WORKING,2024-04-25,YES,US,YES,103.22474615788327,YES,298,1
MBW Cimarron,2109681,SPG240,WORKING,2024-04-25,YES,US,YES,103.22225617056154,YES,158,1
MB 7092,2065058,SPG240,WORKING,2024-04-25,YES,US,YES,103.2071952056289,YES,366,1
MBW Cimarron,2050713,SPG240,WORKING,2024-04-25,YES,US,YES,103.18391597699147,YES,158,1
MB 7093,2098533,SPG240,WORKING,2024-04-25,YES,US,YES,103.17635978539586,YES,377,1
MB 7093,2113828,SPG240,WORKING,2024-04-25,YES,US,YES,103.16359801744379,YES,377,1
MB 7092,2084614,SPG240,WORKING,2024-04-25,YES,US,YES,103.16297740126038,YES,366,1
MBW Yuma,2105877,SPG240,WORKING,2024-04-26,YES,US,YES,103.1628706635701,YES,79,1
MB 7092,2116535,SPG240,WORKING,2024-04-25,YES,TR,NO,103.16066212075037,YES,366,1
MBW Cimarron,2105723,SPG240,WORKING,2024-04-25,YES,US,YES,103.15630226109595,YES,158,1
MB 7093,2094108,SPG240,WORKING,2024-04-25,YES,US,YES,103.14962590736086,YES,377,1
MB 7092,2071370,SPG240,WORKING,2024-04-25,YES,US,YES,103.1485296919677,YES,366,1
MB 7093,2098239,SPG240,WORKING,2024-04-25,YES,US,YES,103.14379597318018,YES,377,1
Skyline Boar Stud,2021138,SPG240,NONWORKING,2024-04-26,YES,TR,NO,103.1402112474498,NO,57,NA
MBW Cyclone,2110437,SPG240,WORKING,2024-04-25,YES,TR,NO,103.13344072370188,YES,172,1
MBW Cyclone,2096414,SPG240,WORKING,2024-04-26,YES,US,YES,103.1263902790646,YES,172,1
MBW Cyclone,2110485,SPG240,WORKING,2024-04-25,YES,TR,NO,103.12235961988782,YES,172,1
MB 7093,2053178,SPG240,WORKING,2024-04-25,YES,US,YES,103.11776996377958,YES,377,1
MB 7092,2087641,SPG240,WORKING,2024-04-26,YES,US,YES,103.09132681023917,YES,366,1
MB 7092,2112524,SPG240,WORKING,2024-04-25,YES,US,YES,103.08853414317254,YES,366,1
MBW Cimarron,2104277,SPG240,WORKING,2024-04-25,YES,US,YES,103.07110525002487,YES,158,1
MB 7094,2064842,SPG240,WORKING,2024-04-25,YES,US,YES,103.05611007320715,YES,298,1
MB 7082,2079829,SPG240,WORKING,2024-04-24,YES,US,YES,103.05341118589435,YES,77,1
MBW Cimarron,2109428,SPG240,WORKING,2024-04-25,YES,TR,NO,103.05148496396801,YES,158,1
MBW Cimarron,2103225,SPG240,WORKING,2024-04-25,YES,US,YES,103.05051052572445,YES,158,1
MB 7093,2094083,SPG240,WORKING,2024-04-26,YES,TR,NO,103.03131975762238,YES,377,1
SPGVA,2067076,SPG240,WORKING,2024-04-26,YES,US,YES,103.03035499613914,YES,135,1
MB 7081,2093963,SPG240,WORKING,2024-04-26,YES,US,YES,103.01785410348248,YES,94,1
MB 7094,2106810,SPG240,WORKING,2024-04-25,YES,US,YES,103.01781625684465,YES,298,1
MB 7093,2094036,SPG240,WORKING,2024-04-25,YES,US,YES,103.01523926708676,YES,377,1
MB 7082,2086303,SPG240,WORKING,2024-04-26,YES,US,YES,103.01359487508093,YES,77,1
MB 7094,2081306,SPG240,WORKING,2024-04-24,YES,TR,NO,102.9930453744425,YES,298,1
MB 7093,2089972,SPG240,WORKING,2024-04-25,YES,US,YES,102.98148515904158,YES,377,1
MB 7092,2112476,SPG240,WORKING,2024-04-25,YES,US,YES,102.97943980851618,YES,366,1
MB 7092,2057646,SPG240,WORKING,2024-04-25,YES,US,YES,102.96857788279505,YES,366,1
MB 7093,2087922,SPG240,WORKING,2024-04-25,YES,US,YES,102.9683549715068,YES,377,1
Skyline Boar Stud,2103364,SPG240,NONWORKING,2024-04-26,YES,TR,NO,102.9532981995764,NO,57,NA
MB 7093,2071902,SPG240,WORKING,2024-04-25,YES,US,YES,102.95114378315218,YES,377,1
Skyline Boar Stud,2097420,SPG240,WORKING,2024-04-26,YES,US,YES,102.9474506337152,YES,57,1
MBW Yuma,2046943,SPG240,WORKING,2024-04-26,YES,US,YES,102.94658996357047,YES,79,1
MB 7093,2098509,SPG240,WORKING,2024-04-25,YES,US,YES,102.92471303417949,YES,377,1
MB 7094,2081363,SPG240,WORKING,2024-04-25,YES,US,YES,102.91613022271352,YES,298,1
MB 7081,2106528,SPG240,WORKING,2024-04-26,YES,US,YES,102.8815868955481,YES,94,1
MB 7081,2088743,SPG240,WORKING,2024-04-26,YES,US,YES,102.8776336190991,YES,94,1
SPGVA,2059596,SPG240,WORKING,2024-04-26,YES,US,YES,102.87681823792609,YES,135,1
MBW Cimarron,2074433,SPG240,WORKING,2024-04-25,YES,US,YES,102.87496763495827,YES,158,1
SPGVA,2071565,SPG240,WORKING,2024-04-26,YES,US,YES,102.87046379948988,YES,135,1
Skyline Boar Stud,2096840,SPG240,WORKING,2024-04-26,YES,US,YES,102.86920390606386,YES,57,1
MBW Cimarron,2109634,SPG240,WORKING,2024-04-25,YES,US,YES,102.86867403140681,YES,158,1
MB 7093,2098366,SPG240,WORKING,2024-04-25,YES,US,YES,102.86240709212886,YES,377,1
MBW Cyclone,2110199,SPG240,WORKING,2024-04-22,YES,US,YES,102.84144538262368,YES,172,1
MB 7093,2088286,SPG240,WORKING,2024-04-25,YES,US,YES,102.83481819002684,YES,377,1
MB 7092,2068645,SPG240,WORKING,2024-04-25,YES,US,YES,102.83058355148678,YES,366,1
MB 7092,2087702,SPG240,WORKING,2024-04-26,YES,US,YES,102.82751905379544,YES,366,1
MB 7081,2109690,SPG240,WORKING,2024-04-26,YES,US,YES,102.81491995831259,YES,94,1
MB 7094,2106954,SPG240,WORKING,2024-04-25,YES,US,YES,102.81245158266255,YES,298,1
MB 7094,2065598,SPG240,WORKING,2024-04-26,YES,US,YES,102.80678771537328,YES,298,1
MB 7094,2067269,SPG240,WORKING,2024-04-25,YES,US,YES,102.80461634791169,YES,298,1
MB 7081,2110016,SPG240,WORKING,2024-04-25,YES,US,NO,102.79623936118578,YES,94,NA
MB 7081,2106591,SPG240,WORKING,2024-04-26,YES,US,YES,102.79198249452216,YES,94,1
MBW Cyclone,2070332,SPG240,WORKING,2024-04-22,YES,TR,NO,102.78941812961844,YES,172,1
MB 7092,2084530,SPG240,WORKING,2024-04-26,YES,US,YES,102.77935942970741,YES,366,1
MB 7082,2109064,SPG240,WORKING,2024-04-26,YES,US,YES,102.75097696646674,YES,77,1
MB 7081,2066364,SPG240,WORKING,2024-04-26,YES,US,YES,102.74019957128088,YES,94,1
MBW Cimarron,2059873,SPG240,WORKING,2024-04-25,YES,US,YES,102.73537900925109,YES,158,1
MB 7082,2109089,SPG240,WORKING,2024-04-22,YES,US,YES,102.72616193184497,YES,77,1
MBW Yuma,2096928,SPG240,WORKING,2024-04-26,YES,US,YES,102.72100057167732,YES,79,1
MBW Cyclone,2085609,SPG240,WORKING,2024-04-26,YES,TR,NO,102.71978667318677,YES,172,1
MB 7094,2065344,SPG240,WORKING,2024-04-25,YES,US,YES,102.71135567841138,YES,298,1
MB 7092,2084696,SPG240,WORKING,2024-04-25,YES,US,YES,102.70641188582195,YES,366,1
MB 7093,2094142,SPG240,WORKING,2024-04-25,YES,US,YES,102.70571419546168,YES,377,1
MBW Cimarron,2105741,SPG240,WORKING,2024-04-25,YES,US,YES,102.70015716651345,YES,158,1
MBW Cimarron,2074246,SPG240,WORKING,2024-04-25,YES,US,YES,102.70014175957861,YES,158,1
Skyline Boar Stud,2103312,SPG240,WORKING,2024-04-26,YES,US,YES,102.69653588938523,YES,57,1
MB 7093,2105181,SPG240,WORKING,2024-04-25,YES,US,YES,102.69028625846717,YES,377,1
MB 7093,2084926,SPG240,WORKING,2024-04-25,YES,US,YES,102.68260482238728,YES,377,1
MB 7092,2096102,SPG240,WORKING,2024-04-26,YES,US,YES,102.67774800100096,YES,366,1
MB 7092,2112523,SPG240,WORKING,2024-04-25,YES,US,YES,102.66642399224925,YES,366,1
MB 7093,2074361,SPG240,WORKING,2024-04-25,YES,US,YES,102.66329735996968,YES,377,1
Skyline Boar Stud,2097244,SPG240,WORKING,2024-04-26,YES,US,YES,102.66161810855878,YES,57,1
Skyline Boar Stud,2103404,SPG240,WORKING,2024-04-25,YES,US,YES,102.65764757703275,YES,57,1
MB 7094,2106732,SPG240,WORKING,2024-04-26,YES,TR,NO,102.65289925675506,YES,298,1
MBW Yuma,2097250,SPG240,WORKING,2024-04-26,YES,TR,NO,102.64238661046356,YES,79,1
SPGVA,2105622,SPG240,NONWORKING,NA,NO,NA,NO,102.6271521130061,NO,135,NA
MB 7082,2093663,SPG240,WORKING,2024-04-26,YES,US,YES,102.62458253396426,YES,77,1
MB 7094,2068681,SPG240,WORKING,2024-04-25,YES,US,YES,102.62304012800817,YES,298,1
MB 7093,2109942,SPG240,WORKING,2024-04-25,YES,US,YES,102.61841512308501,YES,377,1
MB 7081,2088762,SPG240,WORKING,2024-04-25,YES,US,NO,102.61781698584568,YES,94,NA
MB 7092,2080696,SPG240,WORKING,2024-04-25,YES,US,YES,102.6143307384062,YES,366,1
MB 7094,2094422,SPG240,WORKING,2024-04-26,YES,US,YES,102.59597656072322,YES,298,1
MB 7081,2088796,SPG240,WORKING,2024-04-26,YES,US,YES,102.59552216962246,YES,94,1
MB 7094,2067343,SPG240,WORKING,2024-04-25,YES,US,YES,102.58877617881909,YES,298,1
MB 7081,2088425,SPG240,WORKING,2024-04-26,YES,US,YES,102.58821631556131,YES,94,1
MB 7094,2081209,SPG240,WORKING,2024-04-25,YES,US,YES,102.58514246325711,YES,298,1
MB 7094,2069743,SPG240,WORKING,2024-04-25,YES,US,YES,102.57000561420098,YES,298,1
Skyline Boar Stud,2085252,SPG240,WORKING,2024-04-25,YES,US,YES,102.567587842401,YES,57,1
Skyline Boar Stud,2097450,SPG240,WORKING,2024-04-26,YES,US,YES,102.55874228986461,YES,57,1
MBW Cimarron,2109797,SPG240,WORKING,2024-04-25,YES,US,YES,102.55769364016064,YES,158,1
MB 7092,2089982,SPG240,WORKING,2024-04-26,YES,US,YES,102.52689142265984,YES,366,1
MBW Cyclone,2070449,SPG240,WORKING,2024-04-24,YES,TR,NO,102.51945166324136,YES,172,1
MB 7081,2088937,SPG240,WORKING,2024-04-26,YES,US,YES,102.51591151154824,YES,94,1
MB 7092,2080932,SPG240,WORKING,2024-04-25,YES,US,YES,102.48415518447352,YES,366,1
MB 7082,2104416,SPG240,WORKING,2024-04-26,YES,US,YES,102.48407029988107,YES,77,1
MB 7094,2081471,SPG240,WORKING,2024-04-25,YES,US,YES,102.4805637496655,YES,298,1
MB 7081,2109940,SPG240,WORKING,2024-04-25,YES,US,NO,102.48050075444615,YES,94,NA
MB 7094,2080819,SPG240,WORKING,2024-04-25,YES,US,YES,102.47592697381023,YES,298,1
MB 7082,2056920,SPG240,WORKING,2024-04-26,YES,US,YES,102.44552073764578,YES,77,1
MBW Cyclone,2103513,SPG240,WORKING,2024-04-25,YES,TR,NO,102.43888281861938,YES,172,1
Skyline Boar Stud,2014421,SPG240,WORKING,2024-04-26,YES,US,YES,102.4338564938162,YES,57,1
MB 7092,2098114,SPG240,WORKING,2024-04-25,YES,US,YES,102.42546128104615,YES,366,1
MB 7094,2081283,SPG240,WORKING,NA,NO,NA,NO,102.42023613871767,YES,298,NA
MB 7093,2088104,SPG240,WORKING,2024-04-25,YES,US,YES,102.41483623228166,YES,377,1
MB 7081,2106088,SPG240,WORKING,2024-04-25,YES,US,NO,102.4143276518615,YES,94,NA
Skyline Boar Stud,2096939,SPG240,WORKING,2024-04-26,YES,US,YES,102.3989822583568,YES,57,1
MB 7094,2065547,SPG240,WORKING,2024-04-25,YES,US,YES,102.39691420450526,YES,298,1
SPGVA,2058991,SPG240,WORKING,2024-04-26,YES,US,YES,102.37884689867704,YES,135,1
MB 7093,2098262,SPG240,WORKING,2024-04-28,YES,US,YES,102.37801224802983,YES,377,1
Skyline Boar Stud,2103309,SPG240,WORKING,2024-04-26,YES,US,YES,102.37723090959905,YES,57,1
MBW Yuma,2112348,SPG240,WORKING,2024-04-26,YES,US,YES,102.3717121096499,YES,79,1
MB 7094,2069556,SPG240,WORKING,2024-04-26,YES,US,YES,102.36868799077209,YES,298,1
MB 7082,2068147,SPG240,WORKING,2024-04-26,YES,US,YES,102.33924460319616,YES,77,1
MB 7082,2104427,SPG240,WORKING,2024-04-24,YES,US,YES,102.33895689391211,YES,77,1
MB 7093,2085249,SPG240,NONWORKING,NA,NO,NA,NO,102.33786593900369,NO,377,NA
MB 7093,2085071,SPG240,WORKING,2024-04-25,YES,US,YES,102.3304536908985,YES,377,1
MB 7092,2098751,SPG240,WORKING,2024-04-25,YES,US,YES,102.31976131489598,YES,366,1
Skyline Boar Stud,2103305,SPG240,WORKING,2024-04-26,YES,TR,NO,102.29914886536244,YES,57,1
MBW Cimarron,2109353,SPG240,WORKING,2024-04-25,YES,US,YES,102.29328860164932,YES,158,1
MB 7094,2063940,SPG240,WORKING,2024-04-25,YES,US,YES,102.29178049050917,YES,298,1
MBW Cyclone,2110268,SPG240,WORKING,2024-04-25,YES,TR,NO,102.2869780066878,YES,172,1
MBW Yuma,2096916,SPG240,WORKING,2024-04-26,YES,US,YES,102.2838021020435,YES,79,1
MB 7094,2065924,SPG240,WORKING,2024-04-25,YES,US,YES,102.28218496968594,YES,298,1
MB 7081,2093916,SPG240,WORKING,2024-04-25,YES,US,NO,102.27498578829639,YES,94,NA
MB 7093,2106363,SPG240,WORKING,2024-04-25,YES,US,YES,102.26059044067172,YES,377,1
MB 7081,2106701,SPG240,WORKING,2024-04-25,YES,US,NO,102.25488895983098,YES,94,NA
MB 7081,2106795,SPG240,WORKING,2024-04-25,YES,US,NO,102.22512272914203,YES,94,NA
MBW Cyclone,2086233,SPG240,WORKING,2024-04-24,YES,US,YES,102.19432371270855,YES,172,1
MB 7093,2068415,SPG240,WORKING,2024-04-25,YES,US,YES,102.18049928392674,YES,377,1
MB 7093,2098330,SPG240,WORKING,2024-04-25,YES,US,YES,102.1607012971559,YES,377,1
MB 7094,2064002,SPG240,WORKING,2024-04-26,YES,US,YES,102.15928579521979,YES,298,1
MB 7094,2064080,SPG240,WORKING,2024-04-26,YES,US,YES,102.15522205339207,YES,298,1
MBW Cimarron,2103917,SPG240,WORKING,2024-04-25,YES,US,YES,102.14854461128931,YES,158,1
MB 7094,2065393,SPG240,WORKING,2024-04-25,YES,US,YES,102.14538730826096,YES,298,1
MBW Cimarron,2109523,SPG240,WORKING,2024-04-25,YES,US,YES,102.14344666251475,YES,158,1
MB 7092,2097615,SPG240,WORKING,2024-04-25,YES,US,YES,102.13383376605859,YES,366,1
MB 7081,2109736,SPG240,WORKING,2024-04-25,YES,US,NO,102.12307764263873,YES,94,NA
MBW Cimarron,2059875,SPG240,WORKING,2024-04-25,YES,US,YES,102.1176683503125,YES,158,1
MB 7094,2094365,SPG240,WORKING,2024-04-25,YES,US,YES,102.11493147715598,YES,298,1
MB 7094,2068691,SPG240,WORKING,2024-04-25,YES,US,YES,102.09553836229253,YES,298,1
MBW Cimarron,2105942,SPG240,WORKING,2024-04-25,YES,US,YES,102.08803863808136,YES,158,1
MB 7094,2069537,SPG240,WORKING,NA,NO,NA,NO,102.08414992188786,YES,298,NA
MBW Cimarron,2109330,SPG240,WORKING,2024-04-25,YES,US,YES,102.08365813695902,YES,158,1
MBW Cyclone,2109941,SPG240,WORKING,2024-04-25,YES,US,YES,102.08192345375822,YES,172,1
MB 7081,2068257,SPG240,WORKING,NA,NO,NA,NO,102.07960335716382,YES,94,NA
Skyline Boar Stud,2085212,SPG240,WORKING,2024-04-25,YES,US,YES,102.06862986246054,YES,57,1
MBW Cyclone,2085615,SPG240,WORKING,2024-04-26,YES,US,YES,102.06741641361363,YES,172,1
MBW Cyclone,2109932,SPG240,WORKING,2024-04-25,YES,US,YES,102.06717824242635,YES,172,1
MB 7092,2053692,SPG240,WORKING,2024-04-25,YES,US,YES,102.0596151819441,YES,366,1
MBW Cyclone,2086076,SPG240,WORKING,2024-04-25,YES,US,YES,102.05611987736687,YES,172,1
Skyline Boar Stud,2085263,SPG240,WORKING,2024-04-26,YES,US,YES,102.05426942089038,YES,57,1
MB 7093,2094038,SPG240,WORKING,2024-04-25,YES,US,YES,102.0069252896753,YES,377,1
MB 7092,2063402,SPG240,WORKING,2024-04-26,YES,US,YES,101.99935502870076,YES,366,1
MB 7094,2065902,SPG240,WORKING,2024-04-25,YES,US,YES,101.9976933404925,YES,298,1
MB 7094,2065951,SPG240,NONWORKING,NA,NO,NA,NO,101.97406669298488,NO,298,NA
MBW Yuma,2112467,SPG240,WORKING,2024-04-26,YES,US,YES,101.94622607599828,YES,79,1
Skyline Boar Stud,2103040,SPG240,WORKING,2024-04-26,YES,US,YES,101.9449718831531,YES,57,1
MB 7092,2080525,SPG240,WORKING,2024-04-26,YES,US,YES,101.94113890799676,YES,366,1
MBW Yuma,2097312,SPG240,WORKING,2024-04-26,YES,US,YES,101.91449432746785,YES,79,1
MB 7094,2065380,SPG240,WORKING,2024-04-25,YES,US,YES,101.90724237584307,YES,298,1
MB 7093,2105408,SPG240,WORKING,2024-04-25,YES,US,YES,101.89975428740907,YES,377,1
MB 7081,2079910,SPG240,WORKING,NA,NO,NA,NO,101.89326962242252,YES,94,NA
MB 7092,2104946,SPG240,WORKING,2024-04-25,YES,US,YES,101.88449620739705,YES,366,1
MB 7092,2057630,SPG240,WORKING,2024-04-26,YES,US,YES,101.8843585933983,YES,366,1
MB 7093,2089984,SPG240,WORKING,2024-04-25,YES,US,YES,101.87910506644907,YES,377,1
MB 7092,2098099,SPG240,WORKING,2024-04-25,YES,US,YES,101.86790990162089,YES,366,1
MBW Cyclone,2096166,SPG240,WORKING,2024-04-24,YES,US,YES,101.86305749339988,YES,172,1
MB 7082,2066361,SPG240,WORKING,2024-04-26,YES,US,YES,101.84682740303559,YES,77,1
MB 7093,2063750,SPG240,WORKING,2024-04-25,YES,US,YES,101.83778588321681,YES,377,1
MB 7081,2080112,SPG240,WORKING,2024-04-25,YES,US,NO,101.83587287141256,YES,94,NA
MBW Cyclone,2085926,SPG240,WORKING,2024-04-24,YES,US,YES,101.8309755795794,YES,172,1
MBW Cyclone,2054306,SPG240,WORKING,2024-04-24,YES,US,YES,101.822808755355,YES,172,1
MB 7081,2079898,SPG240,WORKING,2024-04-25,YES,TR,NO,101.8117267424112,YES,94,0
MBW Cimarron,2059664,SPG240,WORKING,2024-04-25,YES,US,YES,101.79607338966939,YES,158,1
MB 7094,2069292,SPG240,WORKING,2024-04-25,YES,US,YES,101.79448546194742,YES,298,1
Skyline Boar Stud,2103314,SPG240,WORKING,2024-04-26,YES,US,YES,101.7863401576319,YES,57,1
MB 7081,2093883,SPG240,WORKING,2024-04-25,YES,US,NO,101.7816401568548,YES,94,NA
Skyline Boar Stud,2103082,SPG240,WORKING,2024-04-26,YES,US,YES,101.7705384014521,YES,57,1
MB 7092,2096159,SPG240,WORKING,2024-04-26,YES,US,YES,101.76445974952077,YES,366,1
MB 7081,2093693,SPG240,WORKING,NA,NO,NA,NO,101.75485180817711,YES,94,NA
MB 7094,2079681,SPG240,WORKING,2024-04-28,YES,US,NO,101.7525427685016,YES,298,NA
MBW Cyclone,2096457,SPG240,WORKING,2024-04-26,YES,US,YES,101.72600537226938,YES,172,1
MB 7094,2063907,SPG240,WORKING,2024-04-25,YES,US,YES,101.69641249409108,YES,298,1
MB 7092,2107368,SPG240,WORKING,2024-04-26,YES,US,YES,101.69295533924655,YES,366,1
SPGVA,2056243,SPG240,WORKING,2024-04-26,YES,US,YES,101.69014317926276,YES,135,1
MB 7081,2093786,SPG240,WORKING,2024-04-26,YES,TR,NO,101.68950706038655,YES,94,0
MB 7094,2081428,SPG240,WORKING,2024-04-25,YES,US,YES,101.66399221191753,YES,298,1
MB 7093,2068490,SPG240,WORKING,2024-04-25,YES,US,YES,101.65414546620299,YES,377,1
