Boar Stud,BoarID.x,Breed.x.x,Boar Status.x,Col_Date.x,Collected.x,Collection Status.x,Distributed.x,Index.x,Included.x,Needed,Actual
SPGVA,2104278,SPG240,WORKING,2024-04-22,YES,US,YES,113.92831804872958,YES,135,1
MB 7081,2109908,SPG240,WORKING,2024-04-22,YES,US,YES,113.91477394328595,YES,94,1
MBW Cimarron,2109752,SPG240,WORKING,2024-04-22,YES,US,YES,113.89354272635074,YES,158,1
MB 7092,2097625,SPG240,WORKING,2024-04-22,YES,US,YES,113.85864034458955,YES,366,1
MB 7081,2106178,SPG240,WORKING,2024-04-22,YES,US,YES,113.85312469779771,YES,94,1
MB 7094,2069720,SPG240,WORKING,2024-04-22,YES,US,YES,113.84333508068951,YES,298,1
MB 7092,2070865,SPG240,WORKING,2024-04-22,YES,US,YES,113.82805687888843,YES,366,1
MB 7094,2107028,SPG240,WORKING,2024-04-22,YES,US,YES,113.8166230521997,YES,298,1
SPGNC,2086285,SPG240,WORKING,2024-04-24,YES,TR,NO,113.78485076455127,YES,122,1
SPGNC,2096112,SPG240,WORKING,2024-04-23,YES,US,YES,113.77263748296527,YES,122,1
MB 7092,2080561,SPG240,WORKING,2024-04-24,YES,US,YES,113.75871830847255,YES,366,1
MB 7093,2117417,SPG240,WORKING,2024-04-22,YES,US,YES,113.75037716115618,YES,377,1
MB 7093,2113800,SPG240,WORKING,2024-04-23,YES,US,YES,113.71977983119541,YES,377,1
MBW Cimarron,2109305,SPG240,NONWORKING,2024-04-23,YES,TR,NO,113.70161287780171,NO,158,NA
MB 7092,2084740,SPG240,WORKING,2024-04-24,YES,US,YES,113.690857140402,YES,366,1
MB 7092,2116804,SPG240,WORKING,2024-04-22,YES,TR,NO,113.63327509128564,YES,366,1
MB 7093,2117436,SPG240,WORKING,2024-04-23,YES,US,YES,113.5965773000642,YES,377,1
MB 7094,2107339,SPG240,WORKING,2024-04-23,YES,US,YES,113.59503627642918,YES,298,1
SPGNC,2088644,SPG240,WORKING,2024-04-24,YES,TR,NO,113.58621303280646,YES,122,1
SPGVA,2110093,SPG240,WORKING,2024-04-24,YES,US,YES,113.52250929418216,YES,135,1
MB 7094,2065543,SPG240,WORKING,2024-04-22,YES,US,YES,113.50307327416981,YES,298,1
SPGNC,2088689,SPG240,WORKING,2024-04-23,YES,US,YES,113.48660806847491,YES,122,1
MB 7094,2065339,SPG240,WORKING,2024-04-23,YES,US,YES,113.45099083013352,YES,298,1
MB 7092,2116806,SPG240,WORKING,2024-04-22,YES,US,YES,113.44269019172455,YES,366,1
SPGNC,2104479,SPG240,WORKING,2024-04-23,YES,US,YES,113.40568936051592,YES,122,1
MB 7092,2116798,SPG240,WORKING,2024-04-22,YES,US,YES,113.40060081288084,YES,366,1
SPGNC,2071378,SPG240,WORKING,2024-04-23,YES,US,YES,113.38314120592595,YES,122,1
MB 7082,2112833,SPG240,WORKING,2024-04-22,YES,US,YES,113.36831220471352,YES,77,1
SPGNC,2106751,SPG240,WORKING,2024-04-24,YES,US,YES,113.36788092482071,YES,122,1
MB 7094,2107030,SPG240,WORKING,2024-04-23,YES,US,YES,113.32969127826776,YES,298,1
MB 7093,2117403,SPG240,WORKING,2024-04-23,YES,US,YES,113.27927427987782,YES,377,1
MBW Cimarron,2105792,SPG240,WORKING,2024-04-22,YES,US,YES,113.2544325199544,YES,158,1
MB 7081,2117687,SPG240,WORKING,2024-04-22,YES,US,YES,113.22788603127623,YES,94,1
MB 7092,2116912,SPG240,WORKING,2024-04-22,YES,US,YES,113.1917866374584,YES,366,1
MB 7093,2097534,SPG240,WORKING,2024-04-22,YES,US,YES,113.16780244272918,YES,377,1
MB 7092,2098102,SPG240,WORKING,2024-04-22,YES,TR,NO,113.16648966951863,YES,366,1
MBW Cyclone,2113686,SPG240,WORKING,2024-04-25,YES,TR,NO,113.1561915078068,YES,172,1
MB 7081,2088841,SPG240,WORKING,2024-04-22,YES,TR,NO,113.13827589256688,YES,94,1
SPGVA,2109585,SPG240,WORKING,2024-04-26,YES,TR,NO,113.1293456301341,YES,135,1
MBW Cimarron,2103863,SPG240,WORKING,2024-04-22,YES,US,YES,113.1227990684508,YES,158,1
MBW Cimarron,2109335,SPG240,WORKING,2024-04-22,YES,US,YES,113.11103165739746,YES,158,1
MBW Cyclone,2110427,SPG240,WORKING,2024-04-25,YES,TR,NO,113.09231501107978,YES,172,1
MB 7081,2099950,SPG240,WORKING,2024-04-22,YES,US,YES,113.07497742808815,YES,94,1
MBW Cyclone,2113602,SPG240,WORKING,2024-04-24,YES,TR,NO,113.06404186426434,YES,172,1
MB 7081,2117885,SPG240,WORKING,2024-04-22,YES,US,YES,113.03926877455179,YES,94,1
MB 7094,2064719,SPG240,WORKING,2024-04-23,YES,US,YES,113.01476837898494,YES,298,1
MB 7092,2084529,SPG240,WORKING,2024-04-22,YES,US,YES,113.00019933982762,YES,366,1
MB 7093,2117230,SPG240,WORKING,2024-04-23,YES,US,YES,112.98913022078034,YES,377,1
MBW Cyclone,2110124,SPG240,WORKING,2024-04-25,YES,TR,NO,112.976274203588,YES,172,1
MB 7092,2112787,SPG240,WORKING,2024-04-22,YES,TR,NO,112.95838204307293,YES,366,1
MB 7094,2081163,SPG240,WORKING,2024-04-22,YES,US,YES,112.94686153839363,YES,298,1
SPGVA,2106177,SPG240,WORKING,2024-04-22,YES,US,YES,112.88999453739048,YES,135,1
MB 7081,2106175,SPG240,WORKING,2024-04-22,YES,US,YES,112.87015932041531,YES,94,1
MBW Cyclone,2085837,SPG240,WORKING,2024-04-24,YES,TR,NO,112.84156632357113,YES,172,1
SPGNC,2087389,SPG240,WORKING,2024-04-24,YES,US,YES,112.84126269533755,YES,122,1
MB 7081,2093847,SPG240,WORKING,2024-04-22,YES,US,YES,112.8407694888557,YES,94,1
MB 7093,2070805,SPG240,WORKING,2024-04-22,YES,US,YES,112.83229283116891,YES,377,1
MBW Cyclone,2110397,SPG240,WORKING,2024-04-25,YES,US,YES,112.79283894152063,YES,172,1
MBW Cyclone,2097433,SPG240,WORKING,2024-04-25,YES,TR,NO,112.77002946948836,YES,172,1
Skyline Boar Stud,2014419,SPG240,NONWORKING,2024-04-26,YES,TR,NO,112.75596151641466,NO,57,NA
MBW Yuma,2074824,SPG240,WORKING,2024-04-22,YES,TR,NO,112.7180637525461,YES,79,1
MB 7081,2106537,SPG240,WORKING,2024-04-22,YES,US,YES,112.70639337582318,YES,94,1
MB 7094,2106969,SPG240,WORKING,2024-04-22,YES,US,YES,112.696291604656,YES,298,1
MB 7093,2117539,SPG240,WORKING,2024-04-23,YES,TR,NO,112.66771799558018,YES,377,1
Skyline Boar Stud,2021207,SPG240,WORKING,2024-04-22,YES,US,YES,112.65909949220867,YES,57,1
SPGNC,2097836,SPG240,WORKING,2024-04-24,YES,US,YES,112.63341029249884,YES,122,1
MB 7093,2117379,SPG240,WORKING,2024-04-23,YES,US,YES,112.61280236486473,YES,377,1
MB 7092,2087651,SPG240,WORKING,2024-04-22,YES,US,YES,112.60903175765841,YES,366,1
SPGNC,2105260,SPG240,WORKING,2024-04-26,YES,US,YES,112.5905551531291,YES,122,1
MB 7092,2116796,SPG240,WORKING,2024-04-22,YES,US,YES,112.58766754779923,YES,366,1
MB 7093,2106501,SPG240,WORKING,2024-04-22,YES,US,YES,112.55912446834877,YES,377,1
MB 7093,2109881,SPG240,WORKING,2024-04-23,YES,US,YES,112.47995304851219,YES,377,1
MB 7082,2113193,SPG240,WORKING,2024-04-24,YES,US,YES,112.4609423403688,YES,77,1
MB 7093,2070674,SPG240,WORKING,2024-04-22,YES,US,YES,112.45197365017677,YES,377,1
MB 7081,2117745,SPG240,WORKING,2024-04-22,YES,US,YES,112.44090518902416,YES,94,1
SPGVA,2097346,SPG240,WORKING,2024-04-22,YES,US,YES,112.43632194015392,YES,135,1
MB 7082,2099673,SPG240,WORKING,2024-04-22,YES,US,YES,112.42054418303745,YES,77,1
MB 7093,2113812,SPG240,WORKING,2024-04-23,YES,US,YES,112.41516977411942,YES,377,1
SPGNC,2109898,SPG240,WORKING,2024-04-26,YES,US,YES,112.3842025329809,YES,122,1
MB 7093,2099965,SPG240,WORKING,2024-04-22,YES,US,YES,112.34778373010971,YES,377,1
SPGVA,2056837,SPG240,WORKING,2024-04-22,YES,US,YES,112.34251645670581,YES,135,1
MB 7094,2099376,SPG240,WORKING,2024-04-23,YES,US,YES,112.33469297423882,YES,298,1
MB 7093,2088251,SPG240,WORKING,2024-04-22,YES,US,YES,112.3069051648461,YES,377,1
SPGNC,2096406,SPG240,WORKING,2024-04-24,YES,US,YES,112.27060266461451,YES,122,1
MB 7094,2107354,SPG240,WORKING,2024-04-23,YES,US,YES,112.22783280466383,YES,298,1
MB 7094,2065446,SPG240,WORKING,2024-04-23,YES,US,YES,112.22049391937254,YES,298,1
MB 7093,2106277,SPG240,WORKING,2024-04-22,YES,US,YES,112.17715983092111,YES,377,1
MB 7092,2116936,SPG240,WORKING,2024-04-22,YES,US,YES,112.1395445522636,YES,366,1
MB 7092,2116635,SPG240,WORKING,2024-04-22,YES,US,YES,112.135476249549,YES,366,1
MB 7094,2107231,SPG240,WORKING,2024-04-23,YES,US,YES,112.12735005189897,YES,298,1
MB 7093,2106497,SPG240,WORKING,2024-04-22,YES,US,YES,112.11630515117676,YES,377,1
MB 7094,2059866,SPG240,WORKING,2024-04-23,YES,TR,NO,112.11464281945709,YES,298,1
MB 7093,2113810,SPG240,WORKING,2024-04-23,YES,US,YES,112.09334252774951,YES,377,1
MBW Cimarron,2104280,SPG240,WORKING,2024-04-22,YES,US,YES,112.0812445720469,YES,158,1
MB 7094,2068739,SPG240,WORKING,2024-04-22,YES,US,YES,112.06657839488469,YES,298,1
MB 7094,2065590,SPG240,WORKING,2024-04-22,YES,US,YES,112.04127134019392,YES,298,1
SPGNC,2096351,SPG240,WORKING,2024-04-26,YES,TR,NO,112.03790043116066,YES,122,1
SPGNC,2066366,SPG240,WORKING,2024-04-24,YES,US,YES,112.01833441007305,YES,122,1
MB 7081,2109762,SPG240,WORKING,2024-04-22,YES,TR,NO,111.99771190150949,YES,94,1
MBW Cimarron,2069203,SPG240,WORKING,2024-04-22,YES,US,YES,111.99156730126863,YES,158,1
MBW Cimarron,2104026,SPG240,WORKING,2024-04-22,YES,US,YES,111.93284895325277,YES,158,1
MB 7093,2116956,SPG240,NONWORKING,NA,NO,NA,NO,111.92992980267833,NO,377,NA
MB 7093,2088052,SPG240,WORKING,2024-04-22,YES,US,YES,111.92539438687031,YES,377,1
MB 7092,2068819,SPG240,WORKING,2024-04-22,YES,US,YES,111.90274217611432,YES,366,1
MB 7093,2088405,SPG240,WORKING,2024-04-22,YES,US,YES,111.898853922832,YES,377,1
MB 7093,2094050,SPG240,WORKING,2024-04-22,YES,US,YES,111.85751653624928,YES,377,1
SPGNC,2116767,SPG240,WORKING,2024-04-24,YES,US,YES,111.84409823546885,YES,122,1
MB 7092,2068824,SPG240,WORKING,2024-04-24,YES,US,YES,111.8366564123731,YES,366,1
MB 7092,2107467,SPG240,WORKING,2024-04-24,YES,US,YES,111.81492491925368,YES,366,1
MBW Cyclone,2110191,SPG240,WORKING,2024-04-24,YES,US,YES,111.79008077807455,YES,172,1
MB 7094,2080761,SPG240,WORKING,2024-04-22,YES,US,YES,111.76788905125251,YES,298,1
MB 7081,2106035,SPG240,WORKING,2024-04-22,YES,US,YES,111.7031700430955,YES,94,1
SPGNC,2074390,SPG240,WORKING,2024-04-24,YES,US,YES,111.66884290304154,YES,122,1
MB 7092,2087872,SPG240,WORKING,2024-04-22,YES,US,YES,111.66822491103933,YES,366,1
MB 7092,2104669,SPG240,WORKING,2024-04-22,YES,US,YES,111.6672934110403,YES,366,1
MBW Cimarron,2103745,SPG240,WORKING,2024-04-22,YES,US,YES,111.64942838117096,YES,158,1
SPGVA,2116536,SPG240,WORKING,2024-04-24,YES,TR,NO,111.63705492252187,YES,135,1
MBW Yuma,2074902,SPG240,WORKING,2024-04-22,YES,US,YES,111.63648364327221,YES,79,1
SPGNC,2105109,SPG240,WORKING,2024-04-24,YES,US,YES,111.60704222978646,YES,122,1
MBW Cyclone,2113522,SPG240,WORKING,2024-04-24,YES,US,YES,111.59160342722723,YES,172,1
MB 7094,2069515,SPG240,WORKING,2024-04-22,YES,US,YES,111.58321732714461,YES,298,1
SPGNC,2109159,SPG240,WORKING,2024-04-26,YES,US,YES,111.56712461815007,YES,122,1
MB 7094,2080973,SPG240,WORKING,2024-04-22,YES,US,YES,111.56063869142201,YES,298,1
MBW Cimarron,2109642,SPG240,WORKING,2024-04-22,YES,US,YES,111.54338294433231,YES,158,1
MBW Cimarron,2105910,SPG240,WORKING,2024-04-22,YES,US,YES,111.52227335455964,YES,158,1
MB 7094,2107375,SPG240,WORKING,2024-04-23,YES,US,YES,111.49415553349941,YES,298,1
SPGVA,2087220,SPG240,WORKING,2024-04-22,YES,US,YES,111.49132634056076,YES,135,1
MB 7092,2112831,SPG240,WORKING,2024-04-24,YES,US,YES,111.47728319839261,YES,366,1
MB 7093,2113769,SPG240,WORKING,2024-04-23,YES,US,YES,111.46896201472671,YES,377,1
SPGNC,2096385,SPG240,WORKING,2024-04-26,YES,US,YES,111.45618035170135,YES,122,1
MB 7092,2112600,SPG240,WORKING,2024-04-23,YES,US,YES,111.45108421957512,YES,366,1
MB 7092,2071012,SPG240,WORKING,2024-04-22,YES,US,YES,111.44986788489514,YES,366,1
SPGNC,2096480,SPG240,WORKING,2024-04-24,YES,US,YES,111.43073518515928,YES,122,1
MB 7094,2107033,SPG240,WORKING,2024-04-23,YES,TR,NO,111.42087347109326,YES,298,1
MB 7093,2117524,SPG240,WORKING,2024-04-23,YES,US,YES,111.41284345096437,YES,377,1
MB 7082,2113051,SPG240,WORKING,2024-04-24,YES,US,YES,111.41183286249176,YES,77,1
SPGVA,2109280,SPG240,WORKING,2024-04-26,YES,US,YES,111.4098796518469,YES,135,1
MB 7093,2113797,SPG240,WORKING,2024-04-23,YES,US,YES,111.40876144083839,YES,377,1
MBW Yuma,2112286,SPG240,WORKING,2024-04-22,YES,US,YES,111.39207842081628,YES,79,1
MB 7093,2094282,SPG240,WORKING,2024-04-23,YES,US,YES,111.36501099995957,YES,377,1
MB 7093,2113808,SPG240,WORKING,2024-04-24,YES,US,YES,111.36331348252665,YES,377,1
MBW Yuma,2097084,SPG240,WORKING,2024-04-22,YES,US,YES,111.35886330168583,YES,79,1
MB 7093,2105399,SPG240,WORKING,2024-04-22,YES,US,YES,111.3513896225955,YES,377,1
MBW Cyclone,2110393,SPG240,WORKING,2024-04-25,YES,TR,NO,111.34224753791408,YES,172,1
MB 7093,2105352,SPG240,WORKING,2024-04-23,YES,US,YES,111.32867576626548,YES,377,1
SPGNC,2105245,SPG240,WORKING,2024-04-26,YES,US,YES,111.30668756746456,YES,122,1
MB 7082,2099493,SPG240,WORKING,2024-04-22,YES,US,YES,111.29089248262693,YES,77,1
SPGVA,2106939,SPG240,WORKING,2024-04-22,YES,US,YES,111.23169241356986,YES,135,1
MBW Cimarron,2103862,SPG240,WORKING,2024-04-22,YES,US,YES,111.23118812735427,YES,158,1
MBW Cyclone,2110136,SPG240,WORKING,2024-04-25,YES,US,YES,111.1966358542199,YES,172,1
MB 7094,2099087,SPG240,WORKING,2024-04-22,YES,US,YES,111.17247882132908,YES,298,1
MBW Cimarron,2074490,SPG240,WORKING,2024-04-22,YES,US,YES,111.16235343086105,YES,158,1
MB 7093,2117365,SPG240,WORKING,2024-04-23,YES,US,YES,111.14112057054669,YES,377,1
MBW Yuma,2112043,SPG240,WORKING,NA,NO,NA,NO,111.12431403784328,YES,79,NA
MB 7092,2089747,SPG240,WORKING,2024-04-22,YES,US,YES,111.10665629352677,YES,366,1
MB 7081,2093708,SPG240,WORKING,2024-04-22,YES,US,YES,111.10579240382468,YES,94,1
MB 7082,2086298,SPG240,WORKING,2024-04-22,YES,US,YES,111.07077321253185,YES,77,1
MBW Cimarron,2109656,SPG240,NONWORKING,2024-04-23,YES,TR,NO,111.05519896706664,NO,158,NA
MB 7094,2107114,SPG240,WORKING,2024-04-22,YES,US,YES,111.03702431024476,YES,298,1
MBW Cimarron,2074003,SPG240,WORKING,2024-04-22,YES,TR,NO,111.02801491284228,YES,158,1
MB 7093,2094195,SPG240,WORKING,2024-04-22,YES,US,YES,110.99942154496895,YES,377,1
MB 7094,2107225,SPG240,WORKING,2024-04-23,YES,US,YES,110.9854909070291,YES,298,1
MBW Cimarron,2104024,SPG240,WORKING,2024-04-22,YES,US,YES,110.97972989792544,YES,158,1
MB 7093,2089969,SPG240,WORKING,2024-04-22,YES,US,YES,110.96485215131182,YES,377,1
MB 7082,2099670,SPG240,WORKING,2024-04-22,YES,US,YES,110.96310606698276,YES,77,1
MB 7092,2112752,SPG240,WORKING,2024-04-24,YES,TR,NO,110.95820983798251,YES,366,1
SPGNC,2054548,SPG240,WORKING,2024-04-24,YES,US,YES,110.9453122754257,YES,122,1
MBW Cyclone,2113712,SPG240,WORKING,2024-04-25,YES,TR,NO,110.93799740322203,YES,172,1
MBW Cyclone,2096461,SPG240,WORKING,2024-04-24,YES,US,YES,110.93750197009905,YES,172,1
MB 7093,2105414,SPG240,WORKING,2024-04-23,YES,US,YES,110.91968364080164,YES,377,1
MB 7094,2107032,SPG240,WORKING,2024-04-23,YES,US,YES,110.89941527228929,YES,298,1
MB 7093,2089065,SPG240,WORKING,2024-04-23,YES,US,YES,110.8860737899918,YES,377,1
MB 7093,2117017,SPG240,WORKING,2024-04-24,YES,US,YES,110.88347880000589,YES,377,1
MBW Cyclone,2110036,SPG240,WORKING,2024-04-22,YES,TR,NO,110.88124162668045,YES,172,1
MB 7094,2107340,SPG240,WORKING,2024-04-23,YES,US,YES,110.87674196979881,YES,298,1
MB 7092,2116991,SPG240,WORKING,2024-04-24,YES,US,YES,110.87547539487153,YES,366,1
MB 7094,2068757,SPG240,WORKING,2024-04-22,YES,US,YES,110.87084761484371,YES,298,1
MB 7092,2097903,SPG240,WORKING,2024-04-24,YES,TR,NO,110.84462073029457,YES,366,1
MBW Cyclone,2054453,SPG240,WORKING,2024-04-22,YES,US,YES,110.82088072796519,YES,172,1
MBW Cyclone,2113723,SPG240,WORKING,2024-04-26,YES,US,YES,110.81964580173303,YES,172,1
MB 7094,2107474,SPG240,WORKING,2024-04-22,YES,US,YES,110.81145841548583,YES,298,1
MB 7094,2065343,SPG240,WORKING,2024-04-22,YES,US,YES,110.75831534731451,YES,298,1
MB 7094,2094340,SPG240,WORKING,2024-04-23,YES,US,YES,110.75822332764481,YES,298,1
SPGNC,2074007,SPG240,WORKING,2024-04-24,YES,US,YES,110.73784768178366,YES,122,1
SPGVA,2106323,SPG240,WORKING,2024-04-24,YES,US,YES,110.7078524737459,YES,135,1
MBW Cimarron,2109635,SPG240,WORKING,2024-04-22,YES,US,YES,110.69192659823302,YES,158,1
MB 7093,2071855,SPG240,WORKING,2024-04-22,YES,US,YES,110.67568991265192,YES,377,1
MB 7094,2107230,SPG240,WORKING,2024-04-22,YES,US,YES,110.6426736473874,YES,298,1
MB 7092,2104778,SPG240,WORKING,2024-04-23,YES,US,YES,110.64049415048815,YES,366,1
MB 7094,2069513,SPG240,WORKING,2024-04-23,YES,US,YES,110.6364457216879,YES,298,1
MB 7081,2099318,SPG240,WORKING,2024-04-22,YES,US,YES,110.63036766082878,YES,94,1
MBW Yuma,2112315,SPG240,WORKING,2024-04-22,YES,TR,NO,110.62367034408449,YES,79,1
MB 7094,2106768,SPG240,WORKING,2024-04-23,YES,US,YES,110.62172420381842,YES,298,1
MB 7094,2107090,SPG240,WORKING,2024-04-23,YES,US,YES,110.62091211082611,YES,298,1
MB 7093,2113815,SPG240,WORKING,2024-04-24,YES,TR,NO,110.61281764746606,YES,377,1
Skyline Boar Stud,2085431,SPG240,WORKING,2024-04-22,YES,TR,NO,110.61126913720061,YES,57,1
SPGVA,2109966,SPG240,WORKING,2024-04-23,YES,TR,NO,110.60534091320577,YES,135,1
MB 7092,2104580,SPG240,WORKING,2024-04-24,YES,US,YES,110.58978087198226,YES,366,1
MBW Cyclone,2110459,SPG240,WORKING,2024-04-26,YES,US,YES,110.58449939195773,YES,172,1
MB 7082,2066066,SPG240,WORKING,2024-04-22,YES,US,YES,110.56393098782071,YES,77,1
MBW Cimarron,2109696,SPG240,WORKING,2024-04-22,YES,US,YES,110.54331044679716,YES,158,1
MBW Cyclone,2110035,SPG240,WORKING,2024-04-25,YES,TR,NO,110.53835436807519,YES,172,1
MB 7093,2106250,SPG240,WORKING,2024-04-23,YES,US,YES,110.52941290132323,YES,377,1
SPGNC,2080875,SPG240,WORKING,2024-04-24,YES,US,YES,110.51583227542093,YES,122,1
MB 7092,2097740,SPG240,WORKING,2024-04-22,YES,US,YES,110.5021394532538,YES,366,1
MB 7094,2065936,SPG240,WORKING,2024-04-23,YES,US,YES,110.48142255262738,YES,298,1
MB 7094,2107229,SPG240,WORKING,2024-04-23,YES,US,YES,110.4671670970868,YES,298,1
MB 7093,2117439,SPG240,WORKING,2024-04-23,YES,TR,NO,110.46137660925953,YES,377,1
MB 7082,2099512,SPG240,WORKING,2024-04-22,YES,US,YES,110.46036540273897,YES,77,1
MB 7093,2116897,SPG240,WORKING,2024-04-24,YES,US,YES,110.45757078723868,YES,377,1
MBW Cimarron,2104286,SPG240,WORKING,2024-04-22,YES,US,YES,110.45436890551704,YES,158,1
MBW Yuma,2112284,SPG240,WORKING,2024-04-22,YES,US,YES,110.44783326995744,YES,79,1
MB 7094,2107149,SPG240,WORKING,2024-04-22,YES,US,YES,110.44347307924261,YES,298,1
MBW Cyclone,2110084,SPG240,WORKING,2024-04-24,YES,US,YES,110.44122991709072,YES,172,1
MB 7081,2117565,SPG240,WORKING,2024-04-22,YES,US,YES,110.43468938760877,YES,94,1
MBW Yuma,2096841,SPG240,WORKING,2024-04-22,YES,US,YES,110.43069602336907,YES,79,1
MB 7093,2106500,SPG240,WORKING,2024-04-23,YES,US,YES,110.42112121794436,YES,377,1
MBW Yuma,2097080,SPG240,WORKING,2024-04-22,YES,US,YES,110.41507235604219,YES,79,1
MB 7081,2117465,SPG240,WORKING,2024-04-26,YES,US,YES,110.39231378138089,YES,94,1
MB 7094,2106747,SPG240,WORKING,2024-04-23,YES,US,YES,110.38902726546198,YES,298,1
MB 7094,2069747,SPG240,WORKING,2024-04-23,YES,US,YES,110.37162342677594,YES,298,1
MB 7082,2104408,SPG240,WORKING,2024-04-22,YES,US,YES,110.36655867620053,YES,77,1
MBW Cyclone,2110051,SPG240,WORKING,2024-04-22,YES,US,YES,110.36171461186242,YES,172,1
SPGVA,2054748,SPG240,WORKING,2024-04-24,YES,US,YES,110.35622496724493,YES,135,1
SPGNC,2089862,SPG240,WORKING,2024-04-26,YES,US,YES,110.34853359859439,YES,122,1
MB 7082,2099939,SPG240,WORKING,2024-04-22,YES,US,YES,110.33632923185363,YES,77,1
SPGVA,2088181,SPG240,WORKING,2024-04-22,YES,US,YES,110.33106117471279,YES,135,1
MB 7093,2113710,SPG240,WORKING,2024-04-24,YES,TR,NO,110.31165698047214,YES,377,1
MB 7093,2056579,SPG240,WORKING,2024-04-22,YES,US,YES,110.30446434213064,YES,377,1
MBW Cyclone,2110413,SPG240,WORKING,2024-04-26,YES,US,YES,110.3004552997726,YES,172,1
MBW Cimarron,2073955,SPG240,WORKING,2024-04-22,YES,US,YES,110.27873783626131,YES,158,1
MB 7092,2058046,SPG240,WORKING,2024-04-22,YES,US,YES,110.26954825964266,YES,366,1
MB 7081,2099996,SPG240,WORKING,2024-04-24,YES,TR,NO,110.26354523551248,YES,94,1
SPGNC,2097400,SPG240,WORKING,2024-04-26,YES,US,YES,110.25283624133121,YES,122,1
MB 7092,2112817,SPG240,WORKING,2024-04-22,YES,US,YES,110.24706134750406,YES,366,1
MBW Cyclone,2110323,SPG240,WORKING,2024-04-22,YES,US,YES,110.21488380636546,YES,172,1
MB 7093,2117221,SPG240,WORKING,2024-04-24,YES,US,YES,110.19657118893612,YES,377,1
Skyline Boar Stud,2085538,SPG240,NONWORKING,2024-04-26,YES,TR,NO,110.16225897222377,NO,57,NA
MB 7093,2070807,SPG240,WORKING,2024-04-23,YES,US,YES,110.15033583766987,YES,377,1
SPGVA,2104276,SPG240,WORKING,2024-04-24,YES,US,YES,110.13423987094049,YES,135,1
MB 7092,2087735,SPG240,WORKING,2024-04-23,YES,US,YES,110.1143152533797,YES,366,1
MB 7092,2080608,SPG240,WORKING,2024-04-24,YES,US,YES,110.09800335051398,YES,366,1
MBW Cimarron,2104409,SPG240,WORKING,2024-04-22,YES,US,YES,110.08391354352462,YES,158,1
MBW Cyclone,2110193,SPG240,WORKING,2024-04-25,YES,TR,NO,110.07772686367521,YES,172,1
MB 7093,2106555,SPG240,WORKING,2024-04-23,YES,US,YES,110.03675289424085,YES,377,1
MB 7092,2116911,SPG240,WORKING,2024-04-24,YES,US,YES,110.01784400756867,YES,366,1
MB 7094,2116505,SPG240,WORKING,2024-04-23,YES,US,YES,110.0157905761045,YES,298,1
MB 7093,2113770,SPG240,WORKING,2024-04-23,YES,US,YES,109.99997144026817,YES,377,1
MB 7092,2104648,SPG240,WORKING,2024-04-24,YES,US,YES,109.97394610458086,YES,366,1
MB 7092,2107352,SPG240,WORKING,2024-04-24,YES,TR,NO,109.9668879489233,YES,366,1
MB 7094,2065390,SPG240,WORKING,2024-04-23,YES,US,YES,109.93801466811009,YES,298,1
MB 7081,2117555,SPG240,WORKING,2024-04-22,YES,US,YES,109.880606232918,YES,94,1
MBW Cyclone,2110012,SPG240,WORKING,2024-04-24,YES,US,YES,109.85938023087827,YES,172,1
MB 7094,2107220,SPG240,WORKING,2024-04-23,YES,US,YES,109.85679938511717,YES,298,1
MB 7092,2107312,SPG240,WORKING,2024-04-22,YES,TR,NO,109.84568448933996,YES,366,1
SPGVA,2110382,SPG240,WORKING,2024-04-23,YES,TR,NO,109.84279935995254,YES,135,1
MBW Yuma,2112040,SPG240,WORKING,2024-04-22,YES,US,YES,109.8422381436347,YES,79,1
MB 7094,2094339,SPG240,WORKING,2024-04-23,YES,US,YES,109.832982653134,YES,298,1
MB 7094,2087531,SPG240,WORKING,2024-04-24,YES,US,YES,109.83141677167175,YES,298,1
MBW Cimarron,2105654,SPG240,WORKING,2024-04-22,YES,US,YES,109.82977025111929,YES,158,1
MB 7092,2086929,SPG240,WORKING,2024-04-22,YES,US,YES,109.82815390583596,YES,366,1
MB 7093,2098238,SPG240,WORKING,2024-04-24,YES,US,YES,109.81775788016022,YES,377,1
MB 7093,2117324,SPG240,WORKING,2024-04-23,YES,US,YES,109.81438862985428,YES,377,1
MBW Cimarron,2104084,SPG240,WORKING,2024-04-22,YES,US,YES,109.79183074837508,YES,158,1
MB 7094,2099085,SPG240,WORKING,2024-04-22,YES,US,YES,109.79056664040849,YES,298,1
MBW Cimarron,2104013,SPG240,WORKING,2024-04-22,YES,US,YES,109.78286282319083,YES,158,1
MB 7094,2099133,SPG240,WORKING,2024-04-23,YES,US,YES,109.77176499701167,YES,298,1
MB 7093,2098432,SPG240,WORKING,2024-04-23,YES,US,YES,109.74583710751678,YES,377,1
MB 7081,2106179,SPG240,WORKING,2024-04-22,YES,US,YES,109.74164990372402,YES,94,1
SPGVA,2058324,SPG240,WORKING,2024-04-22,YES,US,YES,109.72481587376433,YES,135,1
MB 7082,2112760,SPG240,WORKING,2024-04-24,YES,US,YES,109.72442259500099,YES,77,1
SPGNC,2085732,SPG240,WORKING,2024-04-24,YES,US,YES,109.72375238991955,YES,122,1
MB 7082,2112981,SPG240,WORKING,2024-04-24,YES,TR,NO,109.71611578034086,YES,77,1
