Boar Stud.x,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,rank,ranksum,Percentile,key,Boar Stud.y,ID,DESCR
High Desert,4722N,SPG120,CULLED,2019-07-17,2020-05-05,22,233.70973277623636,24,44,0.5454545454545454,High Desert 22,High Desert,22,LOW INDEX
