Boar Stud.x,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,Boar Stud.y,Collnum,Col_Date,Tech,Ext_Name,Tot_Ext_Vol,Used_Doses,Dose_Actual,Collection Status,Sperm_Conc,Tot_Sperm,Sem_Vol_Used,TRCODE,Motility,Ext_Batch_Num,EBV,Boar Stud,cutoff,train
MB 7094,5210H,SPG240,WORKING,2020-10-31,NA,NA,93.5680537926716,MB 7094,20001257340,2020-12-13,MH,3D  2B  PCAI PX,1006,32.4,32.42,US,0.136,61.6,453,NA,90,NA,93.87,MB 7094,2020-11-14,0
MB 7094,5210H,SPG240,WORKING,2020-10-31,NA,NA,93.5680537926716,MB 7094,20001257706,2020-12-20,MH,3D  2B  PCAI PX,749,23.6,23.69,US,0.142,45.01,317,NA,80,NA,93.87,MB 7094,2020-11-14,0
MB 7094,5210H,SPG240,WORKING,2020-10-31,NA,NA,93.5680537926716,MB 7094,20001256018,2020-11-15,DC,5D  2B  PCAI PX,900,28.8,28.99,US,0.136,55.08,405,NA,85,NA,94.29,MB 7094,2020-11-14,0
MB 7094,5210H,SPG240,WORKING,2020-10-31,NA,NA,93.5680537926716,MB 7094,20001256353,2020-11-22,MH,3D  2B  PCAI PX,1050,30,30,US,0.19,57,300,NA,85,NA,95.58,MB 7094,2020-11-14,0
MB 7094,5210H,SPG240,WORKING,2020-10-31,NA,NA,93.5680537926716,MB 7094,20001256685,2020-11-29,MH,3D  2B  PCAI PX,660,23,23.07,US,0.116,43.84,378,NA,85,NA,94.66,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001261318,2021-02-28,JJ,3D  2B  PCAI PX,2005,57.7,57.74,US,0.185,109.7,593,NA,85,NA,99.99,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001260121,2021-02-05,MH,5D  2B  PCAI PX,970,29.3,29.49,US,0.157,56.04,357,NA,85,NA,99.82,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001260909,2021-02-19,WJ,5D  2B  PCAI PX,1053,30.1,30.14,US,0.189,57.26,303,NA,85,NA,99.26,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001260507,2021-02-12,JJ,5D  2B  PCAI PX,NA,0,0,TR,0.1,24.1,241,36,80,NA,99.75,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001259792,2021-01-31,JJ,3D  2B  PCAI PX,674,24.7,24.88,US,0.106,47.27,446,NA,85,NA,99.55,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001259373,2021-01-22,JJ,5D  2B  PCAI PX,1837,53,53.16,US,0.182,101.01,555,NA,85,NA,99.9,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001259024,2021-01-15,MH,5D  2B  PCAI PX,3208,87.5,87.57,US,0.227,166.389,733,NA,85,NA,99.37,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001258733,2021-01-08,MH,5D  2B  PCAI PX,2907,77,77.06,US,0.261,146.419,561,NA,80,NA,98.98,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001257281,2020-12-11,MH,5D  2B  PCAI PX,1886,51,51.08,US,0.235,97.05,413,NA,80,NA,98.59,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001257593,2020-12-17,JJ,5D  2B  PCAI PX,455,19,19.04,US,0,36.18,402,NA,80,NA,98.59,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001258043,2020-12-27,MH,5D  2B  PCAI PX,2708,71.5,71.54,US,0.266,135.919,511,NA,85,NA,98.31,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001258382,2021-01-01,JJ,5D  2B  PCAI PX,872,27,27.05,US,0.149,51.4,345,NA,80,NA,98.53,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001256936,2020-12-04,MH,5D  2B  PCAI PX,950,30.5,30.5,US,0.137,57.95,423,NA,85,NA,98.16,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001256618,2020-11-27,MH,5D  2B  PCAI PX,1767,49.7,49.72,US,0.201,94.47,470,NA,85,NA,98.09,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001255992,2020-11-15,DC,5D  2B  PCAI PX,1995,55.5,55.55,US,0.209,105.54,505,NA,85,NA,98.03,MB 7094,2020-11-14,0
MB 7094,5316H,SPG240,WORKING,2020-10-31,NA,NA,99.99494652331096,MB 7094,20001256321,2020-11-22,MH,3D  2B  PCAI PX,1989,52.5,52.58,US,0.265,99.9,377,NA,90,NA,98.68,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001256174,2020-11-19,MH,5D  2B  PCAI PX,999,30.8,30.97,US,0.149,58.85,395,NA,80,NA,110.47,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001255821,2020-11-11,DC,3D  2B  PCAI PX,208,13.1,13.17,US,0,25.02,385,NA,80,NA,110.64,MB 7094,2020-11-14,1
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001256458,2020-11-24,MH,3D  2B  PCAI PX,1037,30.2,30.27,US,0.177,57.52,325,NA,80,NA,110.76,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001256758,2020-12-01,DC,3D  2B  PCAI PX,1467,43.2,43.29,US,0.171,82.25,481,NA,80,NA,110.87,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001257126,2020-12-08,JJ,3D  2B  PCAI PX,857,27.8,27.99,US,0.132,53.19,403,NA,85,NA,110.5,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001258136,2020-12-28,MH,3D  2B  PCAI PX,952,33.5,33.6,US,0.114,63.84,560,NA,85,NA,110.98,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001257840,2020-12-22,MH,5D  2B  PCAI PX,1060,30.6,30.63,US,0.183,58.19,318,NA,90,NA,110.68,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001257446,2020-12-15,MH,3D  2B  PCAI PX,666,22,22.09,US,0.128,41.98,328,NA,90,NA,110.5,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001258557,2021-01-05,JJ,3D  2B  PCAI PX,1644,45,45.07,US,0.223,85.63,384,NA,85,NA,111.239,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001255591,2020-11-06,MH,5D  2B  PCAI PX,932,29.2,29.23,US,0.145,55.53,383,NA,80,NA,110.8,MB 7094,2020-11-14,1
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001258889,2021-01-13,JJ,3D  2B  PCAI PX,1129,32.7,32.78,US,0.18,62.28,346,NA,85,NA,109.67,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001259213,2021-01-19,WJ,3D  2B  PCAI PX,1087,29.3,29.44,US,0.235,55.93,238,NA,85,NA,111.01,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001259509,2021-01-25,DC,3D  2B  PCAI PX,2399,64.8,64.86,US,0.237,123.239,520,NA,80,NA,110.849,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001259926,2021-02-02,DC,3D  2B  PCAI PX,1757,49,49.11,US,0.206,93.31,453,NA,80,NA,111.15,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001260692,2021-02-16,WJ,3D  2B  PCAI PX,1726,47.4,47.47,US,0.22,90.2,410,NA,85,NA,111.69,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001261081,2021-02-24,WJ,3D  2B  PCAI PX,1845,51,51.03,US,0.215,96.96,451,NA,85,NA,112.54,MB 7094,2020-11-14,0
MB 7094,5317H,SPG240,WORKING,2020-10-31,NA,NA,112.53759986769985,MB 7094,20001260302,2021-02-09,WJ,5D  2B  PCAI PX,904,29.5,29.53,US,0.132,56.1,425,NA,85,NA,111.33,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001258028,2020-12-24,JJ,5D  2B  PCAI PX,2326,64,64.18,US,0.217,121.95,562,NA,85,NA,99.42,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001258335,2021-01-01,JJ,5D  2B  PCAI PX,2585,65.5,65.64,US,0.338,124.72,369,NA,80,NA,99.57,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001257594,2020-12-17,MH,5D  2B  PCAI PX,1444,40.5,40.62,US,0.201,77.18,384,NA,85,NA,99.6,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001257259,2020-12-11,MH,5D  2B  PCAI PX,1481,43.2,43.38,US,0.175,82.42,471,NA,85,NA,99.6,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001256269,2020-11-20,MH,5D  2B  PCAI PX,1136,32.7,32.72,US,0.185,62.16,336,NA,85,NA,99.94,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001255790,2020-11-10,AR,3D  2B  PCAI PX,748,26.2,26.27,US,0.115,49.91,434,NA,85,NA,100.12,MB 7094,2020-11-14,1
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001256624,2020-11-27,MH,5D  2B  PCAI PX,1083,31.7,31.77,US,0.174,60.37,347,NA,85,NA,99.86,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001256946,2020-12-04,DC,5D  2B  PCAI PX,1447,40.4,40.44,US,0.206,76.83,373,NA,85,NA,99.88,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001259016,2021-01-15,JJ,5D  2B  PCAI PX,2202,58,58.05,US,0.269,110.29,410,NA,85,NA,99.69,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001258719,2021-01-08,DC,5D  2B  PCAI PX,2723,73,73.11,US,0.245,138.91,567,NA,80,NA,99.69,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001259833,2021-01-31,WJ,3D  2B  PCAI PX,NA,0,0,TR,0,35.66,410,38,80,NA,100.239,MB 7094,2020-11-14,0
MB 7094,5395H,SPG240,DEAD,2020-10-31,2021-02-02,29,99.51945005217671,MB 7094,20001259463,2021-01-24,JJ,3D  2B  PCAI PX,NA,0,0,TR,0,19.5,300,38,80,NA,100.099,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001255557,2020-11-05,DC,5D  2B  PCAI PX,875,30,30,US,0.12,57,475,NA,80,NA,106.34,MB 7094,2020-11-14,1
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001257507,2020-12-16,DC,3D  2B  PCAI PX,1406,42.4,42.44,US,0.16,80.64,504,NA,85,NA,105.86,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001257882,2020-12-23,DC,5D  2B  PCAI PX,1326,40.2,40.32,US,0.157,76.61,488,NA,80,NA,105.569,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001258210,2020-12-30,DC,3D  2B  PCAI PX,1188,38.7,38.83,US,0.132,73.78,559,NA,80,NA,105.61,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001256493,2020-11-25,JJ,3D  2B  PCAI PX,1010,31.6,31.67,US,0.145,60.17,415,NA,85,NA,106.08,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001256784,2020-12-02,AR,3D  2B  PCAI PX,536,20.3,20.46,US,0.101,38.88,385,NA,85,NA,106.08,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001255841,2020-11-11,DC,3D  2B  PCAI PX,1012,31.2,31.23,US,0.151,59.34,393,NA,90,NA,106.06,MB 7094,2020-11-14,1
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001256161,2020-11-19,DC,5D  2B  PCAI PX,1553,46.7,46.77,US,0.161,88.87,552,NA,85,NA,105.709,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001257170,2020-12-09,AM,3D  2B  PCAI PX,1841,49.5,49.64,US,0.24,94.32,393,NA,80,NA,105.86,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001260772,2021-02-18,CA,5D  2B  PCAI PX,1487,42,42.18,US,0.195,80.14,411,NA,85,NA,106.349,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001261082,2021-02-24,CA,3D  2B  PCAI PX,1210,36.2,36.28,US,0.163,68.94,423,NA,85,NA,105.52,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001260335,2021-02-10,DC,3D  2B  PCAI PX,1190,36,36.09,US,0.158,68.57,434,NA,85,NA,105.84,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001258596,2021-01-06,DC,3D  2B  PCAI PX,1854,52,52.03,US,0.203,98.86,487,NA,85,NA,105.47,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001259688,2021-01-29,CA,5D  2B  PCAI PX,1022,33.5,33.51,US,0.131,63.66,486,NA,85,NA,105.87,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001259278,2021-01-21,CA,5D  2B  PCAI PX,2101,57.7,57.78,US,0.22,109.78,499,NA,85,NA,105.459,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001258919,2021-01-14,AR,5D  2B  PCAI PX,1546,43.4,43.48,US,0.201,82.61,411,NA,80,NA,104.08,MB 7094,2020-11-14,0
MB 7094,5410H,SPG240,WORKING,2020-10-31,NA,NA,105.51528304297481,MB 7094,20001259982,2021-02-04,CA,5D  2B  PCAI PX,1301,38.2,38.24,US,0.173,72.65,420,NA,80,NA,106.19,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001258721,2021-01-08,MH,5D  2B  PCAI PX,569,22.8,22.95,US,0.094,43.61,464,NA,80,NA,99.77,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001259028,2021-01-15,MH,5D  2B  PCAI PX,1975,51.4,51.41,US,0.289,97.68,338,NA,85,NA,99.36,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001259365,2021-01-22,JJ,5D  2B  PCAI PX,1540,46,46.09,US,0.164,87.57,534,NA,85,NA,100.04,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001259701,2021-01-29,WJ,5D  2B  PCAI PX,1583,48.7,48.72,US,0.152,92.56,609,NA,80,NA,100.55,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001260454,2021-02-11,WJ,5D  2B  PCAI PX,1390,38.2,38.26,US,0.219,72.7,332,NA,85,NA,100.87,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001260097,2021-02-05,WJ,5D  2B  PCAI PX,1351,39.5,39.65,US,0.174,75.34,433,NA,85,NA,100.79,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001260879,2021-02-19,WJ,5D  2B  PCAI PX,1320,41.5,41.62,US,0.143,79.07,553,NA,85,NA,100.61,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001261220,2021-02-25,WJ,5D  2B  PCAI PX,1274,40.2,40.28,US,0.142,76.53,539,NA,85,NA,100.44,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001256253,2020-11-20,MH,5D  2B  PCAI PX,679,23.7,23.85,US,0.115,45.31,394,NA,80,NA,99.26,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001255914,2020-11-12,DC,5D  2B  PCAI PX,1080,35.9,35.96,US,0.127,68.32,538,NA,85,NA,99.82,MB 7094,2020-11-14,1
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001256908,2020-12-04,MH,5D  2B  PCAI PX,1022,31,31.07,US,0.157,59.03,376,NA,85,NA,99.47,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001256602,2020-11-27,MH,5D  2B  PCAI PX,1118,36.7,36.81,US,0.13,69.94,538,NA,80,NA,99.59,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001258245,2020-12-30,DC,3D  2B  PCAI PX,1341,38,38.08,US,0.194,72.36,373,NA,85,NA,99.76,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001258006,2020-12-24,MH,5D  2B  PCAI PX,1280,39.2,39.29,US,0.153,74.66,488,NA,85,NA,99.84,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001257269,2020-12-11,MH,5D  2B  PCAI PX,1220,37.4,37.44,US,0.153,71.14,465,NA,80,NA,99.58,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001257598,2020-12-17,JJ,5D  2B  PCAI PX,1677,49.5,49.57,US,0.17,94.18,554,NA,85,NA,99.58,MB 7094,2020-11-14,0
MB 7094,5411H,SPG240,WORKING,2020-10-31,NA,NA,100.44484137679267,MB 7094,20001255636,2020-11-06,JJ,5D  2B  PCAI PX,739,22,22.02,US,0.166,41.83,252,NA,85,NA,100.239,MB 7094,2020-11-14,1
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001259171,2021-01-18,WJ,3D  2B  PCAI PX,588,19.7,19.74,US,0.125,37.5,300,NA,85,NA,90.58,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001259842,2021-01-31,DC,3D  2B  PCAI PX,613,22.7,22.77,US,0.105,43.26,412,NA,85,NA,90.94,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001260191,2021-02-07,MH,3D  2B  PCAI PX,855,25.8,25.94,US,0.158,49.29,312,NA,85,NA,91.15,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001260732,2021-02-17,DC,3D  2B  PCAI PX,342,12,12.06,US,0.114,22.91,201,NA,85,NA,91.13,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001260572,2021-02-14,DC,3D  2B  PCAI PX,587,19.1,19.17,US,0.132,36.43,276,NA,85,NA,91.4,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001261266,2021-02-26,MH,5D  2B  PCAI PX,454,16.8,16.97,US,0.104,32.24,310,NA,80,NA,91.25,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001256307,2020-11-20,MH,5D  2B  PCAI PX,NA,0,0,TR,0,18.45,205,37,70,NA,91.19,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001256799,2020-12-02,MH,3D  2B  PCAI PX,685,25.8,25.98,US,0.102,49.36,484,NA,80,NA,91.62,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001258109,2020-12-27,JJ,5D  2B  PCAI PX,1058,31.7,31.74,US,0.163,60.31,370,NA,80,NA,91.27,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001257369,2020-12-13,MH,3D  2B  PCAI PX,652,23.5,23.51,US,0.11,44.66,406,NA,85,NA,91.56,MB 7094,2020-11-14,0
MB 7094,5414H,SPG240,WORKING,2020-10-31,NA,NA,91.2474901987433,MB 7094,20001258453,2021-01-03,JJ,3D  2B  PCAI PX,685,21.8,21.93,US,0.138,41.67,302,NA,85,NA,91.68,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001259620,2021-01-28,WJ,5D  2B  PCAI PX,238,10.6,10.65,US,0,20.24,241,NA,85,NA,103.31,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001259316,2021-01-21,WJ,5D  2B  PCAI PX,2158,58.9,58.9,US,0.227,111.91,493,NA,85,NA,103.12,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001258952,2021-01-14,WJ,5D  2B  PCAI PX,2040,57.4,57.47,US,0.2,109.2,546,NA,80,NA,103.18,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001258612,2021-01-06,WJ,3D  2B  PCAI PX,1889,52,52.18,US,0.216,99.14,459,NA,85,NA,102.08,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001260844,2021-02-18,JJ,5D  2B  PCAI PX,1244,36.7,36.72,US,0.171,69.76,408,NA,85,NA,103.489,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001260072,2021-02-05,WJ,5D  2B  PCAI PX,1365,39,39.17,US,0.187,74.42,398,NA,80,NA,103.25,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001260439,2021-02-11,JJ,5D  2B  PCAI PX,1496,39.4,39.46,US,0.268,74.98,280,NA,85,NA,103.599,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001261191,2021-02-25,WJ,5D  2B  PCAI PX,1885,52.7,52.88,US,0.203,100.48,495,NA,85,NA,102.18,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001255609,2020-11-06,JJ,5D  2B  PCAI PX,851,27.7,27.72,US,0.133,52.66,396,NA,85,NA,103.86,MB 7094,2020-11-14,1
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001256853,2020-12-03,MH,5D  2B  PCAI PX,729,26.8,26.94,US,0.106,51.19,483,NA,85,NA,102.959,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001256536,2020-11-26,MH,5D  2B  PCAI PX,1118,31.7,31.71,US,0.195,60.25,309,NA,85,NA,103.209,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001255891,2020-11-12,DC,5D  2B  PCAI PX,833,29.1,29.12,US,0.116,55.33,477,NA,85,NA,103.2,MB 7094,2020-11-14,1
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001256204,2020-11-19,MH,5D  2B  PCAI PX,772,27.6,27.69,US,0.111,52.61,474,NA,85,NA,102.89,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001257183,2020-12-10,MH,5D  2B  PCAI PX,1099,35.5,35.53,US,0.135,67.5,500,NA,90,NA,102.97,MB 7094,2020-11-14,0
MB 7094,5431H,SPG240,WORKING,2020-10-31,NA,NA,102.18025870856177,MB 7094,20001257554,2020-12-17,JJ,5D  2B  PCAI PX,1347,39.2,39.37,US,0.176,74.8,425,NA,90,NA,102.97,MB 7094,2020-11-14,0
