Boar Stud.x,BoarID,Breed,Boar Status,Date_Arrival,Date_Studout,Dispose_Code,Index,Boar Stud.y,Collnum,Col_Date,Tech,Ext_Name,Tot_Ext_Vol,Used_Doses,Dose_Actual,Collection Status,Sperm_Conc,Tot_Sperm,Sem_Vol_Used,TRCODE,Motility,Ext_Batch_Num,EBV,Boar Stud,cutoff,train
MB 7092,4801H,SPG240,DEAD,2020-10-04,2021-01-25,2,101.1392848527933,MB 7092,20001331580,2020-11-13,SW,5D 2B PCAI PX,NA,0,0,TR,0,21.11,391,18,0,NA,100.4,MB 7092,2020-10-18,0
MB 7092,4801H,SPG240,DEAD,2020-10-04,2021-01-25,2,101.1392848527933,MB 7092,20001332082,2020-11-22,JJ,3D 2B PCAI  PX,NA,0,0,TR,0,6.5,100,18,1,NA,100.4,MB 7092,2020-10-18,0
MB 7092,4801H,SPG240,DEAD,2020-10-04,2021-01-25,2,101.1392848527933,MB 7092,20001331250,2020-11-06,FD,5D 2B PCAI PX,NA,0,0,TR,0.101,27.06,268,18,50,NA,100.11,MB 7092,2020-10-18,0
MB 7092,4801H,SPG240,DEAD,2020-10-04,2021-01-25,2,101.1392848527933,MB 7092,20001330718,2020-10-27,FD,3D 2B PCAI  PX,859,0,0,TR,0.141,53.72,381,30,40,NA,100.78,MB 7092,2020-10-18,0
MB 7092,4801H,SPG240,DEAD,2020-10-04,2021-01-25,2,101.1392848527933,MB 7092,20001330256,2020-10-18,AZ,3D 2B PCAI  PX,1986,52.4,52.42,US,0.267,99.59,373,NA,85,NA,100.88,MB 7092,2020-10-18,1
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001335898,2021-02-09,SW,3D 2B PCAI  PX,1572,43.4,43.43,US,0.216,82.51,382,NA,90,NA,106.349,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001336258,2021-02-15,MS,3D 2B PCAI  PX,1192,36.2,36.24,US,0.161,70.67,439,NA,90,NA,106.59,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001336692,2021-02-24,JM,3D 2B PCAI  PX,1693,49.2,49.26,US,0.188,98.51,524,NA,90,NA,106.13,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001333181,2020-12-14,FD,3D 2B PCAI  PX,1697,47.5,47.58,US,0.209,92.79,444,NA,90,NA,104.05,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001333609,2020-12-22,JJ,5D 2B PCAI PX,930,31.2,31.33,US,0.124,59.52,480,NA,90,NA,104.12,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001333953,2020-12-30,JM,3D 2B PCAI  PX,1595,47.5,47.53,US,0.166,90.3,544,NA,90,NA,104.78,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001334246,2021-01-05,JM,3D 2B PCAI  PX,1475,41,41.18,US,0.207,78.24,378,NA,0,NA,104.92,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001335192,2021-01-26,SC,3D 2B PCAI  PX,1439,42.7,42.71,US,0.168,81.14,483,NA,80,NA,106.099,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001335561,2021-02-02,JM,3D 2B PCAI  PX,1322,37.4,37.44,US,0.196,71.14,363,NA,85,NA,106.33,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001334879,2021-01-19,JJ,3D 2B PCAI  PX,1047,31.8,31.98,US,0.155,60.76,392,NA,85,NA,106.209,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001334559,2021-01-12,MS,3D 2B PCAI  PX,1535,41,41.17,US,0.246,78.22,318,NA,80,NA,105.88,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001332454,2020-11-30,FD,3D 2B PCAI  PX,1945,52.2,52.21,US,0.252,101.8,404,NA,85,NA,104.2,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001332827,2020-12-07,FD,3D 2B PCAI  PX,2124,60,60.08,US,0.202,117.16,580,NA,90,NA,103.81,MB 7092,2020-11-28,0
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001332099,2020-11-23,AZ,3D 2B PCAI  PX,1889,51.4,51.46,US,0.235,100.34,427,NA,90,NA,104.54,MB 7092,2020-11-28,1
MB 7092,4823H,SPG240,WORKING,2020-11-14,NA,NA,106.13322069042493,MB 7092,20001331747,2020-11-16,YC,3D 2B PCAI  PX,2346,61.4,61.45,US,0.286,119.83,419,NA,90,NA,104.77,MB 7092,2020-11-28,1
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001329641,2020-10-06,JM,3D 2B PCAI  PX,1365,38.9,39,US,0.19,74.1,390,NA,90,NA,84.6,MB 7092,2020-10-18,1
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001334184,2021-01-04,MS,3D 2B PCAI  PX,1510,41.2,41.27,US,0.226,78.42,347,NA,90,NA,85.33,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001333751,2020-12-24,YC,5D 2B PCAI PX,1308,39.5,39.66,US,0.158,75.36,477,NA,90,NA,84.6,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001333321,2020-12-17,MS,5D 2B PCAI PX,1232,35,35,US,0.199,68.25,343,NA,90,NA,84.25,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001333021,2020-12-11,JJ,5D 2B PCAI PX,1840,49,49.07,US,0.26,95.68,368,NA,90,NA,84.24,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001335880,2021-02-08,YC,3D 2B PCAI  PX,2191,58.9,58.97,US,0.242,112.04,463,NA,90,NA,85.82,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001336618,2021-02-23,YC,3D 2B PCAI  PX,1494,40,40.04,US,0.26,80.08,308,NA,90,NA,86.14,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001336309,2021-02-17,YC,3D 2B PCAI  PX,1985,55.2,55.24,US,0.215,107.709,501,NA,90,NA,85.61,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001334533,2021-01-12,SC,3D 2B PCAI  PX,2220,60.2,60.32,US,0.232,114.599,494,NA,90,NA,84.95,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001334912,2021-01-20,YC,3D 2B PCAI  PX,1902,53.7,53.81,US,0.197,102.239,519,NA,90,NA,86.65,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001335289,2021-01-28,SC,5D 2B PCAI PX,1707,45.9,45.91,US,0.243,87.23,359,NA,85,NA,86.02,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001332585,2020-12-03,MS,5D 2B PCAI PX,1496,44,44.02,US,0.177,85.84,485,NA,90,NA,83.96,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001332242,2020-11-26,MS,5D 2B PCAI PX,2033,54,54.08,US,0.263,105.459,401,NA,90,NA,84.19,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001331439,2020-11-11,MS,3D 2B PCAI  PX,1322,37,37.12,US,0.208,72.38,348,NA,85,NA,84.19,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001331771,2020-11-17,YC,3D 2B PCAI  PX,1522,43.4,43.5,US,0.195,84.82,435,NA,90,NA,84.19,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001330675,2020-10-26,YC,5D 2B PCAI PX,1726,49.5,49.69,US,0.19,96.9,510,NA,90,NA,84.02,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001331165,2020-11-05,YC,5D 2B PCAI PX,1589,46.5,46.52,US,0.18,90.72,504,NA,85,NA,83.36,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001330356,2020-10-20,MS,3D 2B PCAI  PX,667,19.7,19.78,US,0.173,38.57,223,NA,90,NA,83.86,MB 7092,2020-10-18,0
MB 7092,5066H,SPG240,WORKING,2020-10-04,NA,NA,86.14207617012008,MB 7092,20001330032,2020-10-14,FD,3D 2B PCAI  PX,1514,43.5,43.67,US,0.184,82.98,451,NA,90,NA,85.59,MB 7092,2020-10-18,1
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001330151,2020-10-16,FD,5D 2B PCAI PX,516,16.1,16.14,US,0.146,30.66,210,NA,0,NA,92.1,MB 7092,2020-10-18,1
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001331234,2020-11-06,AZ,5D 2B PCAI PX,NA,0,0,TR,0.113,19.21,170,28,90,NA,91.26,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001330876,2020-10-30,FD,5D 2B PCAI PX,662,21.3,21.44,US,0.138,41.81,303,NA,90,NA,92.03,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001330473,2020-10-22,FD,5D 2B PCAI PX,755,23.2,23.29,US,0.155,45.41,293,NA,85,NA,92.11,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001332327,2020-11-27,JM,5D 2B PCAI PX,1686,46.7,46.72,US,0.219,91.1,416,NA,90,NA,90.93,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001332676,2020-12-04,FD,5D 2B PCAI PX,1444,44.9,44.99,US,0.151,87.73,581,NA,90,NA,90.94,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001331587,2020-11-13,JJ,5D 2B PCAI PX,NA,0,0,TR,0.112,13.44,120,18,0,NA,91.1,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001331973,2020-11-20,JM,5D 2B PCAI PX,887,29.1,29.13,US,0.134,56.81,424,NA,90,NA,91.1,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001335488,2021-01-31,JM,3D 2B PCAI  PX,2031,62.4,62.48,US,0.152,118.709,781,NA,80,NA,92.8,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001334816,2021-01-17,JJ,3D 2B PCAI  PX,1528,43,43.05,US,0.2,81.8,409,NA,90,NA,91.39,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001336317,2021-02-17,JM,3D 2B PCAI  PX,1185,35.4,35.49,US,0.168,69.21,412,NA,90,NA,93.13,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001336739,2021-02-25,JM,5D 2B PCAI PX,1181,39.4,39.43,US,0.133,78.86,593,NA,90,NA,93.08,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001335855,2021-02-08,SC,3D 2B PCAI  PX,1346,38.7,38.83,US,0.184,73.78,401,NA,90,NA,92.92,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001333057,2020-12-11,FD,5D 2B PCAI PX,1692,47.7,47.86,US,0.202,93.32,462,NA,90,NA,91.1,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001333604,2020-12-22,JJ,5D 2B PCAI PX,2122,56,56.13,US,0.264,106.65,404,NA,90,NA,90.77,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001334167,2021-01-03,JM,3D 2B PCAI  PX,NA,0,0,TR,0.285,177.55,623,30,90,NA,91.48,MB 7092,2020-10-18,0
MB 7092,5075H,SPG240,WORKING,2020-10-04,NA,NA,93.07601057094104,MB 7092,20001329839,2020-10-09,FD,5D 2B PCAI PX,NA,0,0,TR,0.23,37.03,161,30,80,NA,92.55,MB 7092,2020-10-18,1
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001332786,2020-12-06,FD,3D 2B PCAI  PX,1120,34.9,34.92,US,0.151,68.1,451,NA,90,NA,100.89,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001332418,2020-11-29,FD,3D 2B PCAI  PX,1312,38,38.19,US,0.183,74.48,407,NA,85,NA,101.02,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001331768,2020-11-17,MS,3D 2B PCAI  PX,843,25.5,25.58,US,0.162,49.89,308,NA,0,NA,101.19,MB 7092,2020-11-28,1
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001335517,2021-02-01,MS,3D 2B PCAI  PX,1061,29.5,29.51,US,0.21,56.07,267,NA,90,NA,103.25,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001335175,2021-01-25,YC,3D 2B PCAI  PX,1205,36.7,36.88,US,0.154,70.07,455,NA,90,NA,103.01,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001334512,2021-01-11,SC,3D 2B PCAI  PX,943,28.6,28.67,US,0.157,54.47,347,NA,85,NA,101.54,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001334837,2021-01-18,MS,3D 2B PCAI  PX,1441,39,39.12,US,0.233,74.32,319,NA,85,NA,102.599,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001335875,2021-02-08,SC,3D 2B PCAI  PX,1267,39.9,39.96,US,0.143,75.93,531,NA,90,NA,103.12,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001336237,2021-02-15,SW,3D 2B PCAI  PX,1126,31.2,31.27,US,0.217,60.97,281,NA,90,NA,102.62,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001336605,2021-02-22,JM,3D 2B PCAI  PX,489,17.6,17.62,US,0.113,34.35,304,NA,90,NA,102.959,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001333128,2020-12-13,YC,3D 2B PCAI  PX,1206,34.2,34.32,US,0.198,66.92,338,NA,90,NA,100.68,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001333807,2020-12-27,YC,3D 2B PCAI  PX,1111,33.5,33.68,US,0.158,63.99,405,NA,85,NA,101.08,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001333464,2020-12-20,SC,3D 2B PCAI  PX,1430,44.5,44.69,US,0.15,87.15,581,NA,85,NA,101.16,MB 7092,2020-11-28,0
MB 7092,5187H,SPG240,WORKING,2020-11-14,NA,NA,102.96493649004236,MB 7092,20001334215,2021-01-04,SC,3D 2B PCAI  PX,1180,34,34.09,US,0.183,64.78,354,NA,85,NA,101.599,MB 7092,2020-11-28,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001331060,2020-11-03,JM,3D 2B PCAI  PX,733,22.8,22.92,US,0.15,44.7,298,NA,80,NA,86.83,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001330463,2020-10-22,FD,5D 2B PCAI PX,NA,0,0,TR,0,19.04,272,29,85,NA,86.36,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001330193,2020-10-16,AZ,5D 2B PCAI PX,NA,0,0,TR,0.146,35.62,244,30,70,NA,84.52,MB 7092,2020-10-18,1
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001332810,2020-12-07,JM,3D 2B PCAI  PX,1303,41,41.17,US,0.146,80.29,550,NA,90,NA,86.36,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001332479,2020-11-30,JJ,3D 2B PCAI  PX,596,19.6,19.64,US,0.133,38.3,288,NA,85,NA,86.12,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001331750,2020-11-16,JJ,3D 2B PCAI  PX,1358,37.9,37.98,US,0.211,74.06,351,NA,80,NA,87.14,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001332122,2020-11-23,FD,3D 2B PCAI  PX,1455,40.9,40.99,US,0.205,79.94,390,NA,85,NA,86.3,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001334805,2021-01-17,JM,3D 2B PCAI  PX,1811,52.5,52.66,US,0.179,100.06,559,NA,85,NA,85.63,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001335141,2021-01-24,JM,3D 2B PCAI  PX,1381,42,42.17,US,0.155,80.13,517,NA,85,NA,84.37,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001334393,2021-01-08,MS,5D 2B PCAI PX,1930,54.5,54.5,US,0.198,103.55,523,NA,90,NA,86.31,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001336806,2021-02-26,MS,5D 2B PCAI PX,1540,45.4,45.45,US,0.18,90.9,505,NA,85,NA,85.46,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001336428,2021-02-19,JM,5D 2B PCAI PX,NA,0,0,TR,0.12,76.92,641,28,85,NA,84.8,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001336092,2021-02-12,JJ,5D 2B PCAI PX,1806,49.9,49.98,US,0.22,97.46,443,NA,85,NA,84.65,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001335760,2021-02-05,SC,5D 2B PCAI PX,2803,81.3,81.38,US,0.18,154.62,859,NA,85,NA,85.09,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001329877,2020-10-11,FM,3D 2B PCAI  PX,NA,0,0,TR,0.15,27,180,30,50,NA,85.93,MB 7092,2020-10-18,1
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001333524,2020-12-21,MS,3D 2B PCAI  PX,1804,51,51.12,US,0.201,99.69,496,NA,90,NA,86.3,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001333875,2020-12-28,MS,3D 2B PCAI  PX,1811,50.5,50.63,US,0.206,96.2,467,NA,90,NA,86.08,MB 7092,2020-10-18,0
MB 7092,5263H,SPG240,WORKING,2020-10-04,NA,NA,85.46428694110877,MB 7092,20001333176,2020-12-14,FD,3D 2B PCAI  PX,1910,55.9,55.99,US,0.179,109.19,610,NA,90,NA,86.11,MB 7092,2020-10-18,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001333232,2020-12-15,MS,3D 2B PCAI  PX,1277,40.2,40.25,US,0.147,78.49,534,NA,85,NA,104.099,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001332875,2020-12-08,YC,3D 2B PCAI  PX,NA,0,0,TR,0.199,74.42,374,30,85,NA,104.4,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001333583,2020-12-22,SC,3D 2B PCAI  PX,1485,45.4,45.47,US,0.154,86.39,561,NA,85,NA,103.959,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001334146,2021-01-03,SC,3D 2B PCAI  PX,2507,68.8,68.86,US,0.221,130.83,592,NA,90,NA,103.78,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001335805,2021-02-07,JM,3D 2B PCAI  PX,2332,66.6,66.74,US,0.189,126.81,671,NA,85,NA,104.41,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001336112,2021-02-12,EC,5D 2B PCAI PX,1981,55.2,55.2,US,0.214,107.64,503,NA,85,NA,104.27,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001336407,2021-02-18,MS,5D 2B PCAI PX,2143,65.5,65.63,US,0.158,127.98,810,NA,90,NA,103.97,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001336776,2021-02-25,YC,5D 2B PCAI PX,2151,63,63.13,US,0.183,126.27,690,NA,90,NA,104.41,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001334463,2021-01-10,SC,3D 2B PCAI  PX,2040,62,62.15,US,0.156,118.09,757,NA,90,NA,103.67,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001335128,2021-01-24,YC,3D 2B PCAI  PX,3502,92,92.01,US,0.274,174.81,638,NA,90,NA,103.88,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001335451,2021-01-31,MS,3D 2B PCAI  PX,2731,72.5,72.63,US,0.257,138,537,NA,90,NA,104.29,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001334765,2021-01-17,SC,3D 2B PCAI  PX,2017,59.7,59.86,US,0.168,113.73,677,NA,90,NA,105.15,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001332529,2020-12-01,AZ,3D 2B PCAI  PX,1030,30.8,30.98,US,0.166,60.42,364,NA,85,NA,103.78,MB 7092,2020-11-28,0
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001332167,2020-11-24,YC,3D 2B PCAI  PX,865,27.1,27.12,US,0.149,52.89,355,NA,90,NA,103.66,MB 7092,2020-11-28,1
MB 7092,5264H,SPG240,WORKING,2020-11-14,NA,NA,104.41422271258585,MB 7092,20001331821,2020-11-18,FM,3D 2B PCAI  PX,1120,35.2,35.28,US,0.147,68.79,468,NA,90,NA,103.3,MB 7092,2020-11-28,1
MB 7092,5288H,SPG240,WORKING,2020-10-04,NA,NA,100.85277783085456,MB 7092,20001331426,2020-11-10,JM,3D 2B PCAI  PX,954,32.4,32.44,US,0.125,63.25,506,NA,90,NA,99.98,MB 7092,2020-10-18,0
MB 7092,5288H,SPG240,WORKING,2020-10-04,NA,NA,100.85277783085456,MB 7092,20001331799,2020-11-17,YC,3D 2B PCAI  PX,921,30.2,30.24,US,0.134,58.96,440,NA,90,NA,99.98,MB 7092,2020-10-18,0
MB 7092,5288H,SPG240,WORKING,2020-10-04,NA,NA,100.85277783085456,MB 7092,20001332168,2020-11-24,MS,3D 2B PCAI  PX,1223,34.5,34.52,US,0.204,67.32,330,NA,90,NA,100.069,MB 7092,2020-10-18,0
MB 7092,5288H,SPG240,WORKING,2020-10-04,NA,NA,100.85277783085456,MB 7092,20001335613,2021-02-03,SC,3D 2B PCAI  PX,1045,32,32.16,US,0.152,61.1,402,NA,90,NA,100.58,MB 7092,2020-10-18,0
MB 7092,5288H,SPG240,WORKING,2020-10-04,NA,NA,100.85277783085456,MB 7092,20001334988,2021-01-21,JJ,5D 2B PCAI PX,504,13.6,13.67,US,0.234,25.97,111,NA,85,NA,100.05,MB 7092,2020-10-18,0
MB 7092,5288H,SPG240,WORKING,2020-10-04,NA,NA,100.85277783085456,MB 7092,20001334683,2021-01-14,JJ,5D 2B PCAI PX,939,26.2,26.24,US,0.206,49.85,242,NA,85,NA,98.53,MB 7092,2020-10-18,0
MB 7092,5288H,SPG240,WORKING,2020-10-04,NA,NA,100.85277783085456,MB 7092,20001336347,2021-02-17,MS,3D 2B PCAI  PX,861,25.1,25.1,US,0.182,48.95,269,NA,90,NA,101.45,MB 7092,2020-10-18,0
MB 7092,5288H,SPG240,WORKING,2020-10-04,NA,NA,100.85277783085456,MB 7092,20001335960,2021-02-10,JM,3D 2B PCAI  PX,634,20.8,20.98,US,0.132,40.92,310,NA,90,NA,101.31,MB 7092,2020-10-18,0
