Employee Home Business Unit,Employee Home Business Unit Desc.,Employee Number,Employee Job Type Description,Pay Per Date,Pay Type,Pay Type Description,Hours,Employee Pay Class Description
49370,High Desert Boar Stud,3366529,Production Mgr Trainee 1 Certf,8/7/2022,1,Regular,84.75,Hourly
49370,High Desert Boar Stud,3366529,Production Mgr Trainee 1 Certf,8/7/2022,12,Premium,8.22,Hourly
49370,High Desert Boar Stud,3394135,Production Mgr Trainee 1,8/7/2022,1,Regular,80.98,Hourly
49370,High Desert Boar Stud,3394135,Production Mgr Trainee 1,8/7/2022,12,Premium,8.22,Hourly
49770,Colorado Boar Stud,776837,AI Courier,8/7/2022,1,Regular,11.93,Hourly
49770,Colorado Boar Stud,776837,AI Courier,8/7/2022,4,Non-Worked,12.07,Hourly
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,8/7/2022,1,Regular,72,Salaried
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,8/7/2022,30,Holiday,8,Salaried
49770,Colorado Boar Stud,1938582,Herdsperson 4 (Hourly),8/7/2022,1,Regular,86.45,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1 HOD,8/7/2022,1,Regular,86.38,Hourly
49770,Colorado Boar Stud,3385337,Production Mgr Trainee 1,8/7/2022,1,Regular,88.3,Hourly
49770,Colorado Boar Stud,3385337,Production Mgr Trainee 1,8/7/2022,12,Premium,31.22,Hourly
2874,AI Lab-Cyclone 2874,802455,Boar Stud Mgr.,8/21/2022,1,Regular,64,Salaried
2874,AI Lab-Cyclone 2874,802455,Boar Stud Mgr.,8/21/2022,30,Holiday,16,Salaried
2874,AI Lab-Cyclone 2874,3344620,Herdsperson 4 (Hourly),8/21/2022,1,Regular,90.42,Hourly
2874,AI Lab-Cyclone 2874,3344620,Herdsperson 4 (Hourly),8/21/2022,12,Premium,3.1,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 1 (Hourly),8/21/2022,1,Regular,90.65,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 1 (Hourly),8/21/2022,12,Premium,3.1,Hourly
2874,AI Lab-Cyclone 2874,3375574,Herdsperson 4 (Hourly),8/21/2022,1,Regular,74.62,Hourly
2874,AI Lab-Cyclone 2874,3375574,Herdsperson 4 (Hourly),8/21/2022,99,PTO,8,Hourly
2874,AI Lab-Cyclone 2874,3378304,Herdsperson 4 (Hourly),8/21/2022,1,Regular,99.07,Hourly
2874,AI Lab-Cyclone 2874,3378304,Herdsperson 4 (Hourly),8/21/2022,12,Premium,3.53,Hourly
2874,AI Lab-Cyclone 2874,3383365,Herdsperson 4 (Hourly),8/21/2022,1,Regular,114.75,Hourly
2874,AI Lab-Cyclone 2874,3383365,Herdsperson 4 (Hourly),8/21/2022,12,Premium,14.73,Hourly
2874,AI Lab-Cyclone 2874,3393712,Herdsperson 3 (Hourly),8/21/2022,1,Regular,83.17,Hourly
2874,AI Lab-Cyclone 2874,3393712,Herdsperson 3 (Hourly),8/21/2022,99,PTO,8,Hourly
2874,AI Lab-Cyclone 2874,3399459,AI Courier,8/21/2022,1,Regular,37.68,Hourly
2874,AI Lab-Cyclone 2874,3403278,Herdsperson 1 (Hourly),8/21/2022,1,Regular,79.63,Hourly
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,8/21/2022,1,Regular,80,Salaried
3470,AI Lab-Cimarron 3470,985941,Boar Stud HOD 2 (Hourly),8/21/2022,1,Regular,84.47,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),8/21/2022,1,Regular,100.57,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),8/21/2022,12,Premium,16.85,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),8/21/2022,99,PTO,4,Hourly
3470,AI Lab-Cimarron 3470,2184097,AI Courier,8/21/2022,1,Regular,80.23,Hourly
3470,AI Lab-Cimarron 3470,3319059,Herdsperson 4 (Hourly),8/21/2022,1,Regular,90.55,Hourly
3470,AI Lab-Cimarron 3470,3319059,Herdsperson 4 (Hourly),8/21/2022,12,Premium,16.8,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 4 (Hourly),8/21/2022,1,Regular,85.9,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 4 (Hourly),8/21/2022,12,Premium,12.1,Hourly
3470,AI Lab-Cimarron 3470,3387166,Herdsperson 3 (Hourly),8/21/2022,1,Regular,79.2,Hourly
3470,AI Lab-Cimarron 3470,3387166,Herdsperson 3 (Hourly),8/21/2022,12,Premium,6.42,Hourly
3470,AI Lab-Cimarron 3470,3393226,Herdsperson 3 (Hourly),8/21/2022,1,Regular,103.65,Hourly
3470,AI Lab-Cimarron 3470,3393226,Herdsperson 3 (Hourly),8/21/2022,12,Premium,20.03,Hourly
3470,AI Lab-Cimarron 3470,3393676,AI Courier,8/21/2022,1,Regular,37.95,Hourly
3470,AI Lab-Cimarron 3470,3402792,Herdsperson Trainee/Laborer,8/21/2022,1,Regular,76.58,Hourly
7068,Farm 7068-AI,1048903,Boar Stud Mgr.,8/21/2022,1,Regular,57,Salaried
7068,Farm 7068-AI,1048903,Boar Stud Mgr.,8/21/2022,99,PTO,23,Salaried
7068,Farm 7068-AI,1365358,Boar Stud Asst Manager (H),8/21/2022,1,Regular,57.27,Hourly
7068,Farm 7068-AI,1365358,Boar Stud Asst Manager (H),8/21/2022,12,Premium,0.87,Hourly
7068,Farm 7068-AI,1365358,Boar Stud Asst Manager (H),8/21/2022,99,PTO,38.17,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),8/21/2022,1,Regular,60.05,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),8/21/2022,12,Premium,1.57,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),8/21/2022,99,PTO,19.2,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),8/21/2022,1,Regular,59.97,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),8/21/2022,12,Premium,2.4,Hourly
7068,Farm 7068-AI,3396306,Herdsperson Trainee/Laborer,8/21/2022,1,Regular,59.6,Hourly
7068,Farm 7068-AI,3396306,Herdsperson Trainee/Laborer,8/21/2022,12,Premium,1.07,Hourly
7069,Farm 7069-AI,787122,Herdsperson Trainee/Laborer,8/21/2022,1,Regular,51.97,Hourly
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Hourly),8/21/2022,1,Regular,115.75,Hourly
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Hourly),8/21/2022,12,Premium,22.63,Hourly
7069,Farm 7069-AI,3310840,Boar Stud Mgr.,8/21/2022,1,Regular,80,Salaried
7069,Farm 7069-AI,3349479,Boar Stud Asst Manager (H),8/21/2022,1,Regular,93.37,Hourly
7069,Farm 7069-AI,3349479,Boar Stud Asst Manager (H),8/21/2022,12,Premium,8.77,Hourly
7069,Farm 7069-AI,3400672,Production Mgr Trainee 1,8/21/2022,1,Regular,110.85,Hourly
7069,Farm 7069-AI,3400672,Production Mgr Trainee 1,8/21/2022,12,Premium,20.08,Hourly
7069,Farm 7069-AI,3400673,Production Mgr Trainee 1,8/21/2022,1,Regular,111.02,Hourly
7069,Farm 7069-AI,3400673,Production Mgr Trainee 1,8/21/2022,12,Premium,20.27,Hourly
7081,Deercroft Boar Stud,100820,Herdsperson 4 (Hourly),8/21/2022,1,Regular,26.82,Hourly
7081,Deercroft Boar Stud,100820,Herdsperson 4 (Hourly),8/21/2022,99,PTO,57.6,Hourly
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,8/21/2022,1,Regular,80,Salaried
7081,Deercroft Boar Stud,3306856,Herdsperson 2 (Hourly),8/21/2022,1,Regular,91.53,Hourly
7081,Deercroft Boar Stud,3306856,Herdsperson 2 (Hourly),8/21/2022,12,Premium,9.77,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),8/21/2022,1,Regular,76.68,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),8/21/2022,12,Premium,9.58,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),8/21/2022,99,PTO,7.46,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),8/21/2022,1,Regular,87.77,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),8/21/2022,1,Regular,-81.3,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),8/21/2022,1,Regular,81.3,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),8/21/2022,12,Premium,8.93,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),8/21/2022,30,Holiday,9.6,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),8/21/2022,30,Holiday,-9.6,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),8/21/2022,99,PTO,-9.6,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),8/21/2022,99,PTO,9.6,Hourly
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Hourly),8/21/2022,1,Regular,96.52,Hourly
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Hourly),8/21/2022,12,Premium,18.2,Hourly
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,8/21/2022,1,Regular,56,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,8/21/2022,99,PTO,24,Salaried
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),8/21/2022,1,Regular,83.73,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),8/21/2022,12,Premium,7.47,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),8/21/2022,99,PTO,4,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 4 (Hourly),8/21/2022,1,Regular,89.58,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 4 (Hourly),8/21/2022,12,Premium,6.6,Hourly
7082,Laurel Hill Boar Stud,3346720,Herdsperson 4 (Hourly),8/21/2022,1,Regular,92.73,Hourly
7082,Laurel Hill Boar Stud,3346720,Herdsperson 4 (Hourly),8/21/2022,12,Premium,16.33,Hourly
7092,Askin Boar Stud,689291,Boar Stud HOD 1 (Hourly),8/21/2022,1,Regular,113.58,Hourly
7092,Askin Boar Stud,689291,Boar Stud HOD 1 (Hourly),8/21/2022,12,Premium,20.12,Hourly
7092,Askin Boar Stud,714927,Boar Stud Mgr.,8/21/2022,1,Regular,56,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,8/21/2022,30,Holiday,16,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,8/21/2022,99,PTO,8,Salaried
7092,Askin Boar Stud,1066696,Production Mgr Trainee 2 Cert,8/21/2022,1,Regular,105.7,Hourly
7092,Askin Boar Stud,1066696,Production Mgr Trainee 2 Cert,8/21/2022,12,Premium,24.18,Hourly
7092,Askin Boar Stud,1123529,Production Mgr Trainee 2 Cert,8/21/2022,1,Regular,104.87,Hourly
7092,Askin Boar Stud,1123529,Production Mgr Trainee 2 Cert,8/21/2022,12,Premium,22.5,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,8/21/2022,1,Regular,104.37,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,8/21/2022,12,Premium,14.92,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,8/21/2022,30,Holiday,9.6,Hourly
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,8/21/2022,99,PTO,14.4,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 4 (Hourly),8/21/2022,1,Regular,101.07,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 4 (Hourly),8/21/2022,12,Premium,19.37,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 4 (Hourly),8/21/2022,99,PTO,9.6,Hourly
7092,Askin Boar Stud,2141681,Production Mgr Trainee 2 Cert,8/21/2022,1,Regular,112.43,Hourly
7092,Askin Boar Stud,2141681,Production Mgr Trainee 2 Cert,8/21/2022,12,Premium,19.98,Hourly
7092,Askin Boar Stud,3321493,Production Mgr Trainee 2 (H),8/21/2022,1,Regular,62.35,Hourly
7092,Askin Boar Stud,3321493,Production Mgr Trainee 2 (H),8/21/2022,12,Premium,13,Hourly
7092,Askin Boar Stud,3321493,Production Mgr Trainee 2 (H),8/21/2022,99,PTO,19.2,Hourly
7092,Askin Boar Stud,3369301,Production Mgr Trainee 1 Certf,8/21/2022,1,Regular,98.08,Hourly
7092,Askin Boar Stud,3369301,Production Mgr Trainee 1 Certf,8/21/2022,12,Premium,15.92,Hourly
7092,Askin Boar Stud,3387717,Herdsperson Trainee/Laborer,8/21/2022,1,Regular,51.08,Hourly
7092,Askin Boar Stud,3394661,Production Mgr Trainee 1,8/21/2022,1,Regular,105,Hourly
7092,Askin Boar Stud,3394661,Production Mgr Trainee 1,8/21/2022,12,Premium,12.82,Hourly
7093,Martin County Boar Stud,903716,Herdsperson 4 (Hourly),8/21/2022,99,PTO,19.2,Hourly
7093,Martin County Boar Stud,1226601,Boar Stud Mgr.,8/21/2022,1,Regular,80,Salaried
7093,Martin County Boar Stud,2099936,Herdsperson 4 (Hourly),8/21/2022,1,Regular,130.63,Hourly
7093,Martin County Boar Stud,2099936,Herdsperson 4 (Hourly),8/21/2022,12,Premium,21.22,Hourly
7093,Martin County Boar Stud,3300775,Production Mgr Trainee 1,8/21/2022,1,Regular,117.23,Hourly
7093,Martin County Boar Stud,3300775,Production Mgr Trainee 1,8/21/2022,12,Premium,9.75,Hourly
7093,Martin County Boar Stud,3306937,Production Mgr Trainee 1 Certf,8/21/2022,1,Regular,142.57,Hourly
7093,Martin County Boar Stud,3306937,Production Mgr Trainee 1 Certf,8/21/2022,12,Premium,41.9,Hourly
7093,Martin County Boar Stud,3310111,Production Mgr Trainee 1 Certf,8/21/2022,1,Regular,131.43,Hourly
7093,Martin County Boar Stud,3310111,Production Mgr Trainee 1 Certf,8/21/2022,12,Premium,41.97,Hourly
7093,Martin County Boar Stud,3311229,Herdsperson 3 (Hourly),8/21/2022,1,Regular,120.02,Hourly
7093,Martin County Boar Stud,3311229,Herdsperson 3 (Hourly),8/21/2022,12,Premium,21.07,Hourly
7093,Martin County Boar Stud,3337191,Herdsperson 4 (Hourly),8/21/2022,1,Regular,55.87,Hourly
7093,Martin County Boar Stud,3337191,Herdsperson 4 (Hourly),8/21/2022,30,Holiday,19.2,Hourly
7093,Martin County Boar Stud,3337191,Herdsperson 4 (Hourly),8/21/2022,99,PTO,28.8,Hourly
7093,Martin County Boar Stud,3338887,Production Mgr Trainee 1,8/21/2022,1,Regular,142.43,Hourly
7093,Martin County Boar Stud,3338887,Production Mgr Trainee 1,8/21/2022,12,Premium,33.12,Hourly
7093,Martin County Boar Stud,3374494,Production Mgr Trainee 1,8/21/2022,1,Regular,117.67,Hourly
7093,Martin County Boar Stud,3374494,Production Mgr Trainee 1,8/21/2022,12,Premium,17.35,Hourly
8230,GIF-Boar Stud,1168643,Herdsperson 4 (Hourly),8/21/2022,1,Regular,,Hourly
8230,GIF-Boar Stud,1173067,AI Courier,8/21/2022,1,Regular,88.58,Hourly
8230,GIF-Boar Stud,1173067,AI Courier,8/21/2022,99,PTO,6,Hourly
8230,GIF-Boar Stud,2121839,AI Courier,8/21/2022,1,Regular,28.82,Hourly
8230,GIF-Boar Stud,3398257,AI Courier,8/21/2022,1,Regular,,Hourly
49170,Boar Stud  49170,789507,Boar Stud Mgr.,8/21/2022,1,Regular,72,Salaried
49170,Boar Stud  49170,789507,Boar Stud Mgr.,8/21/2022,99,PTO,8,Salaried
49170,Boar Stud  49170,789809,Herdsperson 4 (Hourly),8/21/2022,1,Regular,75.38,Hourly
49170,Boar Stud  49170,789809,Herdsperson 4 (Hourly),8/21/2022,99,PTO,10,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Hourly),8/21/2022,1,Regular,75.83,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Hourly),8/21/2022,12,Premium,11.58,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Hourly),8/21/2022,99,PTO,20,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,8/21/2022,1,Regular,89.07,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,8/21/2022,12,Premium,13.48,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,8/21/2022,99,PTO,4,Hourly
49170,Boar Stud  49170,1291319,Boar Stud Asst Manager (H),8/21/2022,1,Regular,61.42,Hourly
49170,Boar Stud  49170,1291319,Boar Stud Asst Manager (H),8/21/2022,99,PTO,19,Hourly
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,8/21/2022,99,PTO,68,Hourly
49370,High Desert Boar Stud,3301684,Boar Stud Mgr.,8/21/2022,1,Regular,72,Salaried
49370,High Desert Boar Stud,3301684,Boar Stud Mgr.,8/21/2022,30,Holiday,8,Salaried
49370,High Desert Boar Stud,3357155,Production Mgr Trainee 1 Certf,8/21/2022,1,Regular,92.53,Hourly
49370,High Desert Boar Stud,3357155,Production Mgr Trainee 1 Certf,8/21/2022,12,Premium,8.13,Hourly
49370,High Desert Boar Stud,3366053,Production Mgr Trainee 1 Certf,8/21/2022,1,Regular,88.78,Hourly
49370,High Desert Boar Stud,3366053,Production Mgr Trainee 1 Certf,8/21/2022,12,Premium,8.12,Hourly
49370,High Desert Boar Stud,3366529,Production Mgr Trainee 1 Certf,8/21/2022,1,Regular,92.63,Hourly
49370,High Desert Boar Stud,3366529,Production Mgr Trainee 1 Certf,8/21/2022,12,Premium,8.28,Hourly
49370,High Desert Boar Stud,3394135,Production Mgr Trainee 1,8/21/2022,1,Regular,88.55,Hourly
49370,High Desert Boar Stud,3394135,Production Mgr Trainee 1,8/21/2022,12,Premium,8.05,Hourly
49770,Colorado Boar Stud,776837,AI Courier,8/21/2022,1,Regular,9.2,Hourly
49770,Colorado Boar Stud,776837,AI Courier,8/21/2022,4,Non-Worked,7.8,Hourly
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,8/21/2022,1,Regular,76,Salaried
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,8/21/2022,99,PTO,4,Salaried
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,8/21/2022,553,Qrtly Bonus,,Salaried
49770,Colorado Boar Stud,1938582,Herdsperson 4 (Hourly),8/21/2022,1,Regular,87.28,Hourly
49770,Colorado Boar Stud,1938582,Herdsperson 4 (Hourly),8/21/2022,12,Premium,31.35,Hourly
49770,Colorado Boar Stud,1938582,Herdsperson 4 (Hourly),8/21/2022,553,Qrtly Bonus,,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1 HOD,8/21/2022,1,Regular,69.9,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1 HOD,8/21/2022,99,PTO,16,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1 HOD,8/21/2022,553,Qrtly Bonus,,Hourly
49770,Colorado Boar Stud,3385337,Production Mgr Trainee 1,8/21/2022,1,Regular,85.25,Hourly
2874,AI Lab-Cyclone 2874,789074,Boar Stud HOD 2 (Hourly),9/4/2022,1,Regular,80,Hourly
2874,AI Lab-Cyclone 2874,802455,Boar Stud Mgr.,9/4/2022,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,3344620,Herdsperson 4 (Hourly),9/4/2022,1,Regular,86.73,Hourly
2874,AI Lab-Cyclone 2874,3344620,Herdsperson 4 (Hourly),9/4/2022,12,Premium,12.28,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 1 (Hourly),9/4/2022,1,Regular,95.35,Hourly
2874,AI Lab-Cyclone 2874,3344621,Herdsperson 1 (Hourly),9/4/2022,12,Premium,12.28,Hourly
2874,AI Lab-Cyclone 2874,3375574,Herdsperson 4 (Hourly),9/4/2022,1,Regular,67.4,Hourly
2874,AI Lab-Cyclone 2874,3375574,Herdsperson 4 (Hourly),9/4/2022,99,PTO,16,Hourly
2874,AI Lab-Cyclone 2874,3378304,Herdsperson 4 (Hourly),9/4/2022,1,Regular,90.95,Hourly
2874,AI Lab-Cyclone 2874,3383365,Herdsperson 4 (Hourly),9/4/2022,1,Regular,90.12,Hourly
2874,AI Lab-Cyclone 2874,3383365,Herdsperson 4 (Hourly),9/4/2022,12,Premium,1.67,Hourly
2874,AI Lab-Cyclone 2874,3393712,Herdsperson 3 (Hourly),9/4/2022,1,Regular,77.97,Hourly
2874,AI Lab-Cyclone 2874,3393712,Herdsperson 3 (Hourly),9/4/2022,12,Premium,7.32,Hourly
2874,AI Lab-Cyclone 2874,3399459,AI Courier,9/4/2022,1,Regular,34.83,Hourly
2874,AI Lab-Cyclone 2874,3403278,Herdsperson 1 (Hourly),9/4/2022,1,Regular,83.92,Hourly
2874,AI Lab-Cyclone 2874,3403278,Herdsperson 1 (Hourly),9/4/2022,12,Premium,7.32,Hourly
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,9/4/2022,1,Regular,72,Salaried
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,9/4/2022,99,PTO,8,Salaried
3470,AI Lab-Cimarron 3470,985941,Boar Stud HOD 2 (Hourly),9/4/2022,1,Regular,94.88,Hourly
3470,AI Lab-Cimarron 3470,985941,Boar Stud HOD 2 (Hourly),9/4/2022,4,Non-Worked,6,Hourly
3470,AI Lab-Cimarron 3470,985941,Boar Stud HOD 2 (Hourly),9/4/2022,12,Premium,11.93,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),9/4/2022,1,Regular,106.57,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),9/4/2022,12,Premium,16.43,Hourly
3470,AI Lab-Cimarron 3470,2184097,AI Courier,9/4/2022,1,Regular,79.7,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 4 (Hourly),9/4/2022,1,Regular,87.6,Hourly
3470,AI Lab-Cimarron 3470,3362460,Herdsperson 4 (Hourly),9/4/2022,12,Premium,11.85,Hourly
3470,AI Lab-Cimarron 3470,3387166,Herdsperson 3 (Hourly),9/4/2022,1,Regular,89.6,Hourly
3470,AI Lab-Cimarron 3470,3387166,Herdsperson 3 (Hourly),9/4/2022,12,Premium,5.92,Hourly
3470,AI Lab-Cimarron 3470,3393226,Herdsperson 3 (Hourly),9/4/2022,1,Regular,76,Hourly
3470,AI Lab-Cimarron 3470,3393676,AI Courier,9/4/2022,1,Regular,37.92,Hourly
3470,AI Lab-Cimarron 3470,3402792,Herdsperson Trainee/Laborer,9/4/2022,1,Regular,71.62,Hourly
3470,AI Lab-Cimarron 3470,3404531,Herdsperson Trainee/Laborer,9/4/2022,1,Regular,47.08,Hourly
7068,Farm 7068-AI,1048903,Boar Stud Mgr.,9/4/2022,1,Regular,48,Salaried
7068,Farm 7068-AI,1048903,Boar Stud Mgr.,9/4/2022,99,PTO,32,Salaried
7068,Farm 7068-AI,1365358,Boar Stud Asst Manager (H),9/4/2022,1,Regular,89.72,Hourly
7068,Farm 7068-AI,1365358,Boar Stud Asst Manager (H),9/4/2022,12,Premium,1.6,Hourly
7068,Farm 7068-AI,1365358,Boar Stud Asst Manager (H),9/4/2022,99,PTO,4,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),9/4/2022,1,Regular,74.23,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),9/4/2022,12,Premium,0.98,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 4 (Hourly),9/4/2022,99,PTO,6,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),9/4/2022,1,Regular,67.2,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),9/4/2022,12,Premium,5.52,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 4 (Hourly),9/4/2022,99,PTO,13.6,Hourly
7068,Farm 7068-AI,3396306,Herdsperson Trainee/Laborer,9/4/2022,1,Regular,65.42,Hourly
7068,Farm 7068-AI,3396306,Herdsperson Trainee/Laborer,9/4/2022,12,Premium,1.53,Hourly
7068,Farm 7068-AI,3396306,Herdsperson Trainee/Laborer,9/4/2022,99,PTO,9.6,Hourly
7069,Farm 7069-AI,787122,Herdsperson Trainee/Laborer,9/4/2022,1,Regular,56.05,Hourly
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Hourly),9/4/2022,1,Regular,103.52,Hourly
7069,Farm 7069-AI,797573,Boar Stud HOD 1 (Hourly),9/4/2022,12,Premium,20.85,Hourly
7069,Farm 7069-AI,3310840,Boar Stud Mgr.,9/4/2022,1,Regular,64,Salaried
7069,Farm 7069-AI,3310840,Boar Stud Mgr.,9/4/2022,99,PTO,16,Salaried
7069,Farm 7069-AI,3349479,Boar Stud Asst Manager (H),9/4/2022,1,Regular,73.2,Hourly
7069,Farm 7069-AI,3349479,Boar Stud Asst Manager (H),9/4/2022,12,Premium,3.42,Hourly
7069,Farm 7069-AI,3349479,Boar Stud Asst Manager (H),9/4/2022,99,PTO,19.2,Hourly
7069,Farm 7069-AI,3400672,Production Mgr Trainee 1,9/4/2022,1,Regular,104.7,Hourly
7069,Farm 7069-AI,3400672,Production Mgr Trainee 1,9/4/2022,12,Premium,20.97,Hourly
7069,Farm 7069-AI,3400673,Production Mgr Trainee 1,9/4/2022,1,Regular,105.32,Hourly
7069,Farm 7069-AI,3400673,Production Mgr Trainee 1,9/4/2022,12,Premium,22.17,Hourly
7081,Deercroft Boar Stud,100820,Herdsperson 4 (Hourly),9/4/2022,1,Regular,86.32,Hourly
7081,Deercroft Boar Stud,100820,Herdsperson 4 (Hourly),9/4/2022,12,Premium,7.12,Hourly
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,9/4/2022,1,Regular,80,Salaried
7081,Deercroft Boar Stud,3306856,Herdsperson 2 (Hourly),9/4/2022,1,Regular,93.93,Hourly
7081,Deercroft Boar Stud,3306856,Herdsperson 2 (Hourly),9/4/2022,12,Premium,10.48,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),9/4/2022,1,Regular,80.6,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),9/4/2022,12,Premium,10.72,Hourly
7081,Deercroft Boar Stud,3315133,Herdsperson 4 (Hourly),9/4/2022,99,PTO,5.5,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),9/4/2022,1,Regular,85.42,Hourly
7081,Deercroft Boar Stud,3301178,Herdsperson 4 (Hourly),9/4/2022,12,Premium,10.87,Hourly
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Hourly),9/4/2022,1,Regular,90.33,Hourly
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Hourly),9/4/2022,12,Premium,13.85,Hourly
7082,Laurel Hill Boar Stud,38447,Boar Stud HOD 1 (Hourly),9/4/2022,99,PTO,2,Hourly
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,9/4/2022,1,Regular,72,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,9/4/2022,99,PTO,8,Salaried
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),9/4/2022,1,Regular,83.28,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 4 (Hourly),9/4/2022,12,Premium,10.28,Hourly
